gene_name	gene_id	chr	start	end	gene_length	length_quintile	mch_diff	edger_logFC	edger_fdr	mch_sig	mch_direction	mecp2_fold	mecp2_fdr	mecp2_n_peaks	is_mecp2_up	is_neuronal	is_synapse	k119ub_decile	atac_fold	k27ac_fold	k27me3_fold	k119ub_fold	atac_fdr	k27ac_fdr	k27me3_fdr	k119ub_fdr	atac_remodeled	k27ac_remodeled	k27me3_remodeled	k119ub_remodeled	neuronal_group	synapse_group
Gm44596	ENSMUSG00000108011.1	chr6	128375502	128407475	31973	4	-0.00231784362751915	-0.343619407085887	0.00373185259912787	TRUE	Hypomethylated	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Neither	Neither
Gm44790	ENSMUSG00000107539.1	chr6	86426657	86445630	18973	3	-0.00117730179736664	-0.449596935610952	0.0107534355946835	TRUE	Hypomethylated	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Neither	Neither
Gm44805	ENSMUSG00000109350.1	chr7	19671583	19681423	9840	2	0.00106467690486299	0.069749435970036	0.811778998387559	FALSE	Hypermethylated	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Neither	Neither
Gm4491	ENSMUSG00000089840.1	chr14	57112505	57115883	3378	1	0.000758196611034847	-0.304664287782148	0.543951600052811	FALSE	Hypomethylated	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Neither	Neither
Gm44965	ENSMUSG00000107789.1	chr6	48593940	48619278	25338	3	0.00212312623724528	0.0668879799658255	0.642342657173765	FALSE	Hypermethylated	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Neither	Neither
Gm44973	ENSMUSG00000109129.1	chr7	5015495	5033097	17602	3	-0.000439829830261838	-0.37928879362958	0.0215981002606983	TRUE	Hypomethylated	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Neither	Neither
Gm45015	ENSMUSG00000109368.1	chrX	73334995	73336840	1845	1	-0.00118136509688264	-0.380900714570666	0.647074854167508	FALSE	Hypomethylated	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Neither	Neither
Gm45021	ENSMUSG00000107588.1	chr6	48589609	48613250	23641	3	0.00320326158350449	0.128991769584329	0.324369309382051	FALSE	Hypermethylated	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Neither	Neither
Gm45062	ENSMUSG00000107705.1	chr6	8259449	8597480	338031	5	0.000421507373827856	-0.116477295433569	0.00504332191669402	TRUE	Hypomethylated	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Neither	Neither
Gm45140	ENSMUSG00000107928.1	chr6	87788860	87835795	46935	4	0.00106105150586132	-0.108325605857291	0.329602799585974	FALSE	Hypomethylated	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Neither	Neither
Gm45194	ENSMUSG00000109156.1	chrX	111891388	112240590	349202	5	0.00152982278039539	-0.0800116317408183	0.191279989707125	FALSE	Hypomethylated	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Neither	Neither
Gm45208	ENSMUSG00000109493.1	chrX	7722244	7730530	8286	2	0.00503107347140437	0.244468828674833	0.562024770284074	FALSE	Hypermethylated	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Neither	Neither
Gm45213	ENSMUSG00000108793.1	chr7	66043601	66062271	18670	3	-0.000482721756634219	-0.13741084374943	0.261141125220051	FALSE	Hypomethylated	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Neither	Neither
Gm45234	ENSMUSG00000107478.1	chr6	124739188	124756021	16833	3	0.00118404797538289	-0.0495585915412113	0.809111074549345	FALSE	Hypomethylated	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Neither	Neither
Gm45261	ENSMUSG00000110100.1	chr1	80449596	80461448	11852	2	0.0180307379519793	0.406065414749026	0.000537910250379662	TRUE	Hypermethylated	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Neither	Neither
Gm45337	ENSMUSG00000110061.1	chr7	142143340	142144607	1267	1	0.00330909745080328	-0.0124159799623089	0.988045987745051	FALSE	Hypomethylated	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Neither	Neither
Gm45521	ENSMUSG00000109649.1	chr14	7957287	7960636	3349	1	0.00646247389534595	0.270961588235198	0.342764697657462	FALSE	Hypermethylated	-0.173490051	0.388626592	1	FALSE	FALSE	FALSE	1	0.853930696432499	-0.0366272802379274	NA	-0.402396107	4.42457669965251e-06	0.841052661612543	NA	0.000601542	TRUE	FALSE	NA	TRUE	Neither	Neither
Gm4553	ENSMUSG00000090471.2	chr7	142164695	142165739	1044	1	0.0165942633035471	0.530108844181789	0.380378578355247	FALSE	Hypermethylated	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Neither	Neither
Gm4559	ENSMUSG00000056885.5	chr7	142273763	142274363	600	1	0.0106981964432435	0.51157126777042	0.476533527271008	FALSE	Hypermethylated	-0.070691803	0.75915584	1	FALSE	FALSE	FALSE	NA	0.251461602813582	NA	NA	NA	0.273481588522901	NA	NA	NA	FALSE	NA	NA	NA	Neither	Neither
Gm45618	ENSMUSG00000109859.1	chr7	142120069	142120729	660	1	0.00257663049894298	0.196548279489997	0.863099697870682	FALSE	Hypermethylated	NA	NA	NA	FALSE	FALSE	FALSE	NA	0.232292655196081	NA	NA	NA	0.283571084648913	NA	NA	NA	FALSE	NA	NA	NA	Neither	Neither
Gm45623	ENSMUSG00000110086.1	chr13	56752370	56753827	1457	1	0.0078315968291648	0.669697310690194	0.500083379672927	FALSE	Hypermethylated	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Neither	Neither
Gm45692	ENSMUSG00000109850.1	chr8	26119533	26160819	41286	4	0.00109912302026148	-0.165869742204592	0.24337248156131	FALSE	Hypomethylated	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Neither	Neither
Gm45711	ENSMUSG00000031876.18	chr8	104281346	104310081	28735	4	0.000228497049583446	-0.131673429231627	0.327545758831297	FALSE	Hypomethylated	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Neither	Neither
Gm45713	ENSMUSG00000089989.10	chr7	45125921	45136231	10310	2	-0.00402974209994212	-0.38956401076252	0.0433546065846021	TRUE	Hypomethylated	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Neither	Neither
Gm45716	ENSMUSG00000110344.1	chr11	90187682	90251255	63573	5	0.000701572287235761	-0.0817564002801622	0.390913383221909	FALSE	Hypomethylated	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Neither	Neither
Gm45717	ENSMUSG00000110104.1	chr7	140949221	140955937	6716	2	0.00247583403838447	0.138047805019714	0.637806548450648	FALSE	Hypermethylated	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Neither	Neither
Gm45753	ENSMUSG00000031640.11	chr8	45269670	45308466	38796	4	0.000159965061745589	-0.168609076669448	0.162834944679429	FALSE	Hypomethylated	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Neither	Neither
Gm45783	ENSMUSG00000110139.1	chr7	7334148	7374573	40425	4	0.00178824732612345	-0.154604993113936	0.329070397117482	FALSE	Hypomethylated	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Neither	Neither
Gm45785	ENSMUSG00000110136.1	chr7	140818086	140856331	38245	4	0.000411289539940452	-0.161425570866795	0.172070249694848	FALSE	Hypomethylated	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Neither	Neither
Gm45799	ENSMUSG00000110234.2	chr7	105640551	105684439	43888	4	0.000395818220029376	-0.220873367195788	0.0639857568201575	FALSE	Hypomethylated	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Neither	Neither
Gm45808	ENSMUSG00000109926.1	chr7	45465983	45486811	20828	3	-0.000200991782864857	-0.156952661596973	0.273685211606655	FALSE	Hypomethylated	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Neither	Neither
Gm45826	ENSMUSG00000110641.1	chr8	19140777	19159440	18663	3	0.00213085051639186	0.0163283764008265	0.95215917206743	FALSE	Hypermethylated	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Neither	Neither
Gm45837	ENSMUSG00000030653.17	chr7	101410885	101512819	101934	5	-0.00102978959101396	-0.139588292283262	0.0175682263413378	TRUE	Hypomethylated	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Neither	Neither
Gm45844	ENSMUSG00000110105.1	chr7	7213016	7278289	65273	5	0.00156017276484259	-0.124945125722796	0.391554915333076	FALSE	Hypomethylated	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Neither	Neither
Gm45861	ENSMUSG00000110333.1	chr8	27447099	27620917	173818	5	0.000953359550851539	-0.0968321105006343	0.1799710254066	FALSE	Hypomethylated	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Neither	Neither
Gm45871	ENSMUSG00000110277.2	chr18	90579776	90592528	12752	2	0.0018945357407489	-0.00242097397715412	0.993724302823006	FALSE	Hypomethylated	NA	NA	NA	FALSE	FALSE	FALSE	NA	0.140843522988357	0.313421192907827	NA	NA	0.437218942368181	0.10427971020165	NA	NA	FALSE	FALSE	NA	NA	Neither	Neither
Gm45902	ENSMUSG00000051396.15	chr2	3504526	3512790	8264	2	0.00159742006488904	0.0817282318079754	0.778982134187246	FALSE	Hypermethylated	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Neither	Neither
Gm45928	ENSMUSG00000117873.1	chr19	4214356	4233297	18941	3	-0.00043771445801899	-0.127760922790462	0.379674228540604	FALSE	Hypomethylated	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Neither	Neither
Gm4707	ENSMUSG00000091831.5	chr17	71458326	71459918	1592	1	0.00122516542826015	-0.398824904965541	0.623782580023605	FALSE	Hypomethylated	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Neither	Neither
Gm47189	ENSMUSG00000114852.1	chr14	41767171	41772441	5270	1	-0.00297300476003624	-0.192070721990367	0.883624658584938	FALSE	Hypomethylated	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Neither	Neither
Gm4737	ENSMUSG00000048087.6	chr16	46152984	46155077	2093	1	0.00168759941077579	0.146433128157396	0.867371333428557	FALSE	Hypermethylated	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Neither	Neither
Gm47429	ENSMUSG00000114559.1	chr13	50443407	50443912	505	1	-0.00526422131277093	-0.37931045389649	0.783018663120136	FALSE	Hypomethylated	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Neither	Neither
Gm4756	ENSMUSG00000109482.2	chr12	72576001	72649661	73660	5	0.000461897982310104	-0.19065288832621	0.0726698636244463	FALSE	Hypomethylated	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Neither	Neither
Gm4767	ENSMUSG00000094076.7	chr10	81812185	81826490	14305	3	-0.00253430507425832	-0.520439145105227	0.689810359051908	FALSE	Hypomethylated	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Neither	Neither
Gm4779	ENSMUSG00000045010.14	chrX	101790052	101794423	4371	1	-0.000497674829218777	0.0495331771508028	0.926193079109603	FALSE	Hypermethylated	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Neither	Neither
Gm47791	ENSMUSG00000114299.1	chr1	82770823	82771243	420	1	0.000643064870976443	-0.493259056353172	0.489409372146663	FALSE	Hypomethylated	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Neither	Neither
Gm4787	ENSMUSG00000072974.4	chr12	81376990	81379464	2474	1	7.89289127704883e-05	-0.194597614428671	0.744223709196615	FALSE	Hypomethylated	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Neither	Neither
Gm4788	ENSMUSG00000070594.10	chr1	139697622	139781243	83621	5	0.00115116924663214	-0.095358721556526	0.432595416721154	FALSE	Hypomethylated	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Neither	Neither
Gm4791	ENSMUSG00000094893.2	chr9	46998740	47003860	5120	1	-0.00658206832953646	-0.551955260833053	0.0948276083450327	FALSE	Hypomethylated	0.268789278	0.28904107	15	FALSE	FALSE	FALSE	1	0.281325380067893	NA	0.441773804038741	-0.398606104	0.159008120000778	NA	0.0250018792039106	0.019663647	FALSE	NA	TRUE	TRUE	Neither	Neither
Gm4792	ENSMUSG00000053420.6	chr10	94293664	94298703	5039	1	0.0126699474466098	0.362922620851657	0.0414653575671566	TRUE	Hypermethylated	0.886656826	0.005599971	1	TRUE	FALSE	FALSE	7	0.317711556279398	NA	NA	0.344515247	0.146158725265866	NA	NA	0.016756412	FALSE	NA	NA	TRUE	MeCP2-up only	MeCP2-up only
Gm47955	ENSMUSG00000114011.1	chr1	82960285	82960924	639	1	0.000212996866121126	-0.105169899142888	0.813344125933408	FALSE	Hypomethylated	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Neither	Neither
Gm47959	ENSMUSG00000113097.1	chr1	83000547	83001480	933	1	0.00109403415002728	-0.340910603969784	0.409881529333671	FALSE	Hypomethylated	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Neither	Neither
Gm47969	ENSMUSG00000113267.1	chr1	83044931	83045946	1015	1	0.00475670857939499	0.488752170114353	0.408110870048244	FALSE	Hypermethylated	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Neither	Neither
Gm47985	ENSMUSG00000114212.1	chr1	151182536	151184243	1707	1	-0.00110031858624531	-0.340670348087104	0.663523496802908	FALSE	Hypomethylated	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Neither	Neither
Gm4841	ENSMUSG00000068606.6	chr18	60268304	60273272	4968	1	0.001261834175196	-0.0812521475836601	0.863467502645256	FALSE	Hypomethylated	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Neither	Neither
Gm4846	ENSMUSG00000086056.1	chr1	166483612	166497588	13976	3	0.00112188662924128	0.0745029654988206	0.757482572089833	FALSE	Hypermethylated	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Neither	Neither
Gm4847	ENSMUSG00000051081.7	chr1	166628970	166647693	18723	3	-0.00237865653058982	-0.426229765206893	0.0227743762827824	TRUE	Hypomethylated	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Neither	Neither
Gm48551	ENSMUSG00000113262.1	chr10	81384465	81391560	7095	2	0.00687025184081452	0.488157512855973	0.0756277387319776	FALSE	Hypermethylated	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Neither	Neither
Gm48552	ENSMUSG00000114004.1	chr10	81389004	81391267	2263	1	0.00773331737872799	0.937281109233237	0.0839458267925838	FALSE	Hypermethylated	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Neither	Neither
Gm4869	ENSMUSG00000106350.2	chr5	140445644	140495071	49427	4	0.000736959274179943	-0.151260217088862	0.177848790183863	FALSE	Hypomethylated	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Neither	Neither
Gm4871	ENSMUSG00000061707.5	chr5	145029599	145032754	3155	1	0.00316235882327608	0.159292121201033	0.841981802391007	FALSE	Hypermethylated	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Neither	Neither
Gm4884	ENSMUSG00000048312.7	chr7	41032718	41045302	12584	2	0.00289454844553126	0.0986230885458542	0.766904139310105	FALSE	Hypermethylated	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Neither	Neither
Gm4894	ENSMUSG00000054156.8	chr9	49250530	49280594	30064	4	-0.0010546165025973	-0.151895453863325	0.157794789919988	FALSE	Hypomethylated	-0.020249757	0.947801197	4	FALSE	FALSE	FALSE	NA	0.163211127030059	NA	-0.417563949160924	NA	0.497434027521	NA	0.0444990024516946	NA	FALSE	NA	TRUE	NA	Neither	Neither
Gm49027	ENSMUSG00000114278.2	chr5	123512081	123525488	13407	3	-0.000115197676270457	-0.207357222052243	0.377158160482365	FALSE	Hypomethylated	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Neither	Neither
Gm4907	ENSMUSG00000068113.6	chrX	23882552	23907607	25055	3	0.00158368800412745	-0.167867627973054	0.451129013331365	FALSE	Hypomethylated	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Neither	Neither
Gm4922	ENSMUSG00000044624.7	chr10	18779724	18786793	7069	2	-0.00194033917219738	-0.320505104502366	0.257956112508935	FALSE	Hypomethylated	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Neither	Neither
Gm4924	ENSMUSG00000073427.4	chr10	82354254	82422882	68628	5	0.000218859675252594	-0.342032131177394	0.00756751472590302	TRUE	Hypomethylated	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Neither	Neither
Gm49318	ENSMUSG00000111842.1	chr9	22036379	22071259	34880	4	0.00134314100682311	-0.0247375504607534	0.8432200657863	FALSE	Hypomethylated	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Neither	Neither
Gm49320	ENSMUSG00000109061.1	chr8	4238864	4251423	12559	2	0.00178381856023076	0.0675509597295369	0.797788081443177	FALSE	Hypermethylated	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Neither	Neither
Gm49322	ENSMUSG00000035370.9	chr10	80606020	80615784	9764	2	0.000832031979597168	-0.117390073436153	0.624583746006021	FALSE	Hypomethylated	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Neither	Neither
Gm49325	ENSMUSG00000112241.1	chr10	77606196	77641543	35347	4	0.00232956335531576	0.0537545179880746	0.708400147073117	FALSE	Hypermethylated	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Neither	Neither
Gm49333	ENSMUSG00000115293.2	chr16	20611609	20645920	34311	4	-0.00132511123002755	-0.237089135290418	0.0552398760349766	FALSE	Hypomethylated	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Neither	Neither
Gm49336	ENSMUSG00000114797.1	chr14	60205281	60251507	46226	4	-6.83904375180077e-05	-0.260816131785293	0.060381713359389	FALSE	Hypomethylated	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Neither	Neither
Gm49337	ENSMUSG00000111410.1	chr4	116173383	116299841	126458	5	0.00574760172887941	0.287848691615752	7.10858577943552e-05	TRUE	Hypermethylated	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Neither	Neither
Gm49339	ENSMUSG00000062593.17	chr10	51480611	51496613	16002	3	0.00162469764537836	0.0580103332326468	0.815978615664902	FALSE	Hypermethylated	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Neither	Neither
Gm49340	ENSMUSG00000069825.12	chr11	73329740	73355913	26173	3	0.00128528702166562	-0.0980093672598272	0.656751492655514	FALSE	Hypomethylated	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Neither	Neither
Gm49342	ENSMUSG00000021871.19	chr14	50944516	50963136	18620	3	0.00180052183508225	-0.0442639622376736	0.845009165503272	FALSE	Hypomethylated	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Neither	Neither
Gm49345	ENSMUSG00000114923.1	chr13	67592158	67637769	45611	4	0.000142231679151185	-0.174124585543289	0.224213540032552	FALSE	Hypomethylated	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Neither	Neither
Gm49352	ENSMUSG00000114904.1	chr13	61538389	61568174	29785	4	-0.000328318429804216	-0.362790851714876	0.052374247498135	FALSE	Hypomethylated	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Neither	Neither
Gm49353	ENSMUSG00000110723.1	chr10	29198953	29221940	22987	3	-0.000232984593110764	-0.271834543287437	0.116698639356524	FALSE	Hypomethylated	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Neither	Neither
Gm49354	ENSMUSG00000114763.1	chr13	59758934	59782245	23311	3	0.00185297093668914	-0.0962377370395344	0.566159927778756	FALSE	Hypomethylated	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Neither	Neither
Gm49355	ENSMUSG00000114378.1	chr14	12283975	12324454	40479	4	-0.00401456763877763	-0.304218965074118	0.00136595361092249	TRUE	Hypomethylated	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Neither	Neither
Gm49356	ENSMUSG00000115463.1	chr15	58889297	58937359	48062	4	0.00120756752817078	-0.038694880686084	0.776126467008743	FALSE	Hypomethylated	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Neither	Neither
Gm49358	ENSMUSG00000112743.1	chr10	86763971	86833972	70001	5	0.00102264358091691	-0.0785540998341148	0.283611037431807	FALSE	Hypomethylated	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Neither	Neither
Gm49359	ENSMUSG00000113450.1	chr13	62453015	62466832	13817	3	-0.00121434170884714	-0.413465744938216	0.105682142990988	FALSE	Hypomethylated	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Neither	Neither
Gm49361	ENSMUSG00000114942.1	chr14	57642076	57746103	104027	5	-0.000163871073487414	-0.217749130961308	0.00183657745028854	TRUE	Hypomethylated	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Neither	Neither
Gm49366	ENSMUSG00000113475.1	chr12	84038934	84058613	19679	3	-0.00136134396824402	-0.297341489874453	0.0506181373357572	FALSE	Hypomethylated	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Neither	Neither
Gm49368	ENSMUSG00000108596.1	chr7	128062682	128128160	65478	5	0.00164134689547804	-0.0699774866922927	0.496266990568214	FALSE	Hypomethylated	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Neither	Neither
Gm49369	ENSMUSG00000110040.1	chr7	142371095	142382667	11572	2	0.000911186201408624	-0.101735578174567	0.642018050086985	FALSE	Hypomethylated	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Neither	Neither
Gm49373	ENSMUSG00000111692.1	chr9	21062399	21073096	10697	2	-0.00100635903964407	-0.339337182830991	0.157651678808586	FALSE	Hypomethylated	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Neither	Neither
Gm49378	ENSMUSG00000115232.1	chr14	55629075	55637895	8820	2	-0.00128076858786771	-0.358765232464762	0.129759837902373	FALSE	Hypomethylated	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Neither	Neither
