gene_name	chr	in_mecp2_no_mch	k119ub_signal_gain
Tnfrsf12a	chr17	FALSE	TRUE
Birc5	chr11	FALSE	TRUE
Tcf3	chr10	FALSE	FALSE
Tfpi	chr2	FALSE	TRUE
Hipk4	chr7	FALSE	FALSE
Prrx1	chr1	FALSE	FALSE
Ttc39d	chr17	FALSE	TRUE
Notch3	chr17	FALSE	FALSE
Abhd16a	chr17	FALSE	FALSE
Fitm2	chr2	FALSE	TRUE
Colq	chr14	FALSE	TRUE
Tagln2	chr1	FALSE	FALSE
Abhd14a	chr9	FALSE	TRUE
Krtap27-1	chr16	FALSE	FALSE
Lrrtm1	chr6	FALSE	TRUE
Rbm42	chr7	FALSE	TRUE
Mb	chr15	FALSE	TRUE
Zfp334	chr2	FALSE	FALSE
Pglyrp4	chr3	FALSE	FALSE
Sbf1	chr15	FALSE	FALSE
Atp1b4	chrX	FALSE	FALSE
Pak4	chr7	FALSE	TRUE
A630076J17Rik	chr3	FALSE	TRUE
Nicn1	chr9	FALSE	TRUE
Mre11a	chr9	FALSE	FALSE
Pon1	chr6	FALSE	FALSE
Pla2g4a	chr1	FALSE	FALSE
Nsdhl	chrX	FALSE	TRUE
Pmch	chr10	FALSE	FALSE
Deup1	chr9	FALSE	FALSE
Abitram	chr4	FALSE	TRUE
Laptm4a	chr12	FALSE	TRUE
Sh3yl1	chr12	FALSE	TRUE
Ddb1	chr19	FALSE	FALSE
Ecel1	chr1	FALSE	FALSE
Vac14	chr8	FALSE	TRUE
AU040320	chr4	FALSE	FALSE
Mastl	chr2	FALSE	TRUE
Mrpl27	chr11	FALSE	FALSE
Fam124b	chr1	FALSE	FALSE
Nap1l3	chrX	FALSE	TRUE
Ifnk	chr4	FALSE	FALSE
Psmb10	chr8	FALSE	TRUE
Il18bp	chr7	FALSE	FALSE
Zfp142	chr1	FALSE	FALSE
Sp7	chr15	FALSE	FALSE
Zfp169	chr13	FALSE	FALSE
Pwp2	chr10	FALSE	TRUE
Etfb	chr7	FALSE	TRUE
Clec4a3	chr6	FALSE	FALSE
Rala	chr13	FALSE	FALSE
Agtrap	chr4	FALSE	TRUE
Nodal	chr10	FALSE	FALSE
Zic1	chr9	FALSE	FALSE
Tmx1	chr12	FALSE	TRUE
Sf3a2	chr10	FALSE	FALSE
Pdhb	chr14	FALSE	FALSE
Arv1	chr8	FALSE	TRUE
Vapa	chr17	FALSE	FALSE
Plac8	chr5	FALSE	FALSE
Il17re	chr6	FALSE	TRUE
Hsd3b5	chr3	FALSE	FALSE
Gm12253	chr11	FALSE	FALSE
Il17a	chr1	FALSE	FALSE
Hs6st1	chr1	FALSE	TRUE
Gorasp2	chr2	FALSE	TRUE
Kctd5	chr17	FALSE	FALSE
Setd1a	chr7	FALSE	FALSE
Ccdc120	chrX	FALSE	TRUE
Nipsnap3a	chr4	FALSE	TRUE
Cldn34b3	chrX	FALSE	FALSE
Ldlrad1	chr4	FALSE	FALSE
Tac2	chr10	FALSE	FALSE
Lrrc2	chr9	FALSE	TRUE
Bnip1	chr17	FALSE	FALSE
Slc7a2	chr8	FALSE	TRUE
Aoc1	chr6	FALSE	TRUE
Gjb3	chr4	FALSE	FALSE
Aqp3	chr4	FALSE	FALSE
Tpr	chr1	FALSE	FALSE
Egfl6	chrX	FALSE	FALSE
Bbs1	chr19	FALSE	FALSE
Tmem177	chr1	FALSE	TRUE
Il31	chr5	FALSE	FALSE
Cdc42se1	chr3	FALSE	FALSE
Ephb4	chr5	FALSE	FALSE
Ldoc1	chrX	FALSE	TRUE
Pgf	chr12	FALSE	FALSE
Sertm1	chr3	FALSE	FALSE
Pnisr	chr4	FALSE	FALSE
Selenbp2	chr3	FALSE	FALSE
Sft2d1	chr17	FALSE	FALSE
Tex50	chr1	FALSE	FALSE
Zfp40	chr17	FALSE	TRUE
Snx5	chr2	FALSE	TRUE
Rab21	chr10	FALSE	FALSE
2410004P03Rik	chr12	FALSE	FALSE
Zfp14	chr7	FALSE	FALSE
Zmynd15	chr11	FALSE	TRUE
Otud6b	chr4	FALSE	TRUE
Rpl3	chr15	FALSE	TRUE
Arf6	chr12	FALSE	FALSE
Yars2	chr16	FALSE	TRUE
B4galnt1	chr10	FALSE	FALSE
Grin2d	chr7	FALSE	FALSE
Fut4	chr9	FALSE	TRUE
Adi1	chr12	FALSE	TRUE
Ly6m	chr15	FALSE	FALSE
Ttc23l	chr15	FALSE	FALSE
Mylip	chr13	FALSE	FALSE
Cbll1	chr12	FALSE	TRUE
Mrm3	chr11	FALSE	TRUE
Id1	chr2	FALSE	TRUE
Arsi	chr18	FALSE	FALSE
Lilra5	chr7	FALSE	FALSE
Fahd1	chr17	FALSE	FALSE
Mmut	chr17	FALSE	TRUE
Kcne2	chr16	FALSE	TRUE
Twnk	chr19	FALSE	TRUE
Trh	chr6	FALSE	FALSE
Dio1	chr4	FALSE	TRUE
Wdr5b	chr16	FALSE	TRUE
Spata24	chr18	FALSE	TRUE
Samd4	chr14	FALSE	TRUE
Gdf7	chr12	FALSE	TRUE
Tgfb1	chr7	FALSE	FALSE
Mob3a	chr10	FALSE	FALSE
Rph3al	chr11	FALSE	TRUE
Slc2a6	chr2	FALSE	FALSE
Tnfsf10	chr3	FALSE	FALSE
Slc6a18	chr13	FALSE	TRUE
Grk3	chr5	FALSE	FALSE
Gzme	chr14	FALSE	TRUE
Igf2bp1	chr11	FALSE	FALSE
Them6	chr15	FALSE	TRUE
Efcab12	chr6	FALSE	TRUE
Relb	chr7	FALSE	TRUE
Syndig1	chr2	FALSE	TRUE
Fam114a2	chr11	FALSE	FALSE
Med31	chr11	FALSE	TRUE
BC051665	chr13	FALSE	FALSE
Hspb8	chr5	FALSE	TRUE
Gldn	chr9	FALSE	FALSE
Vps37c	chr19	FALSE	TRUE
Tnk2	chr16	FALSE	TRUE
Tigd3	chr19	FALSE	FALSE
Il33	chr19	FALSE	FALSE
Psph	chr5	FALSE	TRUE
Dgat2l6	chrX	FALSE	FALSE
Fzd1	chr5	FALSE	TRUE
Klf17	chr4	FALSE	FALSE
Golgb1	chr16	FALSE	TRUE
Sox1	chr8	FALSE	FALSE
Nxnl2	chr13	FALSE	FALSE
Nt5el	chr13	FALSE	FALSE
Klk1	chr7	FALSE	FALSE
Lbx2	chr6	FALSE	FALSE
Serpinb11	chr1	FALSE	FALSE
Zfp957	chr14	FALSE	TRUE
Tef	chr15	FALSE	TRUE
Thg1l	chr11	FALSE	TRUE
Ppp2cb	chr8	FALSE	TRUE
H3c4	chr13	FALSE	TRUE
Itm2b	chr14	FALSE	FALSE
Gpr182	chr10	FALSE	FALSE
Zc3h15	chr2	FALSE	FALSE
Tut1	chr19	FALSE	TRUE
Prss32	chr17	FALSE	FALSE
Hsf2bp	chr17	FALSE	FALSE
Zcchc13	chrX	FALSE	TRUE
Tbc1d7	chr13	FALSE	TRUE
Pigf	chr17	FALSE	TRUE
Elac1	chr18	FALSE	TRUE
Pnpla3	chr15	FALSE	TRUE
Gm15217	chr14	FALSE	TRUE
Mrpl37	chr4	FALSE	TRUE
Naca	chr10	FALSE	FALSE
Peak1	chr9	FALSE	TRUE
Plppr2	chr9	FALSE	FALSE
Pgrmc2	chr3	FALSE	TRUE
Daam2	chr17	FALSE	TRUE
Cep41	chr6	FALSE	TRUE
Baalc	chr15	FALSE	TRUE
Dusp5	chr19	FALSE	FALSE
Rdh11	chr12	FALSE	TRUE
Dnal4	chr15	FALSE	TRUE
Fbxo3	chr2	FALSE	FALSE
Cym	chr3	FALSE	FALSE
Lfng	chr5	FALSE	FALSE
Nthl1	chr17	FALSE	FALSE
Tcf25	chr8	FALSE	FALSE
Mrps10	chr17	FALSE	FALSE
Slc39a6	chr18	FALSE	TRUE
Insyn1	chr9	FALSE	TRUE
Oprd1	chr4	FALSE	FALSE
Cd27	chr6	FALSE	TRUE
Clrn3	chr7	FALSE	FALSE
Dspp	chr5	FALSE	FALSE
1700030K09Rik	chr8	FALSE	TRUE
Cdk4	chr10	FALSE	TRUE
C1ra	chr6	FALSE	TRUE
Brpf1	chr6	FALSE	FALSE
Neil3	chr8	FALSE	TRUE
Mthfd1	chr12	FALSE	TRUE
St8sia3	chr18	FALSE	TRUE
Ralgds	chr2	FALSE	TRUE
Slc2a7	chr4	FALSE	FALSE
Rnase13	chr14	FALSE	TRUE
Anapc16	chr10	FALSE	FALSE
Zyg11a	chr4	FALSE	TRUE
Hoxd3	chr2	FALSE	FALSE
Myl7	chr11	FALSE	TRUE
Smc2	chr4	FALSE	TRUE
Inha	chr1	FALSE	FALSE
Flad1	chr3	FALSE	TRUE
Drc1	chr5	FALSE	TRUE
Krt7	chr15	FALSE	TRUE
Eva1b	chr4	FALSE	FALSE
Fbxo38	chr18	FALSE	FALSE
Lgals4	chr7	FALSE	FALSE
Zfp354a	chr11	FALSE	TRUE
Tex13a	chrX	FALSE	FALSE
Itgb1bp2	chrX	FALSE	FALSE
Socs3	chr11	FALSE	FALSE
Fmnl1	chr11	FALSE	TRUE
Hus1	chr11	FALSE	TRUE
Cd72	chr4	FALSE	TRUE
Tpm2	chr4	FALSE	TRUE
Uros	chr7	FALSE	TRUE
Cgas	chr9	FALSE	FALSE
Klhdc1	chr12	FALSE	TRUE
Dap	chr15	FALSE	TRUE
Cbarp	chr10	FALSE	FALSE
Tti2	chr8	FALSE	TRUE
Zscan18	chr7	FALSE	TRUE
Zfp105	chr9	FALSE	TRUE
Defb15	chr8	FALSE	FALSE
Fam209	chr2	FALSE	FALSE
Ly6g	chr15	FALSE	FALSE
Mmp2	chr8	FALSE	FALSE
Timm13	chr10	FALSE	TRUE
Nae1	chr8	FALSE	TRUE
Hand1	chr11	FALSE	FALSE
Kcnu1	chr8	FALSE	FALSE
Krt32	chr11	FALSE	FALSE
Homer3	chr8	FALSE	FALSE
Cnp	chr11	FALSE	FALSE
Poteg	chr8	FALSE	FALSE
Robo3	chr9	FALSE	TRUE
Vwa5b2	chr16	FALSE	FALSE
Rap1gds1	chr3	FALSE	TRUE
Tomm7	chr5	FALSE	TRUE
Nek8	chr11	FALSE	TRUE
Mtch2	chr2	FALSE	TRUE
Dennd11	chr6	FALSE	TRUE
Zdhhc4	chr5	FALSE	TRUE
Sall1	chr8	FALSE	FALSE
Marcksl1	chr4	FALSE	FALSE
Ube2v1	chr2	FALSE	FALSE
Ufc1	chr1	FALSE	TRUE
Zfp831	chr2	FALSE	FALSE
Nit2	chr16	FALSE	TRUE
1700010B08Rik	chr2	FALSE	FALSE
Tespa1	chr10	FALSE	FALSE
Cebpe	chr14	FALSE	FALSE
Spink4	chr4	FALSE	FALSE
Nbdy	chrX	FALSE	TRUE
Nup88	chr11	FALSE	FALSE
Rpl29	chr9	FALSE	TRUE
Fgl2	chr5	FALSE	TRUE
Unc119	chr11	FALSE	FALSE
Gimap3	chr6	FALSE	FALSE
Rpl10a	chr17	FALSE	FALSE
Tnni3	chr7	FALSE	TRUE
Ncbp2	chr16	FALSE	FALSE
Kmt5a	chr5	FALSE	TRUE
Eif2b4	chr5	FALSE	FALSE
Sfn	chr4	FALSE	FALSE
Perm1	chr4	FALSE	TRUE
C1ql3	chr2	FALSE	TRUE
Dda1	chr8	FALSE	FALSE
Prr15	chr6	FALSE	TRUE
Lactbl1	chr4	FALSE	FALSE
Tigd2	chr6	FALSE	TRUE
Shisa2	chr14	FALSE	TRUE
Klk11	chr7	FALSE	FALSE
Saysd1	chr14	FALSE	TRUE
Sox14	chr9	FALSE	FALSE
Rbm48	chr5	FALSE	TRUE
Kcnj16	chr11	FALSE	FALSE
Ubl4b	chr3	FALSE	FALSE
Tmem98	chr11	FALSE	FALSE
Sult6b1	chr17	FALSE	TRUE
Txndc2	chr17	FALSE	TRUE
Cyp4a14	chr4	FALSE	FALSE
Nrsn1	chr13	FALSE	TRUE
Lilra6	chr7	FALSE	FALSE
Exosc2	chr2	FALSE	FALSE
C1qbp	chr11	FALSE	TRUE
Prps1l3	chr12	FALSE	TRUE
Ptk6	chr2	FALSE	FALSE
Ap2s1	chr7	FALSE	FALSE
Zfp964	chr8	FALSE	TRUE
Snrpd3	chr10	FALSE	FALSE
Ntan1	chr16	FALSE	FALSE
Exosc5	chr7	FALSE	TRUE
Thumpd1	chr7	FALSE	TRUE
Smpd1	chr7	FALSE	TRUE
Rnf11	chr4	FALSE	TRUE
Mars1	chr10	FALSE	TRUE
Gpr39	chr1	FALSE	TRUE
Papss1	chr3	FALSE	TRUE
Svs6	chr2	FALSE	FALSE
Lysmd3	chr13	FALSE	TRUE
Mcee	chr7	FALSE	TRUE
Bag3	chr7	FALSE	TRUE
Nqo2	chr13	FALSE	TRUE
Tmem179b	chr19	FALSE	TRUE
Fkbp11	chr15	FALSE	FALSE
Cd96	chr16	FALSE	FALSE
Krt77	chr15	FALSE	TRUE
Plek2	chr12	FALSE	TRUE
Paqr4	chr17	FALSE	TRUE
Tlcd1	chr11	FALSE	FALSE
Aurkb	chr11	FALSE	TRUE
Ppp1r18	chr17	FALSE	TRUE
Zfp563	chr17	FALSE	TRUE
Abcg4	chr9	FALSE	FALSE
Cstf1	chr2	FALSE	TRUE
Ankrd31	chr13	FALSE	FALSE
Armc12	chr17	FALSE	FALSE
Gas8	chr8	FALSE	FALSE
Ldlrap1	chr4	FALSE	FALSE
Fmo1	chr1	FALSE	TRUE
Dctn2	chr10	FALSE	FALSE
Vmn1r196	chr13	FALSE	FALSE
Itpripl1	chr2	FALSE	TRUE
Poli	chr18	FALSE	TRUE
Dalrd3	chr9	FALSE	TRUE
Ociad2	chr5	FALSE	TRUE
Tac1	chr6	FALSE	FALSE
Sqle	chr15	FALSE	TRUE
Prdm12	chr2	FALSE	FALSE
Inpp1	chr1	FALSE	TRUE
Capn6	chrX	FALSE	FALSE
Klhl41	chr2	FALSE	FALSE
Satb1	chr17	FALSE	TRUE
Kcnj14	chr7	FALSE	FALSE
Ucp2	chr7	TRUE	FALSE
Srsf7	chr17	FALSE	TRUE
Prss36	chr7	FALSE	FALSE
Srsf6	chr2	FALSE	FALSE
Mrpl39	chr16	FALSE	TRUE
Gstm2	chr3	FALSE	FALSE
Mdk	chr2	FALSE	FALSE
Cercam	chr2	FALSE	TRUE
Adamts6	chr13	FALSE	TRUE
Prelid3b	chr2	FALSE	TRUE
Pxdc1	chr13	FALSE	FALSE
Il13ra2	chrX	FALSE	FALSE
Gm3404	chr5	FALSE	FALSE
Pecr	chr1	FALSE	TRUE
Slc16a12	chr19	FALSE	TRUE
Gzf1	chr2	FALSE	TRUE
Cldnd1	chr16	FALSE	TRUE
Znhit6	chr3	FALSE	TRUE
Cd19	chr7	FALSE	FALSE
Baiap2l2	chr15	FALSE	FALSE
Evi2b	chr11	FALSE	FALSE
Prop1	chr11	FALSE	FALSE
Nr1i3	chr1	FALSE	TRUE
Sephs1	chr2	FALSE	TRUE
Shcbp1	chr8	FALSE	TRUE
Bace2	chr16	FALSE	TRUE
Scnm1	chr3	FALSE	TRUE
Fis1	chr5	FALSE	TRUE
Atp6v0d2	chr4	FALSE	TRUE
Napsa	chr7	FALSE	TRUE
Tmem25	chr9	FALSE	FALSE
Slc5a6	chr5	FALSE	TRUE
Hs3st2	chr7	FALSE	TRUE
Ankrd52	chr10	FALSE	FALSE
4930451I11Rik	chr7	FALSE	FALSE
Msx3	chr7	FALSE	FALSE
Rtp3	chr9	FALSE	TRUE
Cript	chr17	FALSE	TRUE
Nudt9	chr5	FALSE	TRUE
S100a10	chr3	FALSE	TRUE
Rhbdd3	chr11	FALSE	TRUE
Tmem198b	chr10	FALSE	TRUE
Kdm5a	chr6	FALSE	FALSE
Slc22a12	chr19	FALSE	FALSE
Tusc2	chr9	FALSE	TRUE
Kng2	chr16	FALSE	FALSE
Acot1	chr12	FALSE	TRUE
Epb41l4a	chr18	FALSE	FALSE
Epor	chr9	FALSE	TRUE
Unc13d	chr11	FALSE	TRUE
Hexim2	chr11	FALSE	TRUE
Eif2b5	chr16	FALSE	FALSE
Nup62	chr7	FALSE	FALSE
Hey2	chr10	FALSE	TRUE
Adm	chr7	FALSE	TRUE
Cep55	chr19	FALSE	TRUE
Tuba1b	chr15	FALSE	TRUE
Rfxank	chr8	FALSE	TRUE
Ggt1	chr10	FALSE	TRUE
Sp5	chr2	FALSE	TRUE
Kctd19	chr8	FALSE	TRUE
Ces2b	chr8	FALSE	TRUE
Catsper2	chr2	FALSE	TRUE
Tpd52l2	chr2	FALSE	FALSE
Marchf5	chr19	FALSE	TRUE
Ddah2	chr17	FALSE	TRUE
Car12	chr9	FALSE	TRUE
Hs3st3b1	chr11	FALSE	FALSE
Hspa1a	chr17	FALSE	FALSE
Ccl28	chr13	FALSE	TRUE
Atp10b	chr11	FALSE	TRUE
Frat1	chr19	FALSE	TRUE
Il17rc	chr6	FALSE	TRUE
Gin1	chr1	FALSE	TRUE
Psmb5	chr14	FALSE	TRUE
Nat14	chr7	FALSE	TRUE
Mrm2	chr5	FALSE	TRUE
Magi2	chr5	FALSE	TRUE
Tomm34	chr2	FALSE	FALSE
Capn15	chr17	FALSE	FALSE
Sergef	chr7	FALSE	TRUE
Rnf183	chr4	FALSE	TRUE
Adgrf3	chr5	FALSE	FALSE
Fabp4	chr3	FALSE	FALSE
Erfl	chr7	FALSE	FALSE
Lamtor2	chr3	FALSE	TRUE
Srm	chr4	FALSE	TRUE
Hps1	chr19	FALSE	TRUE
Cdk7	chr13	FALSE	FALSE
Ifi44	chr3	FALSE	FALSE
Fbxo30	chr10	FALSE	TRUE
Ypel2	chr11	FALSE	TRUE
Apeh	chr9	FALSE	FALSE
Mccc1	chr3	FALSE	TRUE
Fdx2	chr9	FALSE	FALSE
Oscp1	chr4	FALSE	TRUE
Idh3g	chrX	FALSE	FALSE
Lemd3	chr10	FALSE	TRUE
Coq2	chr5	FALSE	TRUE
Itgbl1	chr14	FALSE	TRUE
Crip2	chr12	FALSE	FALSE
B4galnt4	chr7	FALSE	FALSE
Lgi3	chr14	FALSE	TRUE
Eef1akmt1	chr14	FALSE	TRUE
Spata21	chr4	FALSE	FALSE
Gpi1	chr7	FALSE	FALSE
Katnbl1	chr2	FALSE	TRUE
Mak	chr13	FALSE	FALSE
Cd244a	chr1	FALSE	FALSE
Rnf25	chr1	FALSE	TRUE
Spata31d1c	chr13	FALSE	FALSE
S100a6	chr3	FALSE	FALSE
Slc15a5	chr6	FALSE	FALSE
Rfng	chr11	FALSE	FALSE
Ifit1	chr19	FALSE	FALSE
Grm7	chr6	FALSE	TRUE
Pkd2l2	chr18	FALSE	TRUE
Gpn1	chr5	FALSE	TRUE
C9	chr15	FALSE	FALSE
Dusp18	chr11	FALSE	TRUE
Gm5141	chr13	FALSE	TRUE
Krtap9-1	chr11	FALSE	TRUE
Zc3h8	chr2	FALSE	TRUE
Pla2g4f	chr2	FALSE	FALSE
Drd4	chr7	FALSE	FALSE
Arf5	chr6	FALSE	TRUE
Igbp1b	chr6	FALSE	FALSE
Pycr2	chr1	FALSE	TRUE
Tspan2	chr3	FALSE	TRUE
Fcna	chr2	FALSE	FALSE
Mmp27	chr9	FALSE	FALSE
Batf3	chr1	FALSE	FALSE
Toporsl	chr4	FALSE	FALSE
Cxcr4	chr1	FALSE	TRUE
Ehf	chr2	FALSE	TRUE
Parp16	chr9	FALSE	TRUE
Ltbp4	chr7	FALSE	FALSE
Nifk	chr1	FALSE	TRUE
Anp32b	chr4	FALSE	TRUE
Lhx5	chr5	FALSE	FALSE
2610528J11Rik	chr4	FALSE	FALSE
4921504E06Rik	chr2	FALSE	FALSE
Erp27	chr6	FALSE	FALSE
Armcx2	chrX	FALSE	TRUE
Thoc3	chr13	FALSE	FALSE
Dolk	chr2	FALSE	TRUE
Acrbp	chr6	FALSE	FALSE
Dnase1l3	chr14	FALSE	TRUE
Tmem128	chr5	FALSE	TRUE
Rbm39	chr2	FALSE	FALSE
Zfp408	chr2	FALSE	TRUE
Cacng6	chr7	FALSE	FALSE
Rfc4	chr16	FALSE	TRUE
Rps17	chr7	FALSE	FALSE
Ybx3	chr6	FALSE	TRUE
Acvr1c	chr2	FALSE	TRUE
Scx	chr15	FALSE	TRUE
Csrnp1	chr9	FALSE	TRUE
Terb1	chr8	FALSE	TRUE
Fech	chr18	FALSE	TRUE
Gpr85	chr6	FALSE	TRUE
Arcn1	chr9	FALSE	FALSE
Scara3	chr14	FALSE	TRUE
Zfp467	chr6	FALSE	TRUE
Fzd9	chr5	FALSE	FALSE
Aspdh	chr7	FALSE	TRUE
Srf	chr17	FALSE	TRUE
Cdc37	chr9	FALSE	TRUE
Rcor2	chr19	FALSE	FALSE
Allc	chr12	FALSE	FALSE
Angptl8	chr9	FALSE	FALSE
Lsmem2	chr9	FALSE	TRUE
Fabp7	chr10	FALSE	TRUE
Pole	chr5	FALSE	TRUE
Nkx6-1	chr5	FALSE	FALSE
Dcun1d5	chr9	FALSE	FALSE
Sox3	chrX	FALSE	FALSE
Rgs21	chr1	FALSE	FALSE
Prl2c5	chr13	FALSE	FALSE
Ndufs7	chr10	FALSE	FALSE
Rab24	chr13	FALSE	TRUE
Pitx1	chr13	FALSE	FALSE
Bpifb1	chr2	FALSE	FALSE
Jtb	chr3	FALSE	TRUE
Btn1a1	chr13	FALSE	TRUE
Loxl3	chr6	FALSE	TRUE
Ubl7	chr9	FALSE	TRUE
A3galt2	chr4	FALSE	FALSE
Mxd4	chr5	FALSE	TRUE
Ifna15	chr4	FALSE	TRUE
Smoc1	chr12	FALSE	TRUE
Gnai2	chr9	FALSE	TRUE
Btg1	chr10	FALSE	FALSE
Csrp3	chr7	FALSE	TRUE
Rabl2	chr15	FALSE	FALSE
Clic1	chr17	FALSE	TRUE
Dnajb9	chr12	FALSE	TRUE
Vmn2r83	chr10	FALSE	FALSE
Cdkn2aipnl	chr11	FALSE	TRUE
Cct7	chr6	FALSE	FALSE
Dctd	chr8	FALSE	TRUE
Cd5l	chr3	FALSE	FALSE
Sfpq	chr4	FALSE	FALSE
Gm527	chr12	FALSE	TRUE
Efna5	chr17	FALSE	TRUE
Ipo5	chr14	FALSE	TRUE
Vmn1r44	chr6	FALSE	FALSE
Tmem86a	chr7	FALSE	TRUE
Smoc2	chr17	FALSE	TRUE
Xkr7	chr2	FALSE	TRUE
Cox7b	chrX	FALSE	FALSE
Zfp488	chr14	FALSE	TRUE
Adamts10	chr17	FALSE	FALSE
Hipk1	chr3	FALSE	TRUE
A1cf	chr19	FALSE	FALSE
Unk	chr11	FALSE	FALSE
Serpinb6c	chr13	FALSE	FALSE
Cbr4	chr8	FALSE	TRUE
Ids	chrX	FALSE	FALSE
Adam1b	chr5	FALSE	FALSE
Rps5	chr7	FALSE	TRUE
Mal2	chr15	FALSE	TRUE
Xpo5	chr17	FALSE	FALSE
Gm12830	chr4	FALSE	FALSE
Rmi1	chr13	FALSE	FALSE
Mlf2	chr6	FALSE	FALSE
Krt27	chr11	FALSE	FALSE
Tedc2	chr17	FALSE	TRUE
Plgrkt	chr19	FALSE	TRUE
Mblac1	chr5	FALSE	TRUE
Galt	chr4	FALSE	TRUE
Iqcn	chr8	FALSE	TRUE
Fam227a	chr15	FALSE	FALSE
Vmn1r226	chr17	FALSE	FALSE
Apba3	chr10	FALSE	TRUE
Cplane2	chr4	FALSE	TRUE
Sycp2	chr2	FALSE	FALSE
Prr22	chr17	FALSE	FALSE
Tmem100	chr11	FALSE	FALSE
Socs1	chr16	FALSE	TRUE
1700122O11Rik	chr17	FALSE	TRUE
Ccin	chr4	FALSE	FALSE
Kcnk16	chr14	FALSE	FALSE
Parp11	chr6	FALSE	TRUE
Snrpg	chr6	FALSE	FALSE
Slc38a9	chr13	FALSE	TRUE
Serpinh1	chr7	FALSE	TRUE
Nmur1	chr1	FALSE	TRUE
Amhr2	chr15	FALSE	TRUE
Acads	chr5	FALSE	FALSE
4930402F06Rik	chr2	FALSE	TRUE
Pus7l	chr15	FALSE	TRUE
Ndufa13	chr8	FALSE	FALSE
Slc25a47	chr12	FALSE	TRUE
Ing3	chr6	FALSE	FALSE
Dmtn	chr14	FALSE	TRUE
Evx2	chr2	FALSE	FALSE
Vmn1r42	chr6	FALSE	FALSE
Maged2	chrX	FALSE	TRUE
Arrdc3	chr13	FALSE	TRUE
Spta1	chr1	FALSE	FALSE
Gpaa1	chr15	FALSE	TRUE
AI429214	chr8	FALSE	TRUE
Atg14	chr14	FALSE	TRUE
Zfp52	chr17	FALSE	TRUE
Hck	chr2	FALSE	TRUE
Fbxl6	chr15	FALSE	TRUE
Zfp36l1	chr12	FALSE	TRUE
Pop4	chr7	FALSE	TRUE
Clip3	chr7	FALSE	FALSE
Tmem17	chr11	FALSE	TRUE
Prps1	chrX	FALSE	TRUE
Shc1	chr3	FALSE	TRUE
Erf	chr7	FALSE	TRUE
Id4	chr13	FALSE	FALSE
Snap23	chr2	FALSE	FALSE
H3c2	chr13	FALSE	TRUE
Fgf16	chrX	FALSE	TRUE
Cldn16	chr16	FALSE	FALSE
Vmn1r189	chr13	FALSE	FALSE
Obsl1	chr1	FALSE	FALSE
U2af1l4	chr7	FALSE	TRUE
Mef2d	chr3	FALSE	FALSE
Rpl37a	chr1	FALSE	TRUE
G0s2	chr1	FALSE	TRUE
Bckdk	chr7	FALSE	FALSE
Gal3st2	chr1	FALSE	TRUE
Rpl9	chr5	FALSE	TRUE
Tstd2	chr4	FALSE	TRUE
Ppp1r3e	chr14	FALSE	TRUE
Rcvrn	chr11	FALSE	FALSE
Espnl	chr1	FALSE	FALSE
Xlr3c	chrX	FALSE	FALSE
Apol10b	chr15	FALSE	FALSE
Klk15	chr7	FALSE	FALSE
Gdpd2	chrX	FALSE	TRUE
Aplnr	chr2	FALSE	FALSE
Cisd3	chr11	FALSE	TRUE
Entpd2	chr2	FALSE	TRUE
Zdhhc18	chr4	FALSE	FALSE
Akap3	chr6	FALSE	FALSE
Apoc1	chr7	FALSE	FALSE
Gtsf2	chr15	FALSE	FALSE
Cd226	chr18	FALSE	FALSE
Ube2i	chr17	FALSE	FALSE
Gpr63	chr4	FALSE	TRUE
Fam167b	chr4	FALSE	TRUE
Castor2	chr5	FALSE	FALSE
Ccl17	chr8	FALSE	TRUE
Dnase1	chr16	FALSE	FALSE
Tmem30c	chr16	FALSE	FALSE
Sgcz	chr8	FALSE	FALSE
Maged1	chrX	FALSE	TRUE
Srpk1	chr17	FALSE	FALSE
Ccnc	chr4	FALSE	TRUE
Msmo1	chr8	FALSE	TRUE
Prcd	chr11	FALSE	TRUE
Fmo2	chr1	FALSE	FALSE
Rab12	chr17	FALSE	TRUE
Adh6b	chr3	FALSE	FALSE
Slurp1	chr15	FALSE	FALSE
Paxip1	chr5	FALSE	FALSE
Tnp1	chr1	FALSE	TRUE
Cenpm	chr15	FALSE	TRUE
Mfsd4b4	chr10	FALSE	TRUE
Xkrx	chrX	FALSE	FALSE
Pgm3	chr9	FALSE	TRUE
Dusp10	chr1	FALSE	TRUE
Rbak	chr5	FALSE	TRUE
Zfp513	chr5	FALSE	TRUE
Gtpbp8	chr16	FALSE	TRUE
Slc35a2	chrX	FALSE	TRUE
Cd93	chr2	FALSE	FALSE
Rps16	chr7	FALSE	TRUE
Dmrtb1	chr4	FALSE	FALSE
Mcm10	chr2	FALSE	TRUE
Nme6	chr9	FALSE	TRUE
Tspan14	chr14	FALSE	TRUE
Teddm1b	chr1	FALSE	FALSE
Tra2b	chr16	FALSE	FALSE
Prss2	chr6	FALSE	FALSE
Nxf1	chr19	FALSE	FALSE
Slc5a4b	chr10	FALSE	TRUE
Spns1	chr7	FALSE	FALSE
Minar1	chr9	FALSE	TRUE
Bpifa3	chr2	FALSE	FALSE
Llph	chr10	FALSE	TRUE
Kdelr1	chr7	FALSE	FALSE
Fgf22	chr10	FALSE	TRUE
Smyd2	chr1	FALSE	TRUE
