gene_name	chr	K119ub_up	mCH_up
Sh2d5	chr4	FALSE	FALSE
Gimap4	chr6	FALSE	TRUE
Ifi27l2b	chr12	FALSE	TRUE
Slbp	chr5	TRUE	TRUE
Pcdhb5	chr18	TRUE	TRUE
Slc6a11	chr6	TRUE	TRUE
Yrdc	chr4	TRUE	TRUE
Tmem104	chr11	TRUE	TRUE
Oxct2b	chr4	FALSE	TRUE
Pate12	chr9	FALSE	FALSE
1700009N14Rik	chr4	FALSE	FALSE
Fbxl13	chr5	TRUE	TRUE
Gm9758	chr5	FALSE	TRUE
Rhoc	chr3	TRUE	FALSE
Krt75	chr15	FALSE	TRUE
Xkr8	chr4	TRUE	TRUE
Scgb2b24	chr7	FALSE	TRUE
Rgl2	chr17	TRUE	TRUE
Chmp2a	chr7	FALSE	FALSE
Med28	chr5	TRUE	TRUE
1700067K01Rik	chr8	TRUE	TRUE
Mrpl40	chr16	TRUE	TRUE
Dab2ip	chr2	TRUE	TRUE
Exosc8	chr3	TRUE	TRUE
Uba5	chr9	FALSE	TRUE
Tmem170	chr8	TRUE	TRUE
Zcchc3	chr2	TRUE	TRUE
Slc38a10	chr11	FALSE	TRUE
Tssk4	chr14	FALSE	TRUE
Fcrl6	chr1	FALSE	TRUE
Hspb2	chr9	TRUE	TRUE
Cfap97d2	chr8	TRUE	TRUE
Ankrd24	chr10	TRUE	TRUE
Tanc2	chr11	TRUE	TRUE
Clrn2	chr5	TRUE	FALSE
Tmem53	chr4	TRUE	TRUE
Fasn	chr11	FALSE	TRUE
Slc2a4	chr11	FALSE	FALSE
Wdr4	chr17	TRUE	TRUE
Serpina3f	chr12	FALSE	TRUE
Car11	chr7	TRUE	FALSE
Tmed3	chr9	TRUE	TRUE
H2bc21	chr3	TRUE	TRUE
Ang5	chr14	FALSE	TRUE
F2	chr2	TRUE	TRUE
Chrdl1	chrX	FALSE	TRUE
Adam39	chr8	FALSE	TRUE
Tmem223	chr19	TRUE	TRUE
Rassf7	chr7	TRUE	TRUE
Vmn1r38	chr6	FALSE	TRUE
Ccl6	chr11	FALSE	TRUE
Cdca4	chr12	TRUE	TRUE
Tigd4	chr3	TRUE	TRUE
Abt1	chr13	TRUE	TRUE
Lrrc17	chr5	TRUE	TRUE
Cep97	chr16	TRUE	TRUE
Sec22b	chr3	TRUE	TRUE
Zfp428	chr7	FALSE	TRUE
Pgbd1	chr13	TRUE	TRUE
Gm38431	chr9	FALSE	TRUE
Magee1	chrX	FALSE	FALSE
Fpgs	chr2	TRUE	TRUE
Aph1a	chr3	FALSE	TRUE
Atp13a1	chr8	FALSE	TRUE
Asah1	chr8	TRUE	TRUE
Cnih1	chr14	TRUE	TRUE
Hyal1	chr9	TRUE	TRUE
Map10	chr8	TRUE	TRUE
Rexo4	chr2	FALSE	TRUE
Vmn1r51	chr6	FALSE	TRUE
Ilk	chr7	TRUE	FALSE
Misp	chr10	FALSE	TRUE
Pcdh8	chr14	FALSE	FALSE
Rab13	chr3	TRUE	TRUE
Dmxl1	chr18	TRUE	TRUE
Slc16a6	chr11	TRUE	TRUE
Zmat5	chr11	TRUE	TRUE
Txndc9	chr1	TRUE	TRUE
Stk16	chr1	TRUE	FALSE
Wdcp	chr12	TRUE	TRUE
Rnf6	chr5	TRUE	TRUE
Sike1	chr3	TRUE	TRUE
Gm4841	chr18	FALSE	TRUE
Rnf112	chr11	FALSE	TRUE
Alg3	chr16	TRUE	TRUE
Vmn1r28	chr6	FALSE	TRUE
Gxylt2	chr6	TRUE	TRUE
Sertad3	chr7	TRUE	TRUE
Borcs6	chr11	TRUE	TRUE
Dync2li1	chr17	TRUE	TRUE
Ifna2	chr4	TRUE	TRUE
Ccdc110	chr8	TRUE	TRUE
Ccdc184	chr15	TRUE	TRUE
Uqcrfs1	chr13	TRUE	TRUE
Pimreg	chr11	FALSE	TRUE
Sprr2k	chr3	FALSE	TRUE
Nudt22	chr19	TRUE	TRUE
Ccdc86	chr19	TRUE	TRUE
Utf1	chr7	FALSE	TRUE
Trub2	chr2	FALSE	TRUE
Kap	chr6	FALSE	TRUE
Stk25	chr1	TRUE	TRUE
Zfp579	chr7	TRUE	TRUE
Rtkn	chr6	TRUE	TRUE
Vma21	chrX	TRUE	TRUE
Ino80b	chr6	TRUE	FALSE
Yy2	chrX	FALSE	TRUE
Ly9	chr1	FALSE	TRUE
Stoml2	chr4	TRUE	TRUE
Xlr5c	chrX	FALSE	TRUE
Has1	chr17	FALSE	TRUE
Taf7l2	chr10	FALSE	FALSE
Musk	chr4	TRUE	TRUE
Urb1	chr16	FALSE	TRUE
Khnyn	chr14	FALSE	TRUE
Hnrnpa0	chr13	TRUE	TRUE
Ttc39c	chr18	TRUE	TRUE
Cryba4	chr5	TRUE	FALSE
Lingo4	chr3	TRUE	TRUE
Islr	chr9	FALSE	TRUE
Cox7a2l	chr17	TRUE	TRUE
Mup19	chr4	FALSE	TRUE
Ints12	chr3	TRUE	TRUE
Svil	chr18	TRUE	TRUE
Gm3558	chr14	TRUE	TRUE
Lpar2	chr8	TRUE	TRUE
Ddx1	chr12	FALSE	TRUE
Mfap4	chr11	TRUE	FALSE
Tcp11x2	chrX	FALSE	TRUE
Samd11	chr4	FALSE	TRUE
Rbm7	chr9	TRUE	TRUE
B4gat1	chr19	FALSE	FALSE
Hsp90aa1	chr12	TRUE	TRUE
Pcif1	chr2	FALSE	TRUE
Cox4i1	chr8	FALSE	TRUE
Olah	chr2	FALSE	TRUE
Ctns	chr11	TRUE	TRUE
Spx	chr6	FALSE	TRUE
Vmn1r197	chr13	FALSE	TRUE
Csn2	chr5	FALSE	TRUE
Utp11	chr4	TRUE	TRUE
Fcer2a	chr8	FALSE	TRUE
Sla	chr15	TRUE	TRUE
Pkn3	chr2	FALSE	TRUE
Best2	chr8	TRUE	TRUE
Emp2	chr16	FALSE	TRUE
Brms1l	chr12	TRUE	TRUE
Krtap31-1	chr11	TRUE	TRUE
Grik3	chr4	FALSE	TRUE
Olfm4	chr14	TRUE	TRUE
Tas2r109	chr6	FALSE	TRUE
Clk4	chr11	FALSE	TRUE
Miox	chr15	FALSE	FALSE
Kcnf1	chr12	TRUE	TRUE
Ndnf	chr6	TRUE	TRUE
Crlf2	chr5	FALSE	TRUE
Tfam	chr10	TRUE	TRUE
Il20	chr1	FALSE	FALSE
Krtap12-1	chr10	FALSE	TRUE
Mn1	chr5	FALSE	TRUE
Dpm1	chr2	FALSE	TRUE
Exosc9	chr3	TRUE	TRUE
Lpcat2b	chr5	TRUE	TRUE
Dcpp3	chr17	FALSE	TRUE
Fscn3	chr6	TRUE	TRUE
Echdc2	chr4	FALSE	TRUE
Tmsb15l	chrX	TRUE	TRUE
Fam241a	chr3	TRUE	TRUE
Ttc14	chr3	FALSE	TRUE
Itpr2	chr6	TRUE	TRUE
Ifnl3	chr7	FALSE	FALSE
Pard6a	chr8	TRUE	TRUE
Mfap3	chr11	FALSE	TRUE
Akr1b7	chr6	FALSE	TRUE
Fbxo47	chr11	TRUE	TRUE
Arl16	chr11	TRUE	TRUE
Pnpla6	chr8	FALSE	TRUE
Nipsnap2	chr5	FALSE	TRUE
Dazap2	chr15	FALSE	TRUE
Mcoln2	chr3	TRUE	TRUE
Fbxo7	chr10	TRUE	TRUE
Ndufb4	chr16	TRUE	TRUE
Slc22a8	chr19	FALSE	TRUE
Rlim	chrX	FALSE	TRUE
Cldn3	chr5	FALSE	FALSE
Serinc5	chr13	TRUE	TRUE
Lyrm1	chr7	TRUE	TRUE
Lsp1	chr7	TRUE	FALSE
Cd209a	chr8	FALSE	TRUE
Slc39a2	chr14	FALSE	TRUE
Gzma	chr13	FALSE	TRUE
Ntmt1	chr2	FALSE	FALSE
Ssxa1	chrX	FALSE	FALSE
Cpa1	chr6	TRUE	TRUE
Mrpl57	chr14	TRUE	TRUE
Sstr5	chr17	FALSE	TRUE
Cyp2s1	chr7	FALSE	TRUE
Pth	chr7	TRUE	TRUE
Rcbtb1	chr14	TRUE	TRUE
Kcnj13	chr1	FALSE	TRUE
Kif12	chr4	FALSE	TRUE
Cdkn1a	chr17	TRUE	TRUE
Mnx1	chr5	FALSE	TRUE
Slc18a3	chr14	FALSE	TRUE
Mpv17l2	chr8	TRUE	FALSE
Rps15	chr10	TRUE	TRUE
Kyat1	chr2	TRUE	TRUE
Rpp25	chr9	FALSE	TRUE
Ucn3	chr13	FALSE	TRUE
Acat2	chr17	TRUE	TRUE
Sprr1a	chr3	FALSE	TRUE
Hes1	chr16	FALSE	TRUE
Ydjc	chr16	TRUE	TRUE
Snx22	chr9	FALSE	FALSE
Lypd4	chr7	FALSE	TRUE
Pdia4	chr6	TRUE	TRUE
Mucl3	chr17	TRUE	TRUE
Apbb3	chr18	FALSE	TRUE
Mndal	chr1	TRUE	TRUE
Ier5	chr1	TRUE	TRUE
Lta	chr17	FALSE	TRUE
Gm13539	chr2	FALSE	FALSE
Akirin2	chr4	TRUE	TRUE
Cma2	chr14	TRUE	TRUE
Neto1	chr18	TRUE	TRUE
Foxi2	chr7	FALSE	FALSE
Chaf1a	chr17	TRUE	TRUE
Cmtm6	chr9	TRUE	TRUE
Gtpbp10	chr5	TRUE	TRUE
Cep295	chr9	FALSE	TRUE
Scn10a	chr9	FALSE	TRUE
Arl1	chr10	TRUE	TRUE
Rragb	chrX	FALSE	TRUE
Capns2	chr8	TRUE	TRUE
Spink14	chr18	FALSE	TRUE
Slc25a5	chrX	TRUE	FALSE
Klk1b1	chr7	FALSE	TRUE
Tor2a	chr2	FALSE	TRUE
Bola3	chr6	TRUE	TRUE
Fhl4	chr10	TRUE	TRUE
Gabarap	chr11	TRUE	TRUE
Acer1	chr17	FALSE	TRUE
Pwwp3b	chrX	TRUE	TRUE
Minar2	chr18	TRUE	TRUE
Adam30	chr3	FALSE	TRUE
Gpn2	chr4	TRUE	TRUE
Gemin7	chr7	TRUE	TRUE
Il3ra	chr14	TRUE	TRUE
Gm14295	chr2	TRUE	FALSE
Tubg1	chr11	FALSE	TRUE
Stard4	chr18	TRUE	TRUE
Ctcfl	chr2	FALSE	TRUE
Phb2	chr6	FALSE	TRUE
BB014433	chr8	TRUE	TRUE
Cyp11b1	chr15	FALSE	TRUE
Kifc5b	chr17	TRUE	TRUE
Emilin2	chr17	FALSE	TRUE
Pcp4	chr16	TRUE	TRUE
Cltrn	chrX	TRUE	TRUE
Zmynd19	chr2	TRUE	TRUE
1700020A23Rik	chr2	TRUE	FALSE
Cdh19	chr1	FALSE	TRUE
BC016579	chr16	TRUE	TRUE
Pithd1	chr4	TRUE	TRUE
Syce3	chr15	TRUE	TRUE
Mcpt1	chr14	TRUE	TRUE
Tnfsf14	chr17	FALSE	TRUE
Krtap3-1	chr11	TRUE	FALSE
B3gnt8	chr7	TRUE	TRUE
Gipr	chr7	TRUE	TRUE
Rpl5	chr5	FALSE	TRUE
Fitm1	chr14	TRUE	TRUE
Tatdn1	chr15	TRUE	TRUE
Rangrf	chr11	TRUE	FALSE
Sh2b3	chr5	FALSE	TRUE
Vmn1r16	chr6	FALSE	TRUE
Vmn1r7	chr6	FALSE	TRUE
Ercc2	chr7	FALSE	TRUE
Atp12a	chr14	TRUE	TRUE
Muc20	chr16	FALSE	TRUE
Ssr1	chr13	FALSE	TRUE
Trp53	chr11	TRUE	TRUE
Gnat1	chr9	FALSE	FALSE
Fam184b	chr5	TRUE	TRUE
Cryz	chr3	TRUE	TRUE
Slc32a1	chr2	FALSE	TRUE
Igfbp4	chr11	TRUE	TRUE
Spc25	chr2	TRUE	TRUE
Nid2	chr14	FALSE	TRUE
Rassf8	chr6	TRUE	TRUE
Zbtb14	chr17	TRUE	TRUE
Lgals7	chr7	FALSE	TRUE
Krt6b	chr15	FALSE	TRUE
Wfdc15a	chr2	TRUE	TRUE
Nat8l	chr5	FALSE	TRUE
Mettl1	chr10	TRUE	TRUE
Ccdc85b	chr19	FALSE	TRUE
Slc44a4	chr17	FALSE	TRUE
Vasp	chr7	TRUE	TRUE
Gtf3c5	chr2	FALSE	TRUE
Ube2a	chrX	TRUE	TRUE
Haus1	chr18	TRUE	TRUE
Vmn1r25	chr6	FALSE	TRUE
Sox21	chr14	FALSE	TRUE
Rplp1	chr9	TRUE	TRUE
Cd151	chr7	TRUE	TRUE
Ralgapa2	chr2	TRUE	TRUE
Sytl1	chr4	FALSE	FALSE
Herpud1	chr8	FALSE	TRUE
Dok1	chr6	FALSE	TRUE
Hbb-bt	chr7	FALSE	FALSE
Cnot8	chr11	TRUE	TRUE
Avp	chr2	TRUE	TRUE
Rgs6	chr12	TRUE	TRUE
Fam219b	chr9	TRUE	TRUE
Prickle4	chr17	TRUE	TRUE
Ubxn1	chr19	TRUE	TRUE
Mos	chr4	TRUE	FALSE
Slc25a28	chr19	TRUE	TRUE
Arl11	chr14	TRUE	FALSE
Pip4p2	chr4	TRUE	TRUE
Chchd5	chr2	TRUE	TRUE
Arl4c	chr1	FALSE	TRUE
Zfp703	chr8	TRUE	TRUE
Pate6	chr9	FALSE	TRUE
Vwa1	chr4	TRUE	TRUE
Ocm	chr5	FALSE	TRUE
Gabrd	chr4	FALSE	TRUE
1700003F12Rik	chr2	TRUE	TRUE
Slitrk3	chr3	TRUE	TRUE
Cd164	chr10	TRUE	TRUE
Cks1b	chr3	TRUE	TRUE
Gstp3	chr19	TRUE	TRUE
4930563E22Rik	chr11	TRUE	TRUE
Hoxb2	chr11	FALSE	FALSE
Cyb561d1	chr3	TRUE	TRUE
Crebzf	chr7	TRUE	TRUE
Mns1	chr9	TRUE	TRUE
Rasip1	chr7	TRUE	TRUE
Tlcd5	chr9	TRUE	TRUE
Hamp	chr7	FALSE	TRUE
Dnal1	chr12	TRUE	TRUE
Nat8f4	chr6	TRUE	TRUE
Il9r	chr11	TRUE	TRUE
Ccdc54	chr16	FALSE	TRUE
Pcdhb13	chr18	FALSE	FALSE
Serpind1	chr16	FALSE	TRUE
Them5	chr3	FALSE	TRUE
Rbp3	chr14	TRUE	TRUE
Oc90	chr15	TRUE	TRUE
Adam21	chr12	FALSE	TRUE
Pigw	chr11	TRUE	TRUE
Gng11	chr6	FALSE	TRUE
Mdc1	chr17	FALSE	TRUE
Epop	chr11	FALSE	FALSE
Bcl2l10	chr9	FALSE	TRUE
Grpr	chrX	FALSE	TRUE
F2r	chr13	TRUE	TRUE
Gsc	chr12	FALSE	TRUE
Mtres1	chr10	TRUE	TRUE
Tmem106a	chr11	FALSE	TRUE
Gm3646	chr1	TRUE	FALSE
Fut7	chr2	TRUE	TRUE
S100a11	chr3	TRUE	TRUE
Cct8l1	chr5	TRUE	TRUE
Ccn6	chr10	TRUE	TRUE
Trim27	chr13	TRUE	TRUE
Polr2i	chr7	TRUE	TRUE
Zfp655	chr5	FALSE	TRUE
Dnase2a	chr8	TRUE	TRUE
Upk3bl	chr5	FALSE	TRUE
Rsph3b	chr17	TRUE	TRUE
Nfkbib	chr7	FALSE	TRUE
Slc24a1	chr9	FALSE	TRUE
Cry1	chr10	TRUE	TRUE
Prr12	chr7	FALSE	TRUE
Cars2	chr8	TRUE	TRUE
Thrsp	chr7	TRUE	TRUE
Timm9	chr12	TRUE	TRUE
Zfp661	chr2	TRUE	TRUE
Babam1	chr8	TRUE	TRUE
Nudt17	chr3	TRUE	TRUE
Tcl1b5	chr12	FALSE	TRUE
Sar1a	chr10	FALSE	TRUE
Arl14epl	chr18	FALSE	TRUE
Spock2	chr10	FALSE	TRUE
Lrit1	chr14	FALSE	TRUE
Ptchd3	chr11	FALSE	TRUE
Gsto1	chr19	TRUE	TRUE
Kif22	chr7	TRUE	TRUE
Zdhhc11	chr13	TRUE	TRUE
Arrdc1	chr2	TRUE	TRUE
Gid8	chr2	FALSE	TRUE
Vpreb3	chr10	TRUE	TRUE
Tcim	chr8	FALSE	TRUE
Rab3d	chr9	TRUE	TRUE
Hunk	chr16	TRUE	TRUE
Gabarapl1	chr6	FALSE	TRUE
Npm3	chr19	TRUE	FALSE
Tmem79	chr3	TRUE	TRUE
Spock3	chr8	FALSE	TRUE
Gdf15	chr8	TRUE	TRUE
Fam13a	chr6	TRUE	TRUE
Tsfm	chr10	FALSE	TRUE
Car13	chr3	FALSE	TRUE
Lnx1	chr5	TRUE	TRUE
Cst3	chr2	TRUE	TRUE
Nfkb2	chr19	TRUE	TRUE
Celf6	chr9	FALSE	TRUE
Slc6a2	chr8	FALSE	TRUE
Atic	chr1	FALSE	TRUE
Mtmr7	chr8	TRUE	TRUE
Naaladl2	chr3	TRUE	TRUE
Lce1j	chr3	FALSE	TRUE
Pcsk7	chr9	FALSE	TRUE
Blvrb	chr7	TRUE	TRUE
Mrgprh	chr17	TRUE	TRUE
Entr1	chr2	FALSE	TRUE
A930018P22Rik	chr2	TRUE	FALSE
Zfp28	chr7	TRUE	TRUE
Ndufs8	chr19	TRUE	TRUE
Mppe1	chr18	FALSE	TRUE
Ropn1	chr16	TRUE	TRUE
Lpxn	chr19	TRUE	TRUE
Tor1b	chr2	FALSE	TRUE
Jmjd4	chr11	TRUE	TRUE
Pou6f1	chr15	FALSE	TRUE
Gm3409	chr5	FALSE	TRUE
Lhfpl4	chr6	FALSE	TRUE
Ugt1a7c	chr1	TRUE	TRUE
C130050O18Rik	chr5	FALSE	TRUE
Defb21	chr2	FALSE	TRUE
Cdkal1	chr13	TRUE	TRUE
Mrps36	chr13	TRUE	TRUE
Dnaja1	chr4	FALSE	TRUE
Rhox9	chrX	TRUE	TRUE
Taar9	chr10	FALSE	TRUE
Mamstr	chr7	TRUE	TRUE
Cd14	chr18	FALSE	TRUE
Pfkfb4	chr9	FALSE	TRUE
Diras2	chr13	FALSE	TRUE
Mgme1	chr2	TRUE	TRUE
Wfdc21	chr11	FALSE	TRUE
Pmpca	chr2	FALSE	TRUE
Cstdc5	chr16	FALSE	TRUE
Hspd1	chr1	TRUE	TRUE
Sapcd2	chr2	TRUE	TRUE
Ndrg4	chr8	TRUE	TRUE
Zfp235	chr7	FALSE	TRUE
Lsr	chr7	FALSE	TRUE
Ddx41	chr13	FALSE	TRUE
Cxcl14	chr13	FALSE	TRUE
Set	chr2	TRUE	TRUE
Wdr55	chr18	TRUE	TRUE
Bcl2l2	chr14	TRUE	TRUE
Stfa2l1	chr16	FALSE	TRUE
Trpd52l3	chr19	FALSE	TRUE
Rpl8	chr15	TRUE	FALSE
Tubb3	chr8	FALSE	TRUE
Anxa1	chr19	FALSE	TRUE
Rhot2	chr17	TRUE	TRUE
Osr1	chr12	TRUE	TRUE
Mphosph8	chr14	TRUE	TRUE
Lrp5	chr19	TRUE	TRUE
Zfp568	chr7	FALSE	TRUE
Vegfb	chr19	TRUE	TRUE
Rps27	chr3	FALSE	TRUE
Cmtm7	chr9	TRUE	TRUE
Artn	chr4	FALSE	TRUE
Xlr3a	chrX	TRUE	TRUE
Ptch2	chr4	TRUE	TRUE
Snhg11	chr2	FALSE	TRUE
Pih1d1	chr7	TRUE	TRUE
Prr9	chr3	TRUE	TRUE
Syngr1	chr15	FALSE	TRUE
Nmb	chr7	TRUE	TRUE
E2f4	chr8	TRUE	TRUE
Myl12a	chr17	TRUE	TRUE
Hey1	chr3	TRUE	TRUE
Snrpb2	chr2	TRUE	TRUE
Siva1	chr12	TRUE	TRUE
Grcc10	chr6	TRUE	TRUE
Tssk2	chr16	FALSE	TRUE
Slc24a5	chr2	FALSE	TRUE
Itgb2	chr10	TRUE	TRUE
Yes1	chr5	TRUE	TRUE
Zbtb10	chr3	TRUE	TRUE
Rpl18a	chr8	TRUE	FALSE
Odr4	chr1	TRUE	TRUE
Phf13	chr4	TRUE	TRUE
Satb2	chr1	TRUE	TRUE
Kazn	chr4	TRUE	TRUE
Naxe	chr3	TRUE	FALSE
Hspe1	chr1	TRUE	TRUE
Rtn4rl1	chr11	TRUE	TRUE
Sgta	chr10	FALSE	TRUE
Fkbp1b	chr12	TRUE	TRUE
Adrm1	chr2	FALSE	TRUE
Krt8	chr15	TRUE	TRUE
Tlx3	chr11	TRUE	FALSE
Ceacam19	chr7	FALSE	TRUE
Tpi1	chr6	TRUE	TRUE
Aif1	chr17	FALSE	TRUE
Tspan17	chr13	TRUE	TRUE
Ptgdr2	chr19	TRUE	TRUE
Wdr73	chr7	TRUE	TRUE
Pgrmc1	chrX	FALSE	TRUE
Bfsp1	chr2	TRUE	TRUE
Dync1i1	chr6	TRUE	TRUE
Ska1	chr18	TRUE	TRUE
Adrb2	chr18	TRUE	TRUE
Dbr1	chr9	TRUE	TRUE
Stk40	chr4	FALSE	TRUE
Mmp19	chr10	TRUE	TRUE
Tbc1d8	chr1	TRUE	TRUE
Fam13b	chr18	TRUE	TRUE
Trap1	chr16	FALSE	TRUE
Cox11	chr11	TRUE	TRUE
Cyp4x1	chr4	TRUE	TRUE
Pip5kl1	chr2	TRUE	TRUE
Tmem200b	chr4	FALSE	TRUE
Cnr1	chr4	TRUE	TRUE
Gbp6	chr5	TRUE	TRUE
Drc3	chr11	TRUE	TRUE
Otud3	chr4	FALSE	TRUE
Gltp	chr5	FALSE	TRUE
Chat	chr14	TRUE	TRUE
Elane	chr10	TRUE	TRUE
Gpr6	chr10	FALSE	FALSE
Josd1	chr15	TRUE	TRUE
Tmem30b	chr12	FALSE	FALSE
Kcnk9	chr15	TRUE	TRUE
Ifna13	chr4	TRUE	TRUE
Xlr4b	chrX	FALSE	TRUE
Taok3	chr5	FALSE	TRUE
Cck	chr9	FALSE	TRUE
Abcc10	chr17	FALSE	TRUE
Haus7	chrX	TRUE	TRUE
Elavl4	chr4	TRUE	TRUE
Mcat	chr15	TRUE	TRUE
Banf1	chr19	TRUE	TRUE
Spata20	chr11	TRUE	TRUE
Zpbp2	chr11	FALSE	TRUE
Dhrs13	chr11	TRUE	TRUE
Nrg1	chr8	FALSE	TRUE
Ifrd2	chr9	TRUE	TRUE
Rpl7	chr1	TRUE	TRUE
Marchf9	chr10	TRUE	TRUE
Wdr20rt	chr12	TRUE	TRUE
Avpr1b	chr1	TRUE	TRUE
Plau	chr14	TRUE	FALSE
Egr4	chr6	TRUE	TRUE
Hoxa5	chr6	FALSE	TRUE
Spats1	chr17	TRUE	TRUE
Lrrc30	chr17	FALSE	TRUE
Camk2n1	chr4	TRUE	TRUE
Mepce	chr5	FALSE	TRUE
1700013H16Rik	chrX	FALSE	TRUE
Derl2	chr11	FALSE	TRUE
Hesx1	chr14	TRUE	TRUE
Ccdc63	chr5	TRUE	TRUE
4930596D02Rik	chr14	FALSE	TRUE
Eif4a3	chr11	FALSE	TRUE
Shox2	chr3	TRUE	TRUE
Pheta2	chr15	TRUE	TRUE
Rgs5	chr1	FALSE	TRUE
Mcpt9	chr14	TRUE	TRUE
Secisbp2l	chr2	FALSE	TRUE
Krt222	chr11	TRUE	TRUE
Myt1	chr2	TRUE	TRUE
B630019K06Rik	chrX	TRUE	TRUE
Rasl2-9	chr7	FALSE	FALSE
1700024G13Rik	chr14	TRUE	TRUE
Lefty1	chr1	FALSE	TRUE
Itprid2	chr2	TRUE	TRUE
Cox14	chr15	TRUE	TRUE
Hoxa13	chr6	FALSE	TRUE
Serpinb9b	chr13	TRUE	TRUE
Odf4	chr11	FALSE	TRUE
Alpi	chr1	TRUE	TRUE
Bcl2a1d	chr9	TRUE	TRUE
Nr5a2	chr1	TRUE	TRUE
Mrps23	chr11	TRUE	TRUE
Hdgfl1	chr13	FALSE	TRUE
Csf3	chr11	TRUE	FALSE
Mthfd2	chr6	TRUE	TRUE
Gng3	chr19	TRUE	TRUE
Jund	chr8	FALSE	TRUE
Insig1	chr5	TRUE	TRUE
Crct1	chr3	FALSE	TRUE
Tbx19	chr1	TRUE	TRUE
Krtap10-10	chr10	FALSE	TRUE
1700013G24Rik	chr4	FALSE	TRUE
Ccnjl	chr11	TRUE	TRUE
Acot6	chr12	TRUE	TRUE
Prss50	chr9	FALSE	TRUE
Slc25a45	chr19	TRUE	TRUE
Nemp2	chr1	TRUE	TRUE
Hsd17b7	chr1	TRUE	TRUE
Ftmt	chr18	TRUE	FALSE
Lyg1	chr1	FALSE	TRUE
Npb	chr11	FALSE	FALSE
Ghitm	chr14	TRUE	TRUE
H2-Q2	chr17	FALSE	TRUE
Endov	chr11	FALSE	TRUE
Casp3	chr8	TRUE	TRUE
Chtop	chr3	FALSE	TRUE
Tubb4b	chr2	TRUE	TRUE
Plk2	chr13	TRUE	TRUE
Rrp1	chr10	FALSE	TRUE
Commd5	chr15	TRUE	TRUE
Dusp28	chr1	TRUE	TRUE
Pnma1	chr12	TRUE	TRUE
Nubp2	chr17	TRUE	FALSE
Cnot7	chr8	TRUE	TRUE
Rhox3g	chrX	FALSE	TRUE
Hfe	chr13	TRUE	TRUE
Dgat1	chr15	FALSE	TRUE
Eif4h	chr5	FALSE	TRUE
Ivl	chr3	FALSE	TRUE
Sec13	chr6	FALSE	TRUE
Tmem215	chr4	FALSE	TRUE
Golm1	chr13	TRUE	TRUE
Spint4	chr2	FALSE	TRUE
Tatdn3	chr1	TRUE	TRUE
Lrrc73	chr17	TRUE	TRUE
Dqx1	chr6	FALSE	TRUE
Slc6a8	chrX	FALSE	TRUE
Gimap1	chr6	FALSE	TRUE
Rmc1	chr18	FALSE	TRUE
Nudc	chr4	FALSE	TRUE
Tnk1	chr11	FALSE	TRUE
Unc93a	chr17	FALSE	TRUE
Ramp2	chr11	FALSE	TRUE
Prkab2	chr3	TRUE	TRUE
Syna	chr5	FALSE	TRUE
Ttc1	chr11	FALSE	TRUE
Agxt2	chr15	FALSE	TRUE
Nhlh1	chr1	TRUE	TRUE
Ctse	chr1	TRUE	TRUE
Wfdc12	chr2	FALSE	FALSE
Slc25a3	chr10	FALSE	TRUE
Recql	chr6	TRUE	TRUE
Wdr83	chr8	TRUE	TRUE
Copz2	chr11	TRUE	TRUE
Apol7a	chr15	TRUE	TRUE
Rit2	chr18	TRUE	TRUE
Tmem92	chr11	FALSE	TRUE
Ramac	chr7	TRUE	TRUE
Ccdc70	chr8	FALSE	TRUE
Ankrd39	chr1	TRUE	TRUE
Cfap410	chr10	TRUE	TRUE
Tefm	chr11	TRUE	TRUE
Tnni2	chr7	TRUE	FALSE
Mrpl19	chr6	TRUE	TRUE
Ifngr2	chr16	TRUE	TRUE
Msl3l2	chr10	TRUE	TRUE
Mmadhc	chr2	TRUE	TRUE
Ubd	chr17	FALSE	TRUE
Timm22	chr11	FALSE	TRUE
Sap30l	chr11	TRUE	TRUE
Cypt12	chr3	FALSE	FALSE
Elovl1	chr4	TRUE	TRUE
Siglece	chr7	FALSE	TRUE
Sbspon	chr1	TRUE	TRUE
Ssr4	chrX	FALSE	TRUE
Trabd2b	chr4	TRUE	TRUE
Pa2g4	chr10	FALSE	TRUE
Actl10	chr2	TRUE	FALSE
Bbs10	chr10	TRUE	TRUE
Haus8	chr8	FALSE	TRUE
Slc22a4	chr11	TRUE	TRUE
Adprm	chr11	TRUE	TRUE
Lrrc24	chr15	TRUE	TRUE
Slc5a5	chr8	TRUE	TRUE
Mcm2	chr6	TRUE	TRUE
Haus5	chr7	FALSE	TRUE
Gdap1	chr1	TRUE	TRUE
Ebna1bp2	chr4	TRUE	TRUE
Zfp809	chr9	TRUE	TRUE
Bhlhe23	chr2	FALSE	TRUE
Gm550	chr19	TRUE	TRUE
Bag4	chr8	FALSE	TRUE
Tcirg1	chr19	FALSE	FALSE
Ess2	chr16	FALSE	TRUE
Rad21	chr15	FALSE	TRUE
Smim3	chr18	TRUE	TRUE
Mars2	chr1	TRUE	TRUE
Vps51	chr19	TRUE	TRUE
Rps8	chr4	TRUE	TRUE
Mgat2	chr12	TRUE	TRUE
Pi16	chr17	TRUE	TRUE
Ewsr1	chr11	FALSE	TRUE
Exoc7	chr11	FALSE	TRUE
Klhl13	chrX	TRUE	TRUE
