chr	start	end	mecp2_fold	mecp2_fdr	mecp2_direction	peak_class	distance_to_anchor
chr4	134639352	134640542	0.024296771	0.935044364	Unchanged	Other genome	579458
chr4	101145563	101147827	-0.079899794	0.730994584	Unchanged	Other genome	1470562
chr4	136983971	136984902	-0.135334577	0.523849696	Unchanged	Other genome	813970
chr4	114622883	114624521	0.053616064	0.82911055	Unchanged	Other genome	479
chr4	63968721	63969312	0.156269197	0.467823431	Unchanged	Other genome	2530688
chr4	131795042	131796435	-0.080167264	0.71841222	Unchanged	Other genome	63565
chr4	12654902	12655478	0.038120514	0.890520983	Unchanged	Other genome	1119522
chr4	117550127	117550916	0.039603133	0.885193033	Unchanged	Other genome	25126
chr4	141641623	141642911	-0.068935953	0.777417395	Unchanged	Other genome	681622
chr4	59437938	59439256	-0.050055145	0.849064934	Unchanged	Other genome	360744
chr4	131919874	131921065	-0.126015174	0.587460639	Unchanged	Other genome	54873
chr4	107306580	107307317	-0.14817558	0.478182081	Unchanged	Other genome	92683
chr4	63978875	63979408	0.013164298	0.96958929	Unchanged	Other genome	2520592
chr4	141274578	141275766	-0.176662878	0.42476572	Unchanged	Other genome	314577
chr4	47823157	47824288	0.005440259	0.989225461	Unchanged	Other genome	398156
chr4	88721117	88722534	-0.001260071	0.997272606	Unchanged	Other genome	127466
chr4	127351222	127352225	-0.19445076	0.372726352	Unchanged	Matched background	627775
chr4	122959943	122961308	-0.020823284	0.947344492	Unchanged	Other genome	118692
chr4	152561955	152562916	-0.048682627	0.851277212	Unchanged	Other genome	121954
chr4	32510867	32511917	0.015831468	0.96139506	Unchanged	Other genome	163083
chr4	63025535	63026903	0.00749374	0.984312791	Unchanged	Other genome	3175534
chr4	139545182	139546382	-0.228767411	0.314664409	Unchanged	Other genome	115181
chr4	55741213	55741836	0.347748732	0.143964743	Unchanged	Other genome	216212
chr4	132532614	132533826	-0.111723597	0.600050939	Unchanged	Other genome	427613
chr4	153727414	153728855	-0.021415093	0.94458064	Unchanged	Other genome	196145
chr4	153784868	153786163	-0.309964271	0.164214488	Unchanged	Other genome	138837
chr4	156202882	156204433	-0.007162623	0.985388714	Unchanged	Other genome	1377881
chr4	154470303	154471465	-0.378253345	0.109660905	Unchanged	Other genome	10302
chr4	138602997	138604369	-0.028169344	0.922752018	Unchanged	Other genome	815631
chr4	125707902	125708824	-0.034984329	0.9010643	Unchanged	Gained anchor	0
chr4	154515650	154516653	-0.104330123	0.625858816	Unchanged	Other genome	55649
chr4	85376149	85378385	-0.15167961	0.488720544	Unchanged	Other genome	451615
chr4	117485369	117486243	0.429769941	0.093482742	Unchanged	Other genome	13757
chr4	102656759	102657965	0.738662911	0.030957413	Gained	Other genome	2492035
chr4	153974654	153975627	-0.132408089	0.563612139	Unchanged	Other genome	24653
chr4	152151205	152152465	-0.004215758	0.99155886	Unchanged	Other genome	172535
chr4	46982163	46983411	-0.289976069	0.201155524	Unchanged	Other genome	51589
chr4	44072115	44072966	-0.100400848	0.668634404	Unchanged	Other genome	627034
chr4	142057377	142057980	1.444940742	8.99e-06	Gained	Other genome	1097376
chr4	152086456	152087982	-0.07618402	0.739205627	Unchanged	Other genome	237018
chr4	9057634	9059417	0.047798891	0.850326785	Unchanged	Other genome	765583
chr4	108172879	108174079	0.05312032	0.831565793	Unchanged	Other genome	97878
chr4	137159618	137160711	-0.031285002	0.911264601	Unchanged	Matched background	989617
chr4	84187106	84188263	-0.048884801	0.846153709	Unchanged	Other genome	587105
chr4	114535697	114537754	0.020858507	0.946475032	Unchanged	Other genome	87246
chr4	136656703	136658104	-0.015644231	0.962060038	Unchanged	Other genome	486702
chr4	148949753	148950709	0.060059721	0.80159048	Unchanged	Other genome	119291
chr4	133369709	133370865	-0.064423867	0.785765703	Unchanged	Other genome	1264708
chr4	133751529	133753106	-0.04696874	0.875932222	Unchanged	Other genome	1466894
chr4	137671852	137673315	-0.119964234	0.58146433	Unchanged	Other genome	1501851
chr4	153832777	153834432	-0.026717311	0.927270182	Unchanged	Other genome	90568
chr4	5787545	5789107	-0.063370025	0.787483984	Unchanged	Other genome	400893
chr4	81429787	81431157	-0.081716256	0.721034578	Unchanged	Other genome	43843
chr4	120869688	120871132	-0.050960696	0.844136019	Unchanged	Other genome	1879687
chr4	55774571	55776381	-0.166753172	0.452082177	Unchanged	Other genome	249570
chr4	13849369	13850017	1.612892999	4.7e-06	Gained	Gained anchor	0
chr4	81728446	81728858	2.118504691	1.15e-07	Gained	Lost anchor	0
chr4	32501657	32502995	0.000605886	0.998661079	Unchanged	Other genome	172005
chr4	127773066	127774042	0.467956288	0.069991853	Unchanged	Other genome	205958
chr4	114897480	114898985	-0.180219894	0.407299479	Unchanged	Other genome	11015
chr4	153181346	153182615	-0.033783092	0.903439003	Unchanged	Other genome	1345
chr4	63361743	63362957	-0.03857991	0.885746937	Unchanged	Other genome	3137043
chr4	137948896	137950378	-0.033955544	0.903054536	Unchanged	Other genome	1469622
chr4	128733493	128735009	-0.033162172	0.904609967	Unchanged	Other genome	483492
chr4	120742137	120743220	-0.062244978	0.793817361	Unchanged	Other genome	1752136
chr4	53713684	53714832	-0.1802853	0.404270893	Unchanged	Other genome	985168
chr4	87026210	87027487	-0.081853801	0.719374704	Unchanged	Matched background	996209
chr4	108382414	108383680	-0.098011063	0.667336837	Unchanged	Other genome	307413
chr4	83214935	83216360	0.108671364	0.61522435	Unchanged	Other genome	264934
chr4	106201197	106202946	-0.06192608	0.793768959	Unchanged	Other genome	251196
chr4	155264616	155265475	-0.541611121	0.047705117	Lost	Other genome	439615
chr4	124573589	124574762	-0.076174057	0.740929025	Unchanged	Other genome	75238
chr4	9107129	9107905	-0.053674354	0.828704282	Unchanged	Other genome	717095
chr4	152977756	152979326	-0.019599907	0.949784706	Unchanged	Other genome	190674
chr4	139757032	139758480	-0.014710781	0.964638424	Unchanged	Other genome	32031
chr4	125055112	125056776	-0.249198016	0.260105962	Unchanged	Other genome	53224
chr4	109000401	109001155	-0.202774454	0.334124689	Unchanged	Other genome	925400
chr4	148496573	148497988	-0.10095041	0.641016074	Unchanged	Other genome	182012
chr4	86527334	86528427	-0.048117996	0.854116934	Unchanged	Other genome	497333
chr4	108939801	108940864	-0.0144568	0.965462303	Unchanged	Matched background	864800
chr4	133680479	133681834	0.021486072	0.945147228	Unchanged	Other genome	1538166
chr4	114907181	114908713	-0.015658909	0.962397862	Unchanged	Other genome	1287
chr4	151241408	151242968	0.059172042	0.81478199	Unchanged	Other genome	1082032
chr4	14825963	14826706	-0.129221648	0.546514014	Unchanged	Other genome	375962
chr4	138880745	138882140	-0.019768523	0.949784706	Unchanged	Other genome	537860
chr4	153269486	153271063	-0.038600522	0.887775139	Unchanged	Other genome	89485
chr4	151973535	151974450	-0.024897792	0.9330508	Unchanged	Other genome	350550
chr4	72186071	72187399	-0.036077424	0.899039764	Unchanged	Gained anchor	0
chr4	83032638	83034113	0.044153106	0.873666009	Unchanged	Other genome	82637
chr4	59719781	59721019	0.005642394	0.988829307	Unchanged	Other genome	78981
chr4	62596125	62597009	-0.037449476	0.891049933	Unchanged	Other genome	2746124
chr4	148419589	148421227	-0.094442867	0.674548265	Unchanged	Other genome	258773
chr4	141273387	141273839	-0.522520701	0.082748068	Unchanged	Other genome	313386
chr4	65224540	65225730	-0.077818869	0.771135745	Unchanged	Other genome	1274270
chr4	43585741	43587219	-0.014574813	0.965332969	Unchanged	Other genome	1112781
chr4	126647767	126649430	-0.124333798	0.555020771	Unchanged	Other genome	272766
chr4	43957166	43958544	-0.131095492	0.553207985	Unchanged	Other genome	741456
chr4	131415779	131417131	-0.090972364	0.670625178	Unchanged	Other genome	442869
chr4	120157338	120158012	-0.157378214	0.478036381	Unchanged	Other genome	1167337
chr4	101419180	101420704	0.007390276	0.984545383	Unchanged	Other genome	1744179
chr4	147903490	147904914	-0.047436299	0.855456986	Unchanged	Other genome	775086
chr4	148232008	148233467	-0.125782703	0.549748675	Unchanged	Other genome	446533
chr4	152259728	152260896	-0.096975863	0.66677655	Unchanged	Other genome	64104
chr4	148713870	148715734	0.04673601	0.861680944	Unchanged	Other genome	3869
chr4	89297849	89299389	0.025271562	0.934832518	Unchanged	Lost anchor	0
chr4	13236149	13236973	0.462581289	0.172775788	Unchanged	Other genome	538027
chr4	134805031	134806443	-0.022452187	0.941308179	Unchanged	Other genome	413557
chr4	152998359	152999694	0.001806643	0.996215564	Unchanged	Other genome	170306
chr4	101000335	101001842	0.015263323	0.962983527	Unchanged	Other genome	1325334
chr4	141046238	141047307	-0.000304135	0.999337061	Unchanged	Other genome	86237
chr4	47103429	47105029	-0.091067761	0.681488304	Unchanged	Gained anchor	0
chr4	148974620	148976049	-0.596780349	0.030369631	Lost	Other genome	93951
chr4	53265332	53266731	-0.1581744	0.446141581	Unchanged	Other genome	815331
chr4	115078536	115079862	-0.003915043	0.992016241	Unchanged	Other genome	3535
chr4	132334229	132335966	0.022648973	0.941455249	Unchanged	Other genome	229228
chr4	32207307	32209249	-0.066531609	0.775707208	Unchanged	Other genome	465751
chr4	106972563	106973442	-0.183085312	0.38379115	Unchanged	Other genome	426558
chr4	89687946	89689036	0.027464261	0.928158965	Unchanged	Other genome	387945
chr4	133485933	133487150	-0.021549297	0.94470929	Unchanged	Other genome	1380932
chr4	136729728	136730850	-0.274481528	0.231800732	Unchanged	Other genome	559727
chr4	66605353	66606460	1.083717733	0.0015073	Gained	Other genome	45352
chr4	9012640	9013406	-0.004731909	0.990680613	Unchanged	Other genome	811594
chr4	12540122	12540344	0.074234897	0.784381638	Unchanged	Other genome	1234656
chr4	138796598	138798540	-0.061563896	0.795167387	Unchanged	Other genome	621460
chr4	127409729	127411339	-0.05192241	0.837610096	Unchanged	Other genome	568661
chr4	156178379	156179556	-0.165548736	0.433445295	Unchanged	Other genome	1353378
chr4	151286163	151287300	-0.097792428	0.649829767	Unchanged	Other genome	1037700
chr4	82734697	82736075	-0.012133958	0.971457943	Unchanged	Other genome	14696
chr4	106001127	106002801	-0.044967403	0.863451767	Unchanged	Other genome	51126
chr4	108026803	108027389	-0.18254635	0.40239807	Unchanged	Other genome	42611
chr4	154121969	154122931	-0.133043335	0.545424302	Unchanged	Other genome	46968
chr4	139597059	139598235	0.030296904	0.915067264	Unchanged	Other genome	81765
chr4	154571372	154572372	-0.057523718	0.817233848	Unchanged	Other genome	77628
chr4	66589345	66590090	1.616304334	4.55e-05	Gained	Other genome	29344
chr4	152534930	152535865	-0.035230213	0.899083727	Unchanged	Other genome	94929
chr4	133659894	133661158	0.002519314	0.994993771	Unchanged	Other genome	1554893
chr4	154322461	154323696	-0.009390319	0.979202098	Unchanged	Gained anchor	0
chr4	149953818	149954974	-0.116782507	0.591657441	Unchanged	Other genome	873817
chr4	138728887	138729866	0.036295631	0.894549567	Unchanged	Other genome	690134
chr4	56138079	56139811	0.020393617	0.947749671	Unchanged	Other genome	210189
chr4	109156192	109157767	-0.106724472	0.631738842	Unchanged	Other genome	1081191
chr4	46195225	46196754	-0.098565098	0.665469731	Unchanged	Other genome	65224
chr4	45466343	45466665	1.176464792	0.001041808	Gained	Other genome	26342
chr4	100097864	100099295	0.1153505	0.595593299	Unchanged	Other genome	422863
chr4	117147782	117149288	-0.448294937	0.074722098	Unchanged	Other genome	175712
chr4	142116349	142117286	0.040263515	0.882972273	Unchanged	Other genome	1156348
chr4	33595549	33596917	-0.02283824	0.940585224	Unchanged	Other genome	65548
chr4	125358880	125360372	0.001314224	0.997122017	Unchanged	Other genome	123879
chr4	154541957	154542912	-0.048627698	0.849752085	Unchanged	Other genome	81956
chr4	117882751	117883929	-0.068974893	0.776168298	Unchanged	Other genome	12750
chr4	123188398	123189626	0.017218748	0.957152601	Unchanged	Other genome	98397
chr4	83233216	83234044	0.582942564	0.034148276	Gained	Other genome	283215
chr4	62663120	62664647	0.040553075	0.878057857	Unchanged	Other genome	2813119
chr4	135811099	135812568	-0.009859636	0.978070265	Unchanged	Other genome	41098
chr4	150807327	150808568	0.052218247	0.834611173	Unchanged	Other genome	1516432
chr4	26351721	26353436	1.395641907	3.14e-05	Gained	Other genome	1720
chr4	108847769	108849145	0.031156501	0.91294156	Unchanged	Other genome	772768
chr4	155658828	155659815	-0.015799615	0.962820682	Unchanged	Matched background	833827
chr4	153432355	153433128	-0.000585657	0.998737795	Unchanged	Other genome	41872
chr4	141301180	141302265	0.009915232	0.978120002	Unchanged	Other genome	341179
chr4	40471794	40473311	-0.022216438	0.942497145	Unchanged	Other genome	451793
chr4	149906543	149907638	0.040345242	0.881840396	Unchanged	Other genome	826542
chr4	70256944	70257522	0.176017785	0.404016754	Unchanged	Lost anchor	0
chr4	153546573	153547979	-0.072755741	0.751322747	Unchanged	Other genome	46572
chr4	133399285	133400686	-0.00768294	0.983796473	Unchanged	Other genome	1294284
chr4	140844867	140846279	-0.117981989	0.58398366	Unchanged	Other genome	19866
chr4	133277166	133278236	-0.068448349	0.76672328	Unchanged	Other genome	1172165
chr4	41530969	41533101	-0.0295277	0.918454037	Unchanged	Other genome	530968
chr4	154520819	154521479	-0.161169389	0.444506452	Unchanged	Other genome	60818
chr4	134968118	134969690	0.029304661	0.918388707	Unchanged	Other genome	250310
chr4	119733331	119734238	-0.073992831	0.751175941	Unchanged	Other genome	743330
chr4	136880181	136881034	-0.130093474	0.532078984	Unchanged	Other genome	710180
chr4	84843410	84844300	1.497116341	3.87e-05	Gained	Other genome	985700
chr4	68953837	68955053	-0.064520644	0.785079886	Unchanged	Lost anchor	0
chr4	87215441	87216140	-0.529613411	0.070129828	Unchanged	Other genome	1185440
chr4	86542024	86543247	-0.019708731	0.950338287	Unchanged	Other genome	512023
chr4	56134000	56135750	0.97693299	0.008691044	Gained	Other genome	214250
chr4	153384916	153385990	-0.025458511	0.931261141	Unchanged	Other genome	89010
chr4	151449359	151450436	-0.062824139	0.791406461	Unchanged	Other genome	874564
chr4	140229347	140230528	-0.080909581	0.712454085	Unchanged	Other genome	19472
chr4	136020695	136021975	-0.013042242	0.969027668	Unchanged	Other genome	48025
chr4	151658587	151659481	-0.148479369	0.500020812	Unchanged	Other genome	665519
chr4	34497847	34499251	-0.013236038	0.968545557	Unchanged	Other genome	50749
chr4	133552275	133554102	-0.11116651	0.621325182	Unchanged	Other genome	1447274
chr4	154438163	154439303	-0.114742715	0.587430862	Unchanged	Other genome	10697
chr4	135467447	135468743	-0.007929451	0.983335517	Unchanged	Other genome	41257
chr4	51523257	51524695	1.681420116	4.08e-06	Gained	Gained anchor	0
chr4	109420121	109422024	-0.054699901	0.830388667	Unchanged	Other genome	1345120
chr4	126162191	126163275	-0.095315688	0.659976534	Unchanged	Matched background	162190
chr4	156254383	156255864	-0.031923193	0.912021646	Unchanged	Other genome	1429382
chr4	119173588	119174405	-0.007196118	0.985177342	Unchanged	Other genome	183587
chr4	29117609	29119439	-0.014616929	0.964676801	Unchanged	Other genome	292608
chr4	84059190	84059936	2.617891017	9.74e-13	Gained	Other genome	459189
chr4	149737174	149738369	-0.015731607	0.962183759	Unchanged	Other genome	657173
chr4	132768015	132769053	0.035993311	0.897359872	Unchanged	Other genome	663014
chr4	139230936	139232834	-0.089491839	0.695461702	Unchanged	Other genome	187166
chr4	154096638	154097395	-0.130506833	0.525205196	Unchanged	Other genome	21637
chr4	56361370	56362300	0.224635233	0.318798949	Unchanged	Gained anchor	0
chr4	97689282	97690487	-0.085666796	0.710432677	Unchanged	Matched background	849513
chr4	117871910	117873228	0.018840772	0.951611995	Unchanged	Other genome	1909
chr4	115883655	115885071	0.030358485	0.915547446	Unchanged	Other genome	14929
chr4	154318601	154319715	0.031729986	0.909135217	Unchanged	Gained anchor	0
chr4	139778680	139779895	-0.110756241	0.614642749	Unchanged	Other genome	53679
chr4	107457595	107459218	0.047673999	0.852105204	Unchanged	Other genome	7594
chr4	63114653	63115577	-0.073251618	0.756394365	Unchanged	Other genome	3264652
chr4	32237423	32238628	-0.020196507	0.948239435	Unchanged	Other genome	436372
chr4	98237721	98239630	-0.027683492	0.925395798	Unchanged	Other genome	300370
chr4	152116999	152118064	0.056135511	0.822682271	Unchanged	Other genome	206936
chr4	152146019	152147656	0.055734689	0.82107261	Unchanged	Other genome	177344
chr4	117664811	117666374	-0.0472115	0.853733946	Unchanged	Other genome	38626
chr4	128194140	128195403	-0.290884804	0.311418905	Unchanged	Other genome	14139
chr4	138972359	138973560	-0.060657456	0.801990416	Unchanged	Other genome	446440
chr4	126139601	126141369	-0.173025269	0.42854001	Unchanged	Other genome	139600
chr4	136637113	136638518	-0.044021024	0.870819716	Unchanged	Other genome	467112
chr4	140848787	140850256	-0.090332912	0.685996565	Unchanged	Matched background	23786
chr4	65221488	65222812	-0.02479962	0.944463392	Unchanged	Other genome	1277188
chr4	62609013	62609898	0.117582833	0.592205802	Unchanged	Other genome	2759012
chr4	134112789	134114227	0.032594396	0.911151865	Unchanged	Other genome	1105773
chr4	138182962	138184936	-0.036861101	0.893595009	Unchanged	Other genome	1235064
chr4	136698112	136699265	-0.418825522	0.106612503	Unchanged	Other genome	528111
chr4	136290047	136290963	-0.07011859	0.766358018	Unchanged	Other genome	120046
