"peak_id","h2a_Fold","h2a_FDR","SYMBOL"
"h2a_peak_19954",0.299504066,0.00852835,"Arhgap26"
"h2a_peak_19954",0.299504066,0.00852835,"Fgf1"
"h2a_peak_19955",0.038143918,0.809680717,"Siglec15"
"h2a_peak_19956",0.523531535,5.22e-05,"Arhgap26"
"h2a_peak_19959",0.208740394,0.094867388,"Zfp608"
"h2a_peak_19962",0.398257257,0.001109469,"Smad2"
"h2a_peak_19963",0.612032672,8.85e-08,"Svil"
"h2a_peak_19965",-0.040354993,0.780984535,"Celf4"
"h2a_peak_19967",0.165528452,0.24664423,"Sema6a"
"h2a_peak_19968",0.038865018,0.767007197,"Ppp2r2b"
"h2a_peak_19969",0.74728255,6.94e-10,"Zfp608"
"h2a_peak_19971",0.056436534,0.652866501,"Slc14a2"
"h2a_peak_19972",0.416314891,0.000400622,"Cabyr"
"h2a_peak_19974",0.606912403,8.36e-07,"Kcnn2"
"h2a_peak_19975",-0.354819374,0.008775979,"Tcof1"
"h2a_peak_19976",0.162761871,0.244455588,"Zbtb7c"
"h2a_peak_19977",1.151748652,5.02e-22,"Sil1"
"h2a_peak_19978",0.147583551,0.257732751,"Celf4"
"h2a_peak_19980",-0.337301871,0.003428799,"Tcof1"
"h2a_peak_19981",-0.062003043,0.787173336,"Cxxc5"
"h2a_peak_19982",0.100352067,0.387399185,"Celf4"
"h2a_peak_19984",0.340174074,0.008369606,"Nrg2"
"h2a_peak_19985",-0.033014425,0.804811919,"Snx24"
"h2a_peak_19986",0.437998672,0.001755993,"Svil"
"h2a_peak_19987",0.021726182,0.87166094,"Cables1"
"h2a_peak_19988",1.291919312,3.52e-24,"Zfp438"
"h2a_peak_19989",-0.13767231,0.265969846,"Nfatc1"
"h2a_peak_19990",-0.235927396,0.034869943,"Ppp2r2b"
"h2a_peak_19992",-0.031710754,0.807232061,"Ppp2r2b"
"h2a_peak_19994",-0.125649297,0.336764514,"Ablim3"
"h2a_peak_19995",0.275138379,0.013965429,"Ctif"
"h2a_peak_19996",0.519605376,5.5e-06,"Cdh2"
"h2a_peak_19998",0.140950822,0.280928188,"Ppargc1b"
"h2a_peak_20000",-0.222648943,0.051225771,"Myo5b"
"h2a_peak_20001",0.297748776,0.006011979,"Ctif"
"h2a_peak_20002",0.265924227,0.027193091,"Cndp2"
"h2a_peak_20004",0.321957337,0.011908917,"Zfp407"
"h2a_peak_20005",-0.097661554,0.450703556,"Ppp2r2b"
"h2a_peak_20006",0.230473105,0.066837857,"Cables1"
"h2a_peak_20007",0.127471326,0.328552989,"Kcnn2"
"h2a_peak_20010",0.407012511,0.000346235,"Ndst1"
"h2a_peak_20010",0.407012511,0.000346235,"Rps14"
"h2a_peak_20011",0.585682173,2.53e-08,"Tnfaip8"
"h2a_peak_20014",0.714898872,4.94e-12,"Tshz1"
"h2a_peak_20015",0.317666734,0.005411172,"Proc"
"h2a_peak_20016",0.172112596,0.195278423,"Smad7"
"h2a_peak_20019",0.333365581,0.010388809,"Rit2"
"h2a_peak_20020",0.56564435,2.57e-08,"Abhd3"
"h2a_peak_20021",0.248020296,0.027952672,"Tshz1"
"h2a_peak_20022",-0.088991223,0.53080505,"Synpo"
"h2a_peak_20024",-0.182909527,0.102375475,"Zbtb7c"
"h2a_peak_20025",0.523222523,2.44e-05,"Lmnb1"
"h2a_peak_20026",-0.023294409,0.854106449,"Trim36"
"h2a_peak_20027",0.480040628,1.64e-05,"Mc5r"
"h2a_peak_20029",0.506870534,0.0002748,"Neto1"
"h2a_peak_20031",0.163737576,0.296834969,"Malt1"
"h2a_peak_20032",0.022413679,0.878789025,"Zfp407"
"h2a_peak_20034",0.024147415,0.859624005,"Mcc"
"h2a_peak_20035",0.401825073,0.055224068,"Npc1"
"h2a_peak_20038",1.325759111,2.7e-32,"Arhgap26"
"h2a_peak_20038",1.325759111,2.7e-32,"Fgf1"
"h2a_peak_20039",-0.2856917,0.018781646,"Rnf165"
"h2a_peak_20040",0.385357931,0.00098172,"Mcc"
"h2a_peak_20043",0.362779047,0.003983413,"Tshz1"
"h2a_peak_20044",0.625361075,4.94e-09,"Ldlrad4"
"h2a_peak_20045",0.83771594,1e-13,"Arhgap26"
"h2a_peak_20050",-0.30830533,0.003994341,"Megf10"
"h2a_peak_20051",0.381423384,0.001302737,"Setbp1"
"h2a_peak_20052",0.805054852,1.97e-11,"Arhgap26"
"h2a_peak_20052",0.805054852,1.97e-11,"Arhgap26"
"h2a_peak_20054",0.411367272,0.000107833,"Ablim3"
"h2a_peak_20055",0.080659201,0.499343776,"Ctif"
"h2a_peak_20056",0.426423736,0.000228958,"Fam13b"
"h2a_peak_20058",0.954442486,4.37e-17,"Rit2"
"h2a_peak_20061",0.42423687,0.000559524,"Gnal"
"h2a_peak_20063",0.563856128,1e-07,"Hdac3"
"h2a_peak_20063",0.563856128,1e-07,"Rell2"
"h2a_peak_20063",0.563856128,1e-07,"Fchsd1"
"h2a_peak_20064",-0.162884831,0.145185036,"Zbtb7c"
"h2a_peak_20065",0.038470674,0.765711158,"Zbtb7c"
"h2a_peak_20067",1.125421419,5.54e-24,"Piezo2"
"h2a_peak_20069",0.54082375,4.19e-07,"C330018D20Rik"
"h2a_peak_20071",0.109755808,0.374737298,"Ppp2r2b"
"h2a_peak_20072",0.437882365,8.23e-05,"Bin1"
"h2a_peak_20074",0.230995207,0.052197001,"Celf4"
"h2a_peak_20076",0.304304701,0.026734386,"Commd10"
"h2a_peak_20079",-0.338347617,0.003458988,"Skor2"
"h2a_peak_20081",0.297466254,0.005337096,"Celf4"
"h2a_peak_20082",0.049913385,0.70306495,"Ldlrad4"
"h2a_peak_20083",0.888628777,4.66e-13,"Arhgap26"
"h2a_peak_20083",0.888628777,4.66e-13,"Arhgap26"
"h2a_peak_20084",0.659065838,1.77e-09,"Mapre2"
"h2a_peak_20089",0.023594264,0.861635069,"Prdm6"
"h2a_peak_20092",0.413858515,0.000115535,"Dsc3"
"h2a_peak_20094",0.626720992,2.88e-07,"Zfp608"
"h2a_peak_20095",0.465160199,1.23e-05,"Afap1l1"
"h2a_peak_20096",0.104620206,0.373081501,"Tnfaip8"
"h2a_peak_20098",0.4400626,2.52e-05,"Marchf3"
"h2a_peak_20100",1.174539347,5.8e-22,"Syt4"
"h2a_peak_20101",0.872660738,7.59e-17,"Lama3"
"h2a_peak_20103",0.12625681,0.381096644,"Prr16"
"h2a_peak_20105",0.111351025,0.35043331,"Mbp"
"h2a_peak_20106",0.326065925,0.010993131,"Acaa2"
"h2a_peak_20108",0.108304373,0.312796671,"Ctif"
"h2a_peak_20109",0.152628555,0.172298018,"Dok6"
"h2a_peak_20110",0.322396356,0.010766693,"Spink13"
"h2a_peak_20112",0.049905835,0.686457979,"Zbtb7c"
"h2a_peak_20113",0.742978419,2.6e-09,"Ccdc192"
"h2a_peak_20114",-0.058665646,0.623346094,"Lox"
"h2a_peak_20115",1.526992229,6.92e-40,"Arhgap26"
"h2a_peak_20115",1.526992229,6.92e-40,"Arhgap26"
"h2a_peak_20116",-0.139660737,0.202079281,"Nfatc1"
"h2a_peak_20117",0.05876827,0.643249702,"Zbtb7c"
"h2a_peak_20118",0.203578076,0.045484325,"Camk2a"
"h2a_peak_20121",0.913180795,5.11e-18,"Arhgap12"
"h2a_peak_20122",-0.400823779,0.000859829,"Cd14"
"h2a_peak_20123",-0.01658722,0.895031031,"Kcng2"
"h2a_peak_20124",-0.039848129,0.732607254,"Zbtb7c"
"h2a_peak_20127",0.263221211,0.045838831,"Chst9"
"h2a_peak_20128",-0.051465982,0.669625555,"Celf4"
"h2a_peak_20129",0.09739832,0.408754257,"Kcnn2"
"h2a_peak_20130",0.124995578,0.275430349,"Piezo2"
"h2a_peak_20131",0.19713715,0.049023517,"Ppp2r2b"
"h2a_peak_20132",0.036720295,0.778609397,"Dipk1c"
"h2a_peak_20134",-0.171408556,0.115770899,"Synpo"
"h2a_peak_20135",0.076176156,0.566342532,"Zfp407"
"h2a_peak_20136",0.607974069,4.23e-10,"Osbpl1a"
"h2a_peak_20137",0.686698951,1.25e-08,"Ablim3"
"h2a_peak_20138",0.167611277,0.113619972,"Nfatc1"
"h2a_peak_20139",0.57942579,3.28e-07,"Slc14a1"
"h2a_peak_20140",-0.387206066,0.000171214,"Csf1r"
"h2a_peak_20141",0.371608283,0.000876742,"Celf4"
"h2a_peak_20142",0.254009705,0.017701315,"Zfp407"
"h2a_peak_20143",1.024562736,2.26e-20,"Arhgap26"
"h2a_peak_20143",1.024562736,2.26e-20,"Fgf1"
"h2a_peak_20144",0.460939339,2.06e-06,"Synpo"
"h2a_peak_20145",0.159738162,0.10221471,"Zfp236"
"h2a_peak_20146",-0.113131789,0.313321498,"Ablim3"
"h2a_peak_20147",0.114393288,0.361445805,"Ctif"
"h2a_peak_20148",0.791823842,1.27e-14,"Marchf3"
"h2a_peak_20149",0.366282881,0.000147085,"Mcc"
"h2a_peak_20151",-0.287852047,0.005694045,"Nrg2"
"h2a_peak_20152",0.037430268,0.783330329,"Slc6a7"
"h2a_peak_20153",0.116692514,0.317797102,"Sema6a"
"h2a_peak_20154",1.053687891,1.31e-22,"Map3k8"
"h2a_peak_20158",0.553384795,2.55e-07,"Dtna"
"h2a_peak_20162",0.079669151,0.52669514,"Zbtb7c"
"h2a_peak_20164",0.79137143,5.58e-15,"Zfp608"
"h2a_peak_20165",0.518777957,0.000140275,"Fem1c"
"h2a_peak_20167",0.54845813,1.63e-07,"Fchsd1"
"h2a_peak_20169",0.125034414,0.250394419,"Zbtb7c"
"h2a_peak_20170",0.188236178,0.127195588,"Celf4"
"h2a_peak_20173",1.482053722,6.35e-43,"Osbpl1a"
"h2a_peak_20174",-0.312202475,0.001192961,"Celf4"
"h2a_peak_20177",0.892790703,3.36e-19,"Arhgap26"
"h2a_peak_20177",0.892790703,3.36e-19,"Arhgap26"
"h2a_peak_20178",0.905254269,3.3e-14,"Snx24"
"h2a_peak_20181",-0.043412475,0.724765308,"Slc14a1"
"h2a_peak_20182",0.01463063,0.89963493,"Kcng2"
"h2a_peak_20184",0.214964238,0.044699561,"Setbp1"
"h2a_peak_20185",0.177701389,0.089301178,"Mapk4"
"h2a_peak_20190",0.031445431,0.777259166,"Zbtb7c"
"h2a_peak_20191",0.335459643,0.001341941,"Ppp2r2b"
"h2a_peak_20194",0.154857818,0.138982216,"Pcdha1"
"h2a_peak_20194",0.154857818,0.138982216,"Pcdha2"
"h2a_peak_20194",0.154857818,0.138982216,"Pcdha3"
"h2a_peak_20194",0.154857818,0.138982216,"Pcdha4"
"h2a_peak_20194",0.154857818,0.138982216,"Gm42416"
"h2a_peak_20194",0.154857818,0.138982216,"Pcdha5"
"h2a_peak_20194",0.154857818,0.138982216,"Pcdha6"
"h2a_peak_20194",0.154857818,0.138982216,"Gm37013"
"h2a_peak_20194",0.154857818,0.138982216,"Pcdha7"
"h2a_peak_20194",0.154857818,0.138982216,"Gm37388"
"h2a_peak_20194",0.154857818,0.138982216,"Pcdha8"
"h2a_peak_20194",0.154857818,0.138982216,"Pcdha9"
"h2a_peak_20194",0.154857818,0.138982216,"Pcdha11"
"h2a_peak_20194",0.154857818,0.138982216,"Pcdha11"
"h2a_peak_20194",0.154857818,0.138982216,"Pcdha12"
"h2a_peak_20194",0.154857818,0.138982216,"Pcdhac1"
"h2a_peak_20196",0.787420145,3.05e-13,"Socs6"
"h2a_peak_20197",-0.274354455,0.011182664,"Gnal"
"h2a_peak_20198",1.362947587,3.76e-30,"Arhgap26"
"h2a_peak_20198",1.362947587,3.76e-30,"Fgf1"
"h2a_peak_20199",0.861810419,5.56e-20,"Ccdc192"
"h2a_peak_20201",0.343936034,0.000861353,"Celf4"
"h2a_peak_20202",0.202684042,0.098186583,"Slc14a2"
"h2a_peak_20204",0.938648032,4.18e-17,"Mpp7"
"h2a_peak_20206",0.424389438,0.000185567,"Tnfaip8"
"h2a_peak_20207",0.190041528,0.106891105,"Zbtb7c"
"h2a_peak_20209",-0.128523179,0.29385292,"Myo5b"
"h2a_peak_20210",0.55350653,2.06e-08,"B4galt6"
"h2a_peak_20212",0.347176211,0.000697051,"Fhod3"
"h2a_peak_20214",-0.229453258,0.039085039,"Arsi"
"h2a_peak_20215",0.743051426,1.09e-12,"Lama3"
"h2a_peak_20216",-0.556841194,2.14e-06,"Onecut2"
"h2a_peak_20217",0.341865492,0.000878132,"Adrb2"
"h2a_peak_20221",-0.336406189,0.00028336,"Zbtb7c"
"h2a_peak_20222",0.468005374,1.35e-06,"Celf4"
"h2a_peak_20223",-0.082274316,0.457771755,"Gm42416"
"h2a_peak_20223",-0.082274316,0.457771755,"Gm37013"
"h2a_peak_20223",-0.082274316,0.457771755,"Gm37388"
"h2a_peak_20223",-0.082274316,0.457771755,"Pcdhga1"
"h2a_peak_20223",-0.082274316,0.457771755,"Pcdhga2"
"h2a_peak_20223",-0.082274316,0.457771755,"Pcdhga3"
"h2a_peak_20223",-0.082274316,0.457771755,"Pcdhgb1"
"h2a_peak_20223",-0.082274316,0.457771755,"Pcdhga4"
"h2a_peak_20223",-0.082274316,0.457771755,"Pcdhgb2"
"h2a_peak_20223",-0.082274316,0.457771755,"Pcdhga5"
"h2a_peak_20223",-0.082274316,0.457771755,"Pcdhga6"
"h2a_peak_20223",-0.082274316,0.457771755,"Pcdhga7"
"h2a_peak_20223",-0.082274316,0.457771755,"Pcdhgb4"
"h2a_peak_20223",-0.082274316,0.457771755,"Pcdhga8"
"h2a_peak_20223",-0.082274316,0.457771755,"Pcdhgb5"
"h2a_peak_20223",-0.082274316,0.457771755,"Pcdhga9"
"h2a_peak_20223",-0.082274316,0.457771755,"Pcdhgb6"
"h2a_peak_20223",-0.082274316,0.457771755,"Pcdhga10"
"h2a_peak_20223",-0.082274316,0.457771755,"Pcdhgb7"
"h2a_peak_20223",-0.082274316,0.457771755,"Pcdhga11"
"h2a_peak_20223",-0.082274316,0.457771755,"Pcdhga12"
"h2a_peak_20223",-0.082274316,0.457771755,"Pcdhgc3"
"h2a_peak_20224",0.007614438,0.952358198,"Zbtb7c"
"h2a_peak_20226",-0.324412115,0.002721026,"Zbtb7c"
"h2a_peak_20227",-0.43538637,3.75e-05,"Mapk4"
"h2a_peak_20233",0.051931848,0.68737467,"Ctif"
"h2a_peak_20237",-0.061762255,0.58195762,"Smim3"
"h2a_peak_20238",0.382904439,0.000233866,"Spink13"
"h2a_peak_20239",0.093233227,0.391523099,"Lama3"
"h2a_peak_20241",0.058831565,0.599930709,"Ctxn3"
"h2a_peak_20242",-0.144328193,0.160733182,"Ctif"
"h2a_peak_20243",0.349134361,0.000159298,"Marchf3"
"h2a_peak_20244",1.215688184,1.12e-36,"Tcf4"
"h2a_peak_20245",-0.101982982,0.293992244,"Pcdh1"
"h2a_peak_20246",0.433959223,6.74e-06,"Zfp521"
"h2a_peak_20248",1.218943905,8.1e-36,"Arhgap26"
"h2a_peak_20250",0.010375077,0.940346836,"Celf4"
"h2a_peak_20251",0.86064785,1.39e-13,"Slc14a2"
"h2a_peak_20252",0.31130954,0.009101514,"Greb1l"
"h2a_peak_20255",-0.021735567,0.849403178,"Zbtb7c"
"h2a_peak_20258",0.246903411,0.01879969,"Jcad"
"h2a_peak_20259",0.338904582,0.001360611,"Mapk4"
"h2a_peak_20260",0.012463283,0.9233359,"Apcdd1"
"h2a_peak_20262",-0.020868415,0.863446249,"Slc6a7"
"h2a_peak_20263",0.363054481,0.000576475,"Pcdh12"
"h2a_peak_20263",0.363054481,0.000576475,"Rnf14"
"h2a_peak_20265",0.776810428,1.76e-12,"Arhgap26"
"h2a_peak_20265",0.776810428,1.76e-12,"Arhgap26"
"h2a_peak_20266",1.043959639,1.98e-30,"Nol4"
"h2a_peak_20267",0.527467815,3.98e-08,"Celf4"
"h2a_peak_20268",0.173935854,0.112386079,"Celf4"
"h2a_peak_20269",-0.240104257,0.027381352,"Rnf165"
"h2a_peak_20272",0.403964004,6.64e-05,"Impa2"
"h2a_peak_20273",0.940144056,2.45e-20,"Ccdc192"
"h2a_peak_20275",0.072363952,0.513689339,"Cidea"
"h2a_peak_20278",0.489852225,3.96e-07,"Dsg2"
"h2a_peak_20279",0.148404576,0.118440245,"Zbtb7c"
"h2a_peak_20280",0.114848243,0.262544081,"Tshz1"
"h2a_peak_20281",0.133705508,0.300607325,"Grp"
"h2a_peak_20284",0.65980208,6.71e-13,"Prdm6"
"h2a_peak_20286",0.31068137,0.003091,"Cdh2"
"h2a_peak_20287",-0.025549045,0.817635896,"Gpr151"
"h2a_peak_20290",0.693392126,5.21e-13,"Ppp2r2b"
"h2a_peak_20293",-0.103338406,0.349289062,"Psd2"
"h2a_peak_20301",0.469656732,5.86e-06,"Fhod3"
"h2a_peak_20303",0.38415966,5.52e-05,"Zfp407"
"h2a_peak_20304",0.354264406,0.000318731,"Synpo"
"h2a_peak_20305",0.121647833,0.370573783,"Chsy3"
"h2a_peak_20306",1.052282328,1.77e-31,"Arhgap26"
"h2a_peak_20306",1.052282328,1.77e-31,"Fgf1"
"h2a_peak_20307",0.223106822,0.012183114,"Tshz1"
"h2a_peak_20308",0.435629388,1.46e-06,"Asxl3"
"h2a_peak_20310",0.398185071,4.53e-05,"Mbp"
"h2a_peak_20311",0.355633815,0.000641918,"Ldlrad4"
"h2a_peak_20312",1.024938228,6.78e-28,"Kcnn2"
"h2a_peak_20313",0.006138507,0.961926141,"Ldlrad4"
"h2a_peak_20315",1.237413715,1.86e-38,"Ccdc192"
"h2a_peak_20316",0.665937282,5.35e-14,"Nr3c1"
"h2a_peak_20317",0.592999166,6.8e-12,"Svil"
"h2a_peak_20318",0.102422141,0.430846296,"Slc14a2"
"h2a_peak_20318",0.102422141,0.430846296,"Gm6133"
"h2a_peak_20321",0.685879535,2.25e-14,"Arhgap26"
"h2a_peak_20324",1.315729108,1.8e-39,"Arhgap26"
"h2a_peak_20326",0.147714489,0.151383295,"Prdm6"
"h2a_peak_20327",-0.180670869,0.074449612,"Nfatc1"
"h2a_peak_20331",1.155641115,1.95e-27,"Arhgap26"
"h2a_peak_20336",-0.305400073,0.001081423,"Epb41l4a"
"h2a_peak_20337",-0.010399149,0.922940796,"Slc66a2"
"h2a_peak_20338",-0.323648496,0.007069735,"Klhl14"
"h2a_peak_20339",0.418715244,0.000189269,"Arhgap26"
"h2a_peak_20340",-0.20734384,0.015062338,"Zfp516"
"h2a_peak_20341",0.712132373,1.11e-12,"Arhgap26"
"h2a_peak_20341",0.712132373,1.11e-12,"Arhgap26"
"h2a_peak_20342",0.170606798,0.085337055,"Rit2"
"h2a_peak_20343",-0.365306391,0.000863514,"Zbtb7c"
"h2a_peak_20346",0.668925806,7.13e-10,"Ccbe1"
"h2a_peak_20348",0.279889633,0.006859637,"Hbegf"
"h2a_peak_20350",0.134555833,0.159978521,"Nfatc1"
"h2a_peak_20351",0.088259357,0.379320541,"Celf4"
"h2a_peak_20352",0.891734222,2.31e-23,"Setbp1"
"h2a_peak_20353",0.339548335,0.000459408,"Mapre2"
"h2a_peak_20354",0.257671643,0.004785726,"Ppp2r2b"
"h2a_peak_20355",0.473540419,2.2e-07,"Tshz1"
"h2a_peak_20356",-0.098651165,0.34080391,"Celf4"
"h2a_peak_20360",0.224771887,0.011883053,"Pard6g"
"h2a_peak_20361",0.241520897,0.051260107,"Ldlrad4"
"h2a_peak_20362",0.12182392,0.234014413,"Celf4"
"h2a_peak_20363",-0.078371104,0.566505904,"Cxxc5"
"h2a_peak_20364",-0.156466706,0.149762571,"Gm42416"
"h2a_peak_20364",-0.156466706,0.149762571,"Gm37013"
"h2a_peak_20364",-0.156466706,0.149762571,"Gm37388"
"h2a_peak_20364",-0.156466706,0.149762571,"Pcdhga1"
"h2a_peak_20364",-0.156466706,0.149762571,"Pcdhga2"
"h2a_peak_20364",-0.156466706,0.149762571,"Pcdhga3"
"h2a_peak_20364",-0.156466706,0.149762571,"Pcdhgb1"
"h2a_peak_20364",-0.156466706,0.149762571,"Pcdhga4"
"h2a_peak_20364",-0.156466706,0.149762571,"Pcdhgb2"
"h2a_peak_20364",-0.156466706,0.149762571,"Pcdhga5"
"h2a_peak_20364",-0.156466706,0.149762571,"Pcdhga6"
"h2a_peak_20364",-0.156466706,0.149762571,"Pcdhga7"
"h2a_peak_20364",-0.156466706,0.149762571,"Pcdhgb4"
"h2a_peak_20364",-0.156466706,0.149762571,"Pcdhga8"
"h2a_peak_20364",-0.156466706,0.149762571,"Pcdhgb5"
"h2a_peak_20364",-0.156466706,0.149762571,"Pcdhga9"
"h2a_peak_20364",-0.156466706,0.149762571,"Pcdhgb6"
"h2a_peak_20364",-0.156466706,0.149762571,"Pcdhga10"
"h2a_peak_20364",-0.156466706,0.149762571,"Pcdhgb7"
"h2a_peak_20364",-0.156466706,0.149762571,"Pcdhga11"
"h2a_peak_20364",-0.156466706,0.149762571,"Pcdhga12"
"h2a_peak_20364",-0.156466706,0.149762571,"Pcdhgc3"
"h2a_peak_20364",-0.156466706,0.149762571,"Pcdhgc4"
"h2a_peak_20364",-0.156466706,0.149762571,"Pcdhgc5"
"h2a_peak_20365",-0.292727044,0.003784588,"Zbtb7c"
"h2a_peak_20366",0.194565096,0.041884548,"Zfp608"
"h2a_peak_20367",0.134058848,0.153259349,"Mapk4"
"h2a_peak_20368",0.352908609,0.000108037,"Pard6g"
"h2a_peak_20369",0.219971578,0.014778969,"Pard6g"
"h2a_peak_20373",0.191088022,0.071638292,"Kcnn2"
"h2a_peak_20374",0.121525781,0.229198071,"Commd10"
"h2a_peak_20376",0.410323227,8.49e-07,"Tnfaip8"
"h2a_peak_20378",-0.265275108,0.021238133,"Zbtb7c"
"h2a_peak_20379",-0.139855853,0.13418513,"Ccbe1"
"h2a_peak_20380",0.746440442,6.87e-17,"Osbpl1a"
"h2a_peak_20381",0.344973843,0.001631768,"Sncaip"
"h2a_peak_20382",0.518812996,4.39e-11,"Zfp608"
"h2a_peak_20383",0.431752329,9.81e-08,"Fhod3"
"h2a_peak_20384",0.515353142,1.66e-06,"Ctif"
"h2a_peak_20386",-0.182861694,0.040963601,"Atp8b1"
"h2a_peak_20387",0.437647361,5.83e-06,"Slc14a2"
"h2a_peak_20388",0.51068925,8.19e-11,"Mcc"
"h2a_peak_20389",0.185610736,0.036957485,"Tnfaip8"
"h2a_peak_20391",0.049767849,0.685535089,"Ctif"
"h2a_peak_20392",0.936007641,6.8e-23,"Zfp516"
"h2a_peak_20393",0.012470738,0.917725318,"Rnf165"
"h2a_peak_20394",0.347975795,6.96e-05,"Synpo"
"h2a_peak_20396",-0.035837503,0.729372354,"Fhod3"
"h2a_peak_20397",0.012545656,0.905191046,"Ppp2r2b"
"h2a_peak_20398",0.654814693,4.23e-15,"Marchf3"
"h2a_peak_20399",0.086170597,0.416140734,"Pmaip1"
"h2a_peak_20401",0.423315346,3.82e-05,"Ppp2r2b"
"h2a_peak_20403",-0.339375877,0.000896353,"Tubb6"
"h2a_peak_20405",0.258117539,0.003035636,"Dsg2"
"h2a_peak_20406",0.129226259,0.189974706,"Mapk4"
"h2a_peak_20407",0.296092542,0.00207278,"Spry4"
"h2a_peak_20408",0.6373199,3.43e-14,"Isoc1"
"h2a_peak_20409",0.22004147,0.021152896,"Mcc"
"h2a_peak_20411",0.291784468,0.003639331,"Kctd1"
"h2a_peak_20412",0.298236234,0.000591564,"Tnfaip8"
"h2a_peak_20414",0.158974578,0.176810652,"Slc14a2"
"h2a_peak_20415",0.025384354,0.832332133,"Kctd16"
"h2a_peak_20416",0.010532895,0.930424935,"Smad7"
"h2a_peak_20417",0.204899694,0.038182365,"Apcdd1"
"h2a_peak_20418",0.542740607,9.39e-08,"Prr16"
"h2a_peak_20419",0.305256751,0.000987539,"Impa2"
"h2a_peak_20420",0.912768032,1.31e-21,"Sncaip"
"h2a_peak_20422",0.189759481,0.049732302,"Slc6a7"
"h2a_peak_20423",0.00045961,0.996815017,"Mocos"
"h2a_peak_20424",0.500094824,6.32e-08,"Mcc"
"h2a_peak_20425",0.807728276,1.87e-24,"Dsc2"
"h2a_peak_20426",-0.030488878,0.771164688,"Zbtb7c"
"h2a_peak_20429",0.803187203,2e-21,"Marchf3"
"h2a_peak_20430",1.271236098,3.08e-53,"Osbpl1a"
"h2a_peak_20432",0.271306173,0.002623026,"Bambi"
"h2a_peak_20435",1.169993075,6.49e-49,"Ccdc192"
"h2a_peak_20437",0.454358159,2.13e-05,"Garem1"
"h2a_peak_20439",0.729978244,2.31e-13,"Prr16"
"h2a_peak_20440",0.364775476,0.000786601,"Marchf3"
"h2a_peak_20442",-0.162854396,0.077398567,"Ppp2r2b"
"h2a_peak_20443",0.746604195,6.87e-17,"Zfp608"
"h2a_peak_20444",-0.058681723,0.514726091,"Trim36"
"h2a_peak_20446",0.723589782,2.33e-18,"Ccdc192"
"h2a_peak_20447",0.22376442,0.010943289,"Cables1"
"h2a_peak_20448",0.288171551,0.000313261,"Egr1"
"h2a_peak_20453",0.182745208,0.028853646,"Dpysl3"
"h2a_peak_20456",0.399611372,1.71e-06,"Celf4"
"h2a_peak_20457",-0.166547013,0.090983787,"Trim36"
"h2a_peak_20458",0.434706107,5.26e-05,"Svil"
"h2a_peak_20459",-0.161251268,0.090795574,"Svil"
"h2a_peak_20460",0.400671449,1.52e-06,"Tshz1"
"h2a_peak_20460",0.400671449,1.52e-06,"Zadh2"
"h2a_peak_20461",0.73039026,3.7e-17,"Zfp608"
"h2a_peak_20462",-0.430505617,3.14e-06,"Skor2"
"h2a_peak_20463",0.247192104,0.005705904,"Zfp407"
"h2a_peak_20464",0.280864544,0.001236833,"Sncaip"
"h2a_peak_20465",0.028731514,0.789707325,"Dcc"
"h2a_peak_20470",0.669697493,1.6e-15,"Pcdh1"
"h2a_peak_20471",0.335359502,6.5e-05,"Pcdha1"
"h2a_peak_20471",0.335359502,6.5e-05,"Pcdha2"
"h2a_peak_20471",0.335359502,6.5e-05,"Pcdha3"
"h2a_peak_20471",0.335359502,6.5e-05,"Pcdha4"
"h2a_peak_20471",0.335359502,6.5e-05,"Gm42416"
"h2a_peak_20471",0.335359502,6.5e-05,"Pcdha5"
"h2a_peak_20471",0.335359502,6.5e-05,"Pcdha6"
"h2a_peak_20471",0.335359502,6.5e-05,"Gm37013"
"h2a_peak_20471",0.335359502,6.5e-05,"Pcdha7"
"h2a_peak_20471",0.335359502,6.5e-05,"Gm37388"
"h2a_peak_20471",0.335359502,6.5e-05,"Pcdha8"
"h2a_peak_20471",0.335359502,6.5e-05,"Pcdha9"
"h2a_peak_20471",0.335359502,6.5e-05,"Pcdha11"
"h2a_peak_20471",0.335359502,6.5e-05,"Pcdha11"
"h2a_peak_20471",0.335359502,6.5e-05,"Pcdha12"
"h2a_peak_20471",0.335359502,6.5e-05,"Pcdhac1"
"h2a_peak_20471",0.335359502,6.5e-05,"Pcdhac2"
"h2a_peak_20472",-0.055971549,0.528470937,"Galr1"
"h2a_peak_20473",-0.416071097,5.49e-07,"Lipg"
"h2a_peak_20475",-0.492625076,1.18e-09,"Gm50318"
"h2a_peak_20475",-0.492625076,1.18e-09,"Prob1"
"h2a_peak_20475",-0.492625076,1.18e-09,"Spata24"
"h2a_peak_20476",0.610834281,9.63e-11,"Ctif"
"h2a_peak_20478",0.076593281,0.509269353,"Nfatc1"
"h2a_peak_20480",0.274759049,0.023900585,"Mkx"
"h2a_peak_20481",0.842678167,2e-28,"Nol4"
"h2a_peak_20482",0.480964798,1.1e-07,"Zfp516"
"h2a_peak_20483",0.228044845,0.006040811,"Mbp"
"h2a_peak_20484",0.33518666,0.00010554,"Ppp2r2b"
"h2a_peak_20486",0.626015344,6.77e-10,"Kcnn2"
"h2a_peak_20487",0.568905637,5.56e-12,"Svil"
"h2a_peak_20488",-0.134487242,0.161954361,"Rax"
