gene_name	chr	mch_sig	in_state
Kcnk4	chr19	FALSE	FALSE
Dek	chr13	FALSE	FALSE
Camsap3	chr8	FALSE	FALSE
Olfr711	chr7	FALSE	TRUE
Etv4	chr11	FALSE	FALSE
1700019A02Rik	chr1	FALSE	FALSE
Cxcl10	chr5	FALSE	FALSE
Olfr518	chr7	FALSE	TRUE
Cyp2w1	chr5	FALSE	FALSE
Meis3	chr7	FALSE	FALSE
Olfr297	chr7	FALSE	TRUE
Elmo2	chr2	FALSE	FALSE
Pde6b	chr5	FALSE	FALSE
Nub1	chr5	FALSE	FALSE
Vmn1r236	chr17	FALSE	TRUE
Tmem59	chr4	FALSE	FALSE
Iba57	chr11	FALSE	FALSE
Mgp	chr6	FALSE	FALSE
Metap1	chr3	FALSE	FALSE
Proca1	chr11	FALSE	TRUE
Nop9	chr14	FALSE	FALSE
Bpifa1	chr2	FALSE	TRUE
Rexo1	chr10	FALSE	FALSE
Heph	chrX	FALSE	TRUE
Tha1	chr11	FALSE	FALSE
Rplp2	chr7	FALSE	FALSE
Olfr1377	chr11	FALSE	TRUE
Aldh3a1	chr11	FALSE	TRUE
Klk4	chr7	FALSE	FALSE
Nxnl1	chr8	FALSE	FALSE
Slfn1	chr11	FALSE	TRUE
Olfr282	chr15	FALSE	TRUE
Fbxw19	chr9	FALSE	TRUE
Slc4a1ap	chr5	FALSE	FALSE
Gm43518	chr5	FALSE	TRUE
Rack1	chr11	FALSE	FALSE
Trim34b	chr7	FALSE	TRUE
Nt5c1a	chr4	FALSE	FALSE
Ddx47	chr6	FALSE	FALSE
Hmgcs1	chr13	FALSE	FALSE
Ndfip1	chr18	FALSE	FALSE
Nat9	chr11	FALSE	FALSE
Bet1l	chr7	FALSE	FALSE
Pabpc2	chr18	FALSE	TRUE
Pdp2	chr8	FALSE	FALSE
Tsc22d3	chrX	FALSE	FALSE
Mapk3	chr7	FALSE	FALSE
Pea15a	chr1	FALSE	FALSE
Gm21560	chr14	FALSE	TRUE
Zfp617	chr8	FALSE	FALSE
Susd5	chr9	FALSE	FALSE
Dvl1	chr4	FALSE	FALSE
Cfl1	chr19	FALSE	FALSE
Zfp979	chr4	FALSE	TRUE
AW146154	chr7	FALSE	FALSE
Ppp4c	chr7	FALSE	FALSE
Znrf2	chr6	FALSE	FALSE
Timm8a1	chrX	FALSE	FALSE
C8g	chr2	FALSE	FALSE
Izumo1	chr7	FALSE	TRUE
Klhl1	chr14	FALSE	FALSE
Mup16	chr4	FALSE	TRUE
Apoc4	chr7	FALSE	TRUE
Ccdc121	chr1	FALSE	FALSE
Fbxo48	chr11	FALSE	TRUE
Fabp1	chr6	FALSE	TRUE
Pink1	chr4	FALSE	FALSE
Smim12	chr4	FALSE	FALSE
Arid3b	chr9	FALSE	FALSE
Olfr43	chr11	FALSE	TRUE
Pdpk1	chr17	FALSE	FALSE
Gabarapl2	chr8	FALSE	FALSE
Cdh23	chr10	FALSE	FALSE
Selenok	chr14	FALSE	FALSE
Nfkbie	chr17	FALSE	FALSE
Olfr142	chr2	FALSE	TRUE
Myf6	chr10	FALSE	FALSE
Inpp5e	chr2	FALSE	FALSE
Rfx1	chr8	FALSE	FALSE
Hsf2	chr10	FALSE	FALSE
Ndufab1	chr7	FALSE	FALSE
4833420G17Rik	chr13	FALSE	FALSE
Defb29	chr2	FALSE	TRUE
Vstm2a	chr11	FALSE	FALSE
Lsm7	chr10	FALSE	FALSE
Olfr652	chr7	FALSE	TRUE
Coro1a	chr7	FALSE	FALSE
Gm10376	chr14	FALSE	TRUE
H2bfm	chrX	FALSE	TRUE
Hnrnpa3	chr2	FALSE	FALSE
Tspan12	chr6	FALSE	FALSE
Capns1	chr7	FALSE	FALSE
Ptpmt1	chr2	FALSE	FALSE
Olfr1337	chr4	FALSE	TRUE
Mob1a	chr6	FALSE	FALSE
Ptpn5	chr7	FALSE	FALSE
Cdc6	chr11	FALSE	FALSE
Kctd2	chr11	FALSE	FALSE
S100a16	chr3	FALSE	FALSE
Olfr921	chr9	FALSE	TRUE
Vamp5	chr6	FALSE	FALSE
Slc29a2	chr19	FALSE	FALSE
Mfsd13b	chr7	FALSE	TRUE
Ankk1	chr9	FALSE	TRUE
Ift20	chr11	FALSE	FALSE
Zfp2	chr11	FALSE	FALSE
Cenpt	chr8	FALSE	TRUE
Tfap2b	chr1	FALSE	FALSE
Nhlrc3	chr3	FALSE	FALSE
Tdrd7	chr4	FALSE	FALSE
Ifnl2	chr7	FALSE	TRUE
Cyp27b1	chr10	FALSE	FALSE
Cir1	chr2	FALSE	FALSE
Folr2	chr7	FALSE	TRUE
Olfr164	chr16	FALSE	TRUE
Sult5a1	chr8	FALSE	FALSE
Dnase1l2	chr17	FALSE	FALSE
Myo15	chr11	FALSE	FALSE
4930486L24Rik	chr13	FALSE	TRUE
Cyp4a32	chr4	FALSE	TRUE
Gm13101	chr4	FALSE	TRUE
Fzd4	chr7	FALSE	FALSE
Dact2	chr17	FALSE	FALSE
Morc3	chr16	FALSE	FALSE
Gtf2a1	chr12	FALSE	FALSE
Olfr284	chr15	FALSE	TRUE
Gfer	chr17	FALSE	FALSE
Gtf2f1	chr17	FALSE	FALSE
Iscu	chr5	FALSE	FALSE
Gm17655	chr5	FALSE	FALSE
Gm12800	chr4	FALSE	TRUE
Tm7sf2	chr19	FALSE	FALSE
Sumo3	chr10	FALSE	FALSE
Vmn2r39	chr7	FALSE	TRUE
Krt84	chr15	FALSE	FALSE
Trmt61a	chr12	FALSE	FALSE
Pgm2	chr5	FALSE	FALSE
Paip2b	chr6	FALSE	FALSE
Hoxc13	chr15	FALSE	FALSE
Hsdl2	chr4	FALSE	FALSE
Vmn1r232	chr17	FALSE	TRUE
Olfr127	chr17	FALSE	TRUE
Olfr633	chr7	FALSE	TRUE
Cdkn1c	chr7	FALSE	FALSE
Slx	chrX	FALSE	TRUE
Cbx2	chr11	FALSE	FALSE
Rec8	chr14	FALSE	FALSE
Anxa5	chr3	FALSE	FALSE
Spag11b	chr8	FALSE	TRUE
Ogfod3	chr11	FALSE	FALSE
Tssk5	chr15	FALSE	FALSE
Alkal2	chr12	FALSE	FALSE
Tpm4	chr8	FALSE	FALSE
Ppp2r5b	chr19	FALSE	FALSE
Pga5	chr19	FALSE	FALSE
Riiad1	chr3	FALSE	FALSE
Gpr180	chr14	FALSE	FALSE
Cabp1	chr5	FALSE	FALSE
Vipas39	chr12	FALSE	FALSE
Rhoh	chr5	FALSE	FALSE
Ctnna2	chr6	FALSE	FALSE
Emb	chr13	FALSE	FALSE
Zfp667	chr7	FALSE	FALSE
Trp53rkb	chr2	FALSE	FALSE
Skint1	chr4	FALSE	TRUE
Hdac10	chr15	FALSE	FALSE
Cyp2c70	chr19	FALSE	TRUE
Defb28	chr2	FALSE	TRUE
Ppdpf	chr2	FALSE	FALSE
Vmn1r176	chr7	FALSE	TRUE
Olfr625-ps1	chr7	FALSE	TRUE
Rlbp1	chr7	FALSE	TRUE
F3	chr3	FALSE	FALSE
Mpp3	chr11	FALSE	FALSE
Dnpep	chr1	FALSE	FALSE
Atp2a3	chr11	FALSE	FALSE
Gng4	chr13	FALSE	FALSE
Pcdhb8	chr18	FALSE	TRUE
Gm8857	chr5	FALSE	TRUE
Dpf1	chr7	FALSE	FALSE
Gm28374	chr19	FALSE	FALSE
Pla2g7	chr17	FALSE	FALSE
Mterf1a	chr5	FALSE	FALSE
Csta3	chr16	FALSE	TRUE
Dppa4	chr16	FALSE	TRUE
Olfr520	chr7	FALSE	TRUE
Telo2	chr17	FALSE	FALSE
Serac1	chr17	FALSE	FALSE
Gm4788	chr1	FALSE	TRUE
4930407I10Rik	chr15	FALSE	FALSE
Obp2b	chr2	FALSE	TRUE
Thbd	chr2	FALSE	FALSE
Mycl	chr4	FALSE	FALSE
Olfr1257	chr2	FALSE	TRUE
Krtap1-3	chr11	FALSE	TRUE
Pim1	chr17	FALSE	FALSE
Cst10	chr2	FALSE	TRUE
Cdh24	chr14	FALSE	TRUE
Pira2	chr7	FALSE	TRUE
Tmem71	chr15	FALSE	FALSE
Sell	chr1	FALSE	TRUE
Nme2	chr11	FALSE	FALSE
Olfr51	chr11	FALSE	TRUE
Vmn2r69	chr7	FALSE	TRUE
Olfr130	chr17	FALSE	TRUE
Klhdc3	chr17	FALSE	FALSE
Pts	chr9	FALSE	TRUE
Alg6	chr4	FALSE	FALSE
Gzmg	chr14	FALSE	TRUE
Npy1r	chr8	FALSE	FALSE
Ccer1	chr10	FALSE	TRUE
Pus1	chr5	FALSE	FALSE
Gm35060	chr18	FALSE	TRUE
Adrb3	chr8	FALSE	FALSE
Sstr1	chr12	FALSE	FALSE
Brd8	chr18	FALSE	FALSE
Pdia6	chr12	FALSE	FALSE
Nr1h2	chr7	FALSE	FALSE
Art5	chr7	FALSE	FALSE
Zdhhc12	chr2	FALSE	FALSE
Hhipl2	chr1	FALSE	TRUE
Olfr309	chr7	FALSE	TRUE
Prl2a1	chr13	FALSE	TRUE
Mpnd	chr17	FALSE	FALSE
Tbrg1	chr9	FALSE	FALSE
Apoo	chrX	FALSE	FALSE
Foxf1	chr8	FALSE	FALSE
Akr1e1	chr13	FALSE	FALSE
Ankrd16	chr2	FALSE	FALSE
Nol3	chr8	FALSE	FALSE
Olfr820	chr10	FALSE	TRUE
6330403K07Rik	chr11	FALSE	FALSE
Pafah1b3	chr7	FALSE	FALSE
Rdm1	chr11	FALSE	TRUE
Slc45a1	chr4	FALSE	FALSE
Tceal5	chrX	FALSE	FALSE
Fam89a	chr8	FALSE	FALSE
Tceal7	chrX	FALSE	FALSE
Olfr749	chr14	FALSE	TRUE
Olfr1242	chr2	FALSE	TRUE
Apol7c	chr15	FALSE	TRUE
Vmn1r83	chr7	FALSE	TRUE
Grhl2	chr15	FALSE	FALSE
Olfr1502	chr19	FALSE	TRUE
Fgg	chr3	FALSE	TRUE
Lce1b	chr3	FALSE	TRUE
Pate3	chr9	FALSE	TRUE
Klrg2	chr6	FALSE	FALSE
Olfr462	chr11	FALSE	TRUE
Iqcd	chr5	FALSE	FALSE
Serpina6	chr12	FALSE	TRUE
AI593442	chr9	FALSE	FALSE
Pcbp3	chr10	FALSE	FALSE
Gm5678	chr16	FALSE	TRUE
Pidd1	chr7	FALSE	FALSE
Plcxd3	chr15	FALSE	FALSE
Six5	chr7	FALSE	FALSE
Olfr1225	chr2	FALSE	TRUE
Got2	chr8	FALSE	FALSE
Phox2b	chr5	FALSE	FALSE
Galnt15	chr14	FALSE	FALSE
Pbx2	chr17	FALSE	FALSE
Erbb3	chr10	FALSE	FALSE
Ppp1r15b	chr1	FALSE	FALSE
Vmn2r25	chr6	FALSE	TRUE
Eno3	chr11	FALSE	FALSE
Rnf138	chr18	FALSE	FALSE
Chml	chr1	FALSE	FALSE
Sytl4	chrX	FALSE	FALSE
Zmym5	chr14	FALSE	FALSE
Lgals2	chr15	FALSE	FALSE
Gspt1	chr16	FALSE	FALSE
Evpl	chr11	FALSE	FALSE
Ankrd23	chr1	FALSE	FALSE
Zfp335	chr2	FALSE	FALSE
Vps37a	chr8	FALSE	FALSE
Tln1	chr4	FALSE	FALSE
Esp6	chr17	FALSE	TRUE
Vmn1r6	chr6	FALSE	TRUE
Olfr645	chr7	FALSE	TRUE
Igfbp3	chr11	FALSE	FALSE
Gle1	chr2	FALSE	FALSE
Olfr1052	chr2	FALSE	TRUE
Olfr105-ps	chr17	FALSE	TRUE
Actr1a	chr19	FALSE	FALSE
Pum3	chr19	FALSE	FALSE
Kncn	chr4	FALSE	FALSE
2610042L04Rik	chr14	FALSE	FALSE
Foxo4	chrX	FALSE	FALSE
Ccdc148	chr2	FALSE	FALSE
Syvn1	chr19	FALSE	FALSE
Eci1	chr17	FALSE	FALSE
Tap1	chr17	FALSE	FALSE
Olfr998	chr2	FALSE	TRUE
Tnfrsf14	chr4	FALSE	FALSE
Slc35c1	chr2	FALSE	FALSE
Stard5	chr7	FALSE	FALSE
Mrps18a	chr17	FALSE	FALSE
Smug1	chr15	FALSE	FALSE
Slc46a1	chr11	FALSE	FALSE
Kcne3	chr7	FALSE	FALSE
Gm9	chrX	FALSE	TRUE
Fam149b	chr14	FALSE	FALSE
Crlf3	chr11	FALSE	FALSE
Fbxo16	chr14	FALSE	FALSE
Zfp395	chr14	FALSE	FALSE
Rergl	chr6	FALSE	TRUE
Lrit3	chr3	FALSE	TRUE
Exo1	chr1	FALSE	FALSE
Chst1	chr2	FALSE	FALSE
Ooep	chr9	FALSE	FALSE
Oip5	chr2	FALSE	TRUE
Tmem150b	chr7	FALSE	TRUE
Mtnr1a	chr8	FALSE	FALSE
Gm21983	chr7	FALSE	FALSE
Olfr259	chr2	FALSE	TRUE
Gls2	chr10	FALSE	FALSE
Krtap17-1	chr11	FALSE	FALSE
Ppp1r14b	chr19	FALSE	FALSE
Gm8159	chr14	FALSE	TRUE
Tmem123	chr9	FALSE	FALSE
Tex21	chr12	FALSE	TRUE
Lrrc8a	chr2	FALSE	FALSE
Rbmx	chrX	FALSE	FALSE
Rab4b	chr7	FALSE	FALSE
Dvl2	chr11	FALSE	FALSE
Zp2	chr7	FALSE	TRUE
Fpr-rs7	chr17	FALSE	TRUE
Ssc4d	chr5	FALSE	FALSE
Dusp21	chrX	FALSE	TRUE
Uaca	chr9	FALSE	FALSE
Pik3ap1	chr19	FALSE	FALSE
Disp2	chr2	FALSE	FALSE
Olfr434	chr6	FALSE	TRUE
Cd164l2	chr4	FALSE	FALSE
Vmn1r221	chr13	FALSE	TRUE
Fam57b	chr7	FALSE	FALSE
D8Ertd738e	chr8	FALSE	TRUE
Pnmt	chr11	FALSE	TRUE
Folr1	chr7	FALSE	TRUE
Fsd2	chr7	FALSE	FALSE
H2ac7	chr13	FALSE	FALSE
A030003K21Rik	chr1	FALSE	TRUE
Olfr18	chr9	FALSE	TRUE
Morc1	chr16	FALSE	FALSE
Mrpl47	chr3	FALSE	FALSE
Exosc6	chr8	FALSE	FALSE
Tmem86b	chr7	FALSE	FALSE
Olfr1510	chr14	FALSE	TRUE
Gm14322	chr2	FALSE	FALSE
Akp3	chr1	FALSE	FALSE
H2-Ke6	chr17	FALSE	FALSE
Smpd4	chr16	FALSE	FALSE
Taf9b	chrX	FALSE	FALSE
Tssc4	chr7	FALSE	FALSE
Ybx1	chr4	FALSE	FALSE
Vwa3a	chr7	FALSE	FALSE
Adm2	chr15	FALSE	FALSE
Snap29	chr16	FALSE	FALSE
Gm17535	chr9	FALSE	TRUE
Tcl1b2	chr12	FALSE	TRUE
Lrp2bp	chr8	FALSE	FALSE
Klra17	chr6	FALSE	TRUE
Sh3gl1	chr17	FALSE	FALSE
Krt14	chr11	FALSE	FALSE
Zfp770	chr2	FALSE	FALSE
St6galnac4	chr2	FALSE	FALSE
Wdr76	chr2	FALSE	FALSE
Il21	chr3	FALSE	TRUE
Nfic	chr10	FALSE	FALSE
Clca4a	chr3	FALSE	TRUE
Asf1b	chr8	FALSE	FALSE
4933428M09Rik	chrX	FALSE	TRUE
Zfp69	chr4	FALSE	FALSE
Gm10334	chr6	FALSE	TRUE
Tas1r1	chr4	FALSE	FALSE
Gm10717	chr9	FALSE	TRUE
Gm29776	chr14	FALSE	TRUE
Fxr2	chr11	FALSE	FALSE
Bbs5	chr2	FALSE	FALSE
Rtl3	chrX	FALSE	TRUE
Adgrf5	chr17	FALSE	FALSE
Olfr1154	chr2	FALSE	TRUE
Mroh9	chr1	FALSE	TRUE
Sla2	chr2	FALSE	FALSE
Fst	chr13	FALSE	FALSE
Olfr96	chr17	FALSE	TRUE
Klrc1	chr6	FALSE	TRUE
1700015G11Rik	chr7	FALSE	TRUE
Ccdc8	chr7	FALSE	FALSE
Gm10639	chr9	FALSE	TRUE
1810058I24Rik	chr6	FALSE	FALSE
Pde1b	chr15	FALSE	FALSE
Tmem80	chr7	FALSE	FALSE
Olfr298	chr7	FALSE	TRUE
Ferd3l	chr12	FALSE	FALSE
S1pr4	chr10	FALSE	TRUE
Olfr707	chr7	FALSE	TRUE
Olfr1402	chr3	FALSE	TRUE
Olr1	chr6	FALSE	TRUE
Prpf38a	chr4	FALSE	FALSE
Mrgpra1	chr7	FALSE	TRUE
Gm3033	chr14	FALSE	TRUE
Plec	chr15	FALSE	FALSE
Pnma5	chrX	FALSE	FALSE
Ms4a2	chr19	FALSE	TRUE
Neu2	chr1	FALSE	FALSE
Rpgr	chrX	FALSE	FALSE
Gm14743	chrX	FALSE	TRUE
Tagap1	chr17	FALSE	FALSE
Wfikkn1	chr17	FALSE	FALSE
Olfr324	chr11	FALSE	TRUE
Tmem253	chr14	FALSE	FALSE
Nfil3	chr13	FALSE	FALSE
4933430I17Rik	chr4	FALSE	FALSE
Tmem9	chr1	FALSE	FALSE
Olfr1335	chr4	FALSE	TRUE
Olfr1097	chr2	FALSE	TRUE
Gm36210	chr7	FALSE	FALSE
Gckr	chr5	FALSE	TRUE
Olfr705	chr7	FALSE	TRUE
Gm44502	chr15	FALSE	FALSE
Thsd7a	chr6	FALSE	FALSE
Nr2e1	chr10	FALSE	FALSE
Fbxl15	chr19	FALSE	FALSE
Alkbh8	chr9	FALSE	FALSE
Il24	chr1	FALSE	TRUE
Ttc36	chr9	FALSE	FALSE
Hscb	chr5	FALSE	TRUE
Ptf1a	chr2	FALSE	FALSE
Dlgap1	chr17	FALSE	FALSE
Mybph	chr1	FALSE	FALSE
Olfr1045	chr2	FALSE	TRUE
Gm10251	chr14	FALSE	TRUE
Rps18	chr17	FALSE	FALSE
Taf9	chr13	FALSE	FALSE
Mmp12	chr9	FALSE	TRUE
Cgrrf1	chr14	FALSE	FALSE
Prl3d2	chr13	FALSE	TRUE
Clec2e	chr6	FALSE	TRUE
Srpr	chr9	FALSE	FALSE
Naa40	chr19	FALSE	FALSE
Shisa4	chr1	FALSE	FALSE
Htr2b	chr1	FALSE	FALSE
Tecr	chr8	FALSE	FALSE
B3gnt4	chr5	FALSE	TRUE
2610008E11Rik	chr10	FALSE	FALSE
Cnga1	chr5	FALSE	TRUE
Smr3a	chr5	FALSE	TRUE
Mcidas	chr13	FALSE	FALSE
Slamf1	chr1	FALSE	TRUE
Dync1li2	chr8	FALSE	FALSE
Nop53	chr7	FALSE	FALSE
Ceacam18	chr7	FALSE	TRUE
Iqcc	chr4	FALSE	FALSE
Gm4907	chrX	FALSE	TRUE
Klk13	chr7	FALSE	FALSE
Cyp3a25	chr5	FALSE	TRUE
Shq1	chr6	FALSE	FALSE
Irx4	chr13	FALSE	FALSE
Gpr52	chr1	FALSE	FALSE
Ubqln5	chr7	FALSE	TRUE
Krtap4-16	chr11	FALSE	TRUE
Gm6482	chr14	FALSE	TRUE
Nkx6-2	chr7	FALSE	FALSE
Spdl1	chr11	FALSE	TRUE
Gm3182	chr14	FALSE	TRUE
Tas2r125	chr6	FALSE	TRUE
Rasl11a	chr5	FALSE	FALSE
Cdc34b	chr11	FALSE	TRUE
Fndc10	chr4	FALSE	FALSE
Ap5b1	chr19	FALSE	FALSE
G6pc	chr11	FALSE	TRUE
BC035044	chr6	FALSE	TRUE
Cmc4	chrX	FALSE	FALSE
3110001I22Rik	chr16	FALSE	FALSE
Ssxb1	chrX	FALSE	TRUE
Dr1	chr5	FALSE	FALSE
B3galt6	chr4	FALSE	FALSE
Hao2	chr3	FALSE	TRUE
Olfr27	chr9	FALSE	TRUE
Tgtp1	chr11	FALSE	TRUE
Ift43	chr12	FALSE	FALSE
Plat	chr8	FALSE	FALSE
Atp10a	chr7	FALSE	FALSE
Prom2	chr2	FALSE	FALSE
Foxq1	chr13	FALSE	FALSE
Lrrtm2	chr18	FALSE	FALSE
H2-D1	chr17	FALSE	FALSE
Sowahb	chr5	FALSE	FALSE
Sec61b	chr4	FALSE	FALSE
Pkp1	chr1	FALSE	FALSE
Il1rl1	chr1	FALSE	TRUE
Slc17a4	chr13	FALSE	TRUE
Adh7	chr3	FALSE	FALSE
Kpna4	chr3	FALSE	FALSE
Cd84	chr1	FALSE	TRUE
Zyx	chr6	FALSE	FALSE
1700007K13Rik	chr2	FALSE	FALSE
Prpf8	chr11	FALSE	FALSE
Smyd4	chr11	FALSE	FALSE
Bsx	chr9	FALSE	FALSE
Mc1r	chr8	FALSE	FALSE
Tmem132a	chr19	FALSE	FALSE
Otub2	chr12	FALSE	FALSE
Oosp2	chr19	FALSE	TRUE
Ntf3	chr6	FALSE	FALSE
Brs3	chrX	FALSE	TRUE
Trcg1	chr9	FALSE	TRUE
Gm6525	chr3	FALSE	TRUE
Rars2	chr4	FALSE	FALSE
Mtfp1	chr11	FALSE	FALSE
Tdpoz2	chr3	FALSE	TRUE
Grasp	chr15	FALSE	FALSE
Zpr1	chr9	FALSE	FALSE
Olfr593	chr7	FALSE	TRUE
Gm8897	chr5	FALSE	TRUE
Nrp1	chr8	FALSE	FALSE
Camk1	chr6	FALSE	FALSE
Ankra2	chr13	FALSE	FALSE
Pradc1	chr6	FALSE	FALSE
Psmc3ip	chr11	FALSE	FALSE
Tnfrsf12a	chr17	FALSE	FALSE
Birc5	chr11	FALSE	TRUE
Tcf3	chr10	FALSE	FALSE
Tfpi	chr2	FALSE	TRUE
Hipk4	chr7	FALSE	TRUE
Pttg1	chr11	FALSE	FALSE
Prrx1	chr1	FALSE	FALSE
Ttc39d	chr17	FALSE	FALSE
Notch3	chr17	FALSE	FALSE
Abhd16a	chr17	FALSE	FALSE
Fitm2	chr2	FALSE	FALSE
Gm3752	chr14	FALSE	TRUE
Gm3468	chr14	FALSE	FALSE
Colq	chr14	FALSE	FALSE
Tagln2	chr1	FALSE	FALSE
Abhd14a	chr9	FALSE	FALSE
Olfr441	chr6	FALSE	TRUE
Krtap27-1	chr16	FALSE	TRUE
Lrrtm1	chr6	FALSE	FALSE
Rbm42	chr7	FALSE	FALSE
Mb	chr15	FALSE	FALSE
Zfp334	chr2	FALSE	FALSE
Gm10354	chr5	FALSE	TRUE
Gm10424	chr5	FALSE	TRUE
Pglyrp4	chr3	FALSE	TRUE
Sbf1	chr15	FALSE	FALSE
Atp1b4	chrX	FALSE	TRUE
Pak4	chr7	FALSE	FALSE
A630076J17Rik	chr3	FALSE	FALSE
Nicn1	chr9	FALSE	FALSE
Gm8871	chr5	FALSE	TRUE
Mre11a	chr9	FALSE	FALSE
Pon1	chr6	FALSE	FALSE
Gm19965	chr1	FALSE	TRUE
Pla2g4a	chr1	FALSE	FALSE
Nsdhl	chrX	FALSE	FALSE
Pmch	chr10	FALSE	TRUE
Deup1	chr9	FALSE	FALSE
Abitram	chr4	FALSE	FALSE
Laptm4a	chr12	FALSE	FALSE
Sh3yl1	chr12	FALSE	FALSE
Ddb1	chr19	FALSE	FALSE
Ecel1	chr1	FALSE	FALSE
Vac14	chr8	FALSE	FALSE
Gm3252	chr14	FALSE	FALSE
AU040320	chr4	FALSE	FALSE
Mastl	chr2	FALSE	TRUE
Mrpl27	chr11	FALSE	FALSE
Vmn1r203	chr13	FALSE	TRUE
Vmn1r10	chr6	FALSE	TRUE
Fam124b	chr1	FALSE	FALSE
Nap1l3	chrX	FALSE	FALSE
Ifnk	chr4	FALSE	FALSE
Psmb10	chr8	FALSE	FALSE
Il18bp	chr7	FALSE	FALSE
Fam71a	chr1	FALSE	FALSE
Zfp142	chr1	FALSE	FALSE
Sp7	chr15	FALSE	FALSE
Zfp169	chr13	FALSE	FALSE
Vmn1r173	chr7	FALSE	TRUE
Pwp2	chr10	FALSE	FALSE
Etfb	chr7	FALSE	FALSE
Pramef12	chr4	FALSE	TRUE
Olfr891	chr9	FALSE	TRUE
Clec4a3	chr6	FALSE	TRUE
Rala	chr13	FALSE	FALSE
Cd209d	chr8	FALSE	TRUE
ccdc198	chr14	FALSE	FALSE
Agtrap	chr4	FALSE	FALSE
Nodal	chr10	FALSE	FALSE
Olfr1283	chr2	FALSE	TRUE
Zic1	chr9	FALSE	FALSE
Tmx1	chr12	FALSE	FALSE
Spink6	chr18	FALSE	TRUE
Sf3a2	chr10	FALSE	FALSE
Pdhb	chr14	FALSE	FALSE
Fam205a1	chr4	FALSE	FALSE
Arv1	chr8	FALSE	FALSE
Vapa	chr17	FALSE	FALSE
Olfr784	chr10	FALSE	TRUE
Gtf2h5	chr17	FALSE	FALSE
Plac8	chr5	FALSE	TRUE
Olfr304	chr7	FALSE	TRUE
Il17re	chr6	FALSE	FALSE
Hsd3b5	chr3	FALSE	TRUE
Olfr994	chr2	FALSE	TRUE
Gm12253	chr11	FALSE	TRUE
Il17a	chr1	FALSE	TRUE
Hs6st1	chr1	FALSE	FALSE
Gorasp2	chr2	FALSE	FALSE
Nat2	chr8	FALSE	TRUE
Kctd5	chr17	FALSE	FALSE
Setd1a	chr7	FALSE	FALSE
Ccdc120	chrX	FALSE	FALSE
Nipsnap3a	chr4	FALSE	TRUE
Cldn34b3	chrX	FALSE	TRUE
Olfr552	chr7	FALSE	TRUE
Ldlrad1	chr4	FALSE	TRUE
Gm11100	chr14	FALSE	TRUE
Tac2	chr10	FALSE	FALSE
Lrrc2	chr9	FALSE	FALSE
Bnip1	chr17	FALSE	TRUE
Slc7a2	chr8	FALSE	FALSE
Aoc1	chr6	FALSE	FALSE
Olfr512	chr7	FALSE	TRUE
Gjb3	chr4	FALSE	FALSE
B230219D22Rik	chr13	FALSE	FALSE
Aqp3	chr4	FALSE	FALSE
4930438A08Rik	chr11	FALSE	TRUE
Tpr	chr1	FALSE	FALSE
Egfl6	chrX	FALSE	FALSE
Bbs1	chr19	FALSE	TRUE
Olfr951	chr9	FALSE	TRUE
Tmem177	chr1	FALSE	FALSE
Il31	chr5	FALSE	TRUE
Cdc42se1	chr3	FALSE	FALSE
Olfr1425	chr19	FALSE	TRUE
Ephb4	chr5	FALSE	FALSE
Ldoc1	chrX	FALSE	FALSE
Pgf	chr12	FALSE	FALSE
Sertm1	chr3	FALSE	FALSE
Vmn1r231	chr17	FALSE	TRUE
Pnisr	chr4	FALSE	FALSE
Selenbp2	chr3	FALSE	TRUE
Sft2d1	chr17	FALSE	FALSE
Tex50	chr1	FALSE	TRUE
1700093K21Rik	chr11	FALSE	TRUE
Zfp40	chr17	FALSE	FALSE
Gm10800	chr2	FALSE	TRUE
Snx5	chr2	FALSE	FALSE
Rab21	chr10	FALSE	FALSE
Rpl36a-ps1	chr14	FALSE	TRUE
2410004P03Rik	chr12	FALSE	FALSE
Zfp14	chr7	FALSE	TRUE
Olfr251	chr9	FALSE	TRUE
Zmynd15	chr11	FALSE	FALSE
Otud6b	chr4	FALSE	FALSE
Rpl3	chr15	FALSE	FALSE
Arf6	chr12	FALSE	FALSE
Yars2	chr16	FALSE	FALSE
B4galnt1	chr10	FALSE	FALSE
Grin2d	chr7	FALSE	FALSE
Fut4	chr9	FALSE	FALSE
Adi1	chr12	FALSE	FALSE
Olfr124	chr17	FALSE	TRUE
Ly6m	chr15	FALSE	FALSE
Olfr825	chr10	FALSE	TRUE
Ttc23l	chr15	FALSE	TRUE
Aadacl4fm1	chr4	FALSE	TRUE
Mylip	chr13	FALSE	FALSE
Cbll1	chr12	FALSE	FALSE
Mrm3	chr11	FALSE	FALSE
Id1	chr2	FALSE	FALSE
Arsi	chr18	FALSE	FALSE
Gm7951	chr14	FALSE	TRUE
Lilra5	chr7	FALSE	TRUE
Adat3	chr10	FALSE	FALSE
Fahd1	chr17	FALSE	FALSE
Mmut	chr17	FALSE	FALSE
Kcne2	chr16	FALSE	TRUE
Znrd1as	chr17	FALSE	FALSE
Twnk	chr19	FALSE	FALSE
Trh	chr6	FALSE	FALSE
B430305J03Rik	chr3	FALSE	FALSE
Dio1	chr4	FALSE	FALSE
Wdr5b	chr16	FALSE	FALSE
Spata24	chr18	FALSE	FALSE
Samd4	chr14	FALSE	FALSE
Gdf7	chr12	FALSE	FALSE
