gene_name	chr	is_neuronal_and_mecp2_up	k27ac_remodeled
Arl8a	chr1	FALSE	FALSE
Sirt5	chr13	FALSE	FALSE
Chga	chr12	FALSE	FALSE
Dync1i2	chr2	FALSE	FALSE
Pcdh1	chr18	FALSE	TRUE
Wnt5b	chr6	FALSE	TRUE
Ccdc12	chr9	FALSE	FALSE
Entpd6	chr2	FALSE	FALSE
Kdm4a	chr4	FALSE	FALSE
Irak4	chr15	FALSE	FALSE
Fbxo28	chr1	FALSE	FALSE
Klhdc8a	chr1	FALSE	FALSE
Abca2	chr2	FALSE	FALSE
Cog1	chr11	FALSE	TRUE
Tubb6	chr18	FALSE	TRUE
Wdr44	chrX	FALSE	FALSE
Zfp300	chrX	FALSE	FALSE
Hspa5	chr2	FALSE	FALSE
Gpat4	chr8	FALSE	FALSE
Rnf139	chr15	FALSE	FALSE
Ptprr	chr10	FALSE	FALSE
Cep44	chr8	FALSE	FALSE
Atp2c1	chr9	FALSE	FALSE
Polr2b	chr5	FALSE	TRUE
Ngb	chr12	FALSE	FALSE
Luc7l2	chr6	FALSE	FALSE
Caprin1	chr2	FALSE	FALSE
Zmat3	chr3	FALSE	FALSE
Slc25a27	chr17	FALSE	FALSE
Fzd8	chr18	FALSE	TRUE
Cep85	chr4	FALSE	FALSE
Hadhb	chr5	FALSE	FALSE
Ndufb10	chr17	FALSE	FALSE
Rab5a	chr17	FALSE	FALSE
Usp53	chr3	FALSE	FALSE
Rras	chr7	FALSE	FALSE
Ugp2	chr11	FALSE	FALSE
Zfp106	chr2	FALSE	TRUE
Lacc1	chr14	FALSE	TRUE
Siah1b	chrX	FALSE	FALSE
Slc35e4	chr11	FALSE	FALSE
Ppp1r2	chr16	FALSE	FALSE
Maml2	chr9	FALSE	FALSE
Ak6	chr13	FALSE	FALSE
U2surp	chr9	FALSE	FALSE
Fhod3	chr18	FALSE	TRUE
Tmem47	chrX	FALSE	TRUE
Ptdss2	chr7	FALSE	FALSE
Dcaf15	chr8	FALSE	FALSE
Zfp62	chr11	FALSE	FALSE
Zbtb3	chr19	FALSE	FALSE
Pcnx4	chr12	FALSE	FALSE
Ddx55	chr5	FALSE	FALSE
Fat1	chr8	FALSE	FALSE
Ube2d1	chr10	FALSE	FALSE
Tmem126b	chr7	FALSE	TRUE
Crybb2	chr5	FALSE	TRUE
Ficd	chr5	FALSE	FALSE
2810004N23Rik	chr8	FALSE	FALSE
Speer3	chr5	FALSE	TRUE
Ptdss1	chr13	FALSE	FALSE
Tram1l1	chr3	FALSE	FALSE
Lmbrd2	chr15	FALSE	FALSE
Irf9	chr14	FALSE	TRUE
Zranb3	chr1	FALSE	FALSE
Apold1	chr6	FALSE	FALSE
Klhl35	chr7	FALSE	TRUE
P2rx5	chr11	FALSE	TRUE
Hnrnpul1	chr7	FALSE	FALSE
Ecm2	chr13	FALSE	TRUE
Meaf6	chr4	FALSE	FALSE
Fbxl19	chr7	FALSE	FALSE
Add3	chr19	FALSE	TRUE
Pianp	chr6	FALSE	FALSE
Rabggtb	chr3	FALSE	FALSE
Prss52	chr14	FALSE	TRUE
AI987944	chr7	FALSE	TRUE
Kif3c	chr12	FALSE	FALSE
Adnp2	chr18	FALSE	FALSE
Nampt	chr12	FALSE	TRUE
Rfx5	chr3	FALSE	TRUE
Cfap36	chr11	FALSE	FALSE
Lrrc74a	chr12	FALSE	TRUE
Tril	chr6	FALSE	FALSE
Egr1	chr18	FALSE	TRUE
Agbl3	chr6	FALSE	TRUE
P2rx7	chr5	FALSE	TRUE
Ssb	chr2	FALSE	FALSE
Klhl42	chr6	FALSE	TRUE
Ppp2r3d	chr9	FALSE	FALSE
AY074887	chr9	FALSE	FALSE
1700017B05Rik	chr9	FALSE	FALSE
Gjb1	chrX	FALSE	FALSE
Immt	chr6	FALSE	FALSE
Map3k14	chr11	FALSE	FALSE
Natd1	chr11	FALSE	FALSE
Cers5	chr15	FALSE	FALSE
Gask1a	chr9	FALSE	TRUE
C77080	chr4	FALSE	TRUE
Idh3b	chr2	FALSE	FALSE
Slc19a2	chr1	FALSE	TRUE
Clcn2	chr16	FALSE	TRUE
Setd6	chr8	FALSE	FALSE
BC005624	chr2	FALSE	FALSE
Lipt2	chr7	FALSE	FALSE
Mapk12	chr15	FALSE	TRUE
Ankrd54	chr15	FALSE	FALSE
Fam174a	chr1	FALSE	FALSE
Cox8c	chr12	FALSE	TRUE
Tcta	chr9	FALSE	FALSE
Cox17	chr16	FALSE	FALSE
Zfp39	chr11	FALSE	FALSE
Stt3a	chr9	FALSE	TRUE
Trim11	chr11	FALSE	FALSE
Dusp19	chr2	FALSE	FALSE
Pcnx3	chr19	FALSE	FALSE
Lrsam1	chr2	FALSE	FALSE
Ipo9	chr1	FALSE	FALSE
Zfp810	chr9	FALSE	FALSE
Itfg2	chr6	FALSE	FALSE
Zfp157	chr5	FALSE	FALSE
Pomgnt2	chr9	FALSE	FALSE
Cdh18	chr15	FALSE	FALSE
Fam229b	chr10	FALSE	FALSE
Ankrd13d	chr19	FALSE	FALSE
Cnot11	chr1	FALSE	FALSE
Acot11	chr4	FALSE	TRUE
Nfkbiz	chr16	FALSE	TRUE
Man1b1	chr2	FALSE	FALSE
Kcna1	chr6	FALSE	FALSE
Mief1	chr15	FALSE	TRUE
Zswim1	chr2	FALSE	FALSE
Kdm8	chr7	FALSE	FALSE
Slc25a35	chr11	FALSE	TRUE
Arhgef25	chr10	FALSE	TRUE
Fth1	chr19	FALSE	FALSE
Fsd1l	chr4	FALSE	FALSE
Mblac2	chr13	FALSE	FALSE
Bclaf1	chr10	FALSE	FALSE
Ift52	chr2	FALSE	FALSE
Srsf3	chr17	FALSE	FALSE
Ezh2	chr6	FALSE	FALSE
Trmt10a	chr3	FALSE	FALSE
Nt5dc1	chr10	FALSE	FALSE
LTO1	chr7	FALSE	FALSE
Fat4	chr3	FALSE	TRUE
Zfp759	chr13	FALSE	TRUE
Hspa8	chr9	FALSE	FALSE
Dll4	chr2	FALSE	TRUE
Idh3a	chr9	FALSE	FALSE
Kcnc1	chr7	FALSE	TRUE
Fgd2	chr17	FALSE	FALSE
Pcsk4	chr10	FALSE	TRUE
Rps10	chr17	FALSE	TRUE
Zcchc8	chr5	FALSE	FALSE
Abhd11	chr5	FALSE	FALSE
Fgf23	chr6	FALSE	FALSE
Isoc2a	chr7	FALSE	FALSE
Ppp1r26	chr2	FALSE	TRUE
Capza2	chr6	FALSE	FALSE
Zfp790	chr7	FALSE	FALSE
Slc35e1	chr8	FALSE	FALSE
Spsb2	chr6	FALSE	TRUE
Uhmk1	chr1	FALSE	FALSE
Klf1	chr8	FALSE	TRUE
Bloc1s4	chr5	FALSE	TRUE
Tgfb3	chr12	FALSE	TRUE
Dynll2	chr11	FALSE	FALSE
Rsph3a	chr17	FALSE	FALSE
Tlr4	chr4	TRUE	TRUE
Zfp386	chr12	FALSE	FALSE
Rtn4ip1	chr10	FALSE	FALSE
Rgmb	chr17	FALSE	TRUE
Tmtc3	chr10	FALSE	FALSE
Thop1	chr10	FALSE	FALSE
Dnajc16	chr4	FALSE	TRUE
BC005537	chr13	FALSE	FALSE
Usp28	chr9	FALSE	TRUE
Pcmt1	chr10	FALSE	FALSE
Thrb	chr14	FALSE	TRUE
Zfp958	chr8	FALSE	FALSE
Igsf8	chr1	FALSE	TRUE
1110004F10Rik	chr7	FALSE	FALSE
Crybb3	chr5	FALSE	TRUE
Septin1	chr7	FALSE	FALSE
Wdr75	chr1	FALSE	FALSE
Hnrnpll	chr17	FALSE	FALSE
Epn1	chr7	FALSE	FALSE
Nphp3	chr9	FALSE	FALSE
Lgmn	chr12	FALSE	FALSE
Higd2a	chr13	FALSE	FALSE
Atpsckmt	chr15	FALSE	FALSE
Ubald1	chr16	FALSE	FALSE
2310057M21Rik	chr7	FALSE	FALSE
Dhx38	chr8	FALSE	TRUE
Ung	chr5	FALSE	TRUE
Srpk3	chrX	FALSE	TRUE
Trim23	chr13	FALSE	FALSE
Ostc	chr3	FALSE	FALSE
Klhl11	chr11	FALSE	FALSE
Psen2	chr1	FALSE	FALSE
Slc7a6os	chr8	FALSE	FALSE
Smim38	chr7	FALSE	FALSE
Zfyve16	chr13	FALSE	FALSE
H3c6	chr13	FALSE	TRUE
AI837181	chr19	FALSE	FALSE
Snx16	chr3	FALSE	FALSE
Kifc2	chr15	FALSE	FALSE
Mest	chr6	FALSE	FALSE
Slc25a13	chr6	FALSE	TRUE
Wrap53	chr11	FALSE	FALSE
Acta1	chr8	FALSE	TRUE
Rbm38	chr2	FALSE	FALSE
Sec16a	chr2	FALSE	FALSE
Wtap	chr17	FALSE	FALSE
Gpr61	chr3	FALSE	FALSE
Zmpste24	chr4	FALSE	FALSE
Rtn1	chr12	FALSE	TRUE
Nenf	chr1	FALSE	FALSE
Slc38a2	chr15	FALSE	TRUE
Cacng7	chr7	FALSE	FALSE
Zfp7	chr15	FALSE	FALSE
Cacybp	chr1	FALSE	FALSE
Paip2	chr18	FALSE	FALSE
Pafah2	chr4	FALSE	TRUE
Dpy19l4	chr4	FALSE	TRUE
Lrrc14b	chr13	FALSE	FALSE
Hint2	chr4	FALSE	FALSE
Rbm5	chr9	FALSE	FALSE
Gstt1	chr10	FALSE	TRUE
Agpat5	chr8	FALSE	FALSE
Bcat2	chr7	FALSE	TRUE
Mrln	chr10	FALSE	FALSE
Diras1	chr10	FALSE	FALSE
Igfbp5	chr1	FALSE	TRUE
Erp29	chr5	FALSE	FALSE
Arpc5	chr1	FALSE	FALSE
Ahcyl1	chr3	FALSE	FALSE
Kdm6b	chr11	FALSE	FALSE
Zfp385a	chr15	FALSE	FALSE
Aadac	chr3	FALSE	TRUE
Mettl17	chr14	FALSE	FALSE
Ppp1cc	chr5	FALSE	TRUE
Ipo4	chr14	FALSE	FALSE
Mta2	chr19	FALSE	FALSE
Dars2	chr1	FALSE	FALSE
Pram1	chr17	FALSE	TRUE
Yme1l1	chr2	FALSE	FALSE
Cox7a2	chr9	FALSE	FALSE
Usp46	chr5	FALSE	TRUE
Morn1	chr4	FALSE	TRUE
Ywhaz	chr15	FALSE	FALSE
Sra1	chr18	FALSE	TRUE
Cep164	chr9	FALSE	FALSE
E2f7	chr10	FALSE	FALSE
Hemk1	chr9	FALSE	TRUE
Jmy	chr13	FALSE	FALSE
Gemin8	chrX	FALSE	TRUE
Zkscan2	chr7	FALSE	TRUE
Dph3	chr14	FALSE	FALSE
Iws1	chr18	FALSE	FALSE
Abcb8	chr5	FALSE	FALSE
Ahsa2	chr11	FALSE	TRUE
Tnr	chr1	FALSE	FALSE
Krtap16-1	chr11	FALSE	TRUE
Cox19	chr5	FALSE	FALSE
Stard6	chr18	FALSE	FALSE
Sav1	chr12	FALSE	FALSE
Cyren	chr6	FALSE	FALSE
Riok3	chr18	FALSE	FALSE
Alkbh5	chr11	FALSE	FALSE
Nptx1	chr11	FALSE	FALSE
Zfp825	chr13	FALSE	FALSE
Crk	chr11	FALSE	FALSE
Nrde2	chr12	FALSE	FALSE
Dcun1d3	chr7	FALSE	TRUE
Pprc1	chr19	FALSE	FALSE
Ctsd	chr7	FALSE	FALSE
Slc25a48	chr13	FALSE	FALSE
Tmem204	chr17	FALSE	TRUE
Atp6v1f	chr6	FALSE	TRUE
Dazap1	chr10	FALSE	FALSE
Dnajc19	chr3	FALSE	FALSE
Rtca	chr3	FALSE	FALSE
AW209491	chr13	FALSE	FALSE
Acbd4	chr11	FALSE	TRUE
Zfp622	chr15	FALSE	FALSE
Ddrgk1	chr2	FALSE	FALSE
Zrsr2	chrX	FALSE	FALSE
Mob4	chr1	FALSE	FALSE
Strn4	chr7	FALSE	FALSE
Prkar1b	chr5	FALSE	TRUE
Sri	chr5	FALSE	FALSE
Cops2	chr2	FALSE	FALSE
Med22	chr2	FALSE	FALSE
Rnf148	chr6	FALSE	TRUE
Jmjd8	chr17	FALSE	FALSE
Usp19	chr9	FALSE	FALSE
Ank3	chr10	FALSE	TRUE
Tfpt	chr7	FALSE	FALSE
Vamp3	chr4	FALSE	FALSE
Snx19	chr9	FALSE	TRUE
Atp1a3	chr7	FALSE	TRUE
Tro	chrX	FALSE	TRUE
Tmub2	chr11	FALSE	FALSE
Atad3a	chr4	FALSE	FALSE
Chmp3	chr6	FALSE	FALSE
Tubgcp6	chr15	FALSE	FALSE
Nsfl1c	chr2	FALSE	FALSE
Clec11a	chr7	FALSE	FALSE
Khdrbs1	chr4	FALSE	FALSE
Odc1	chr12	FALSE	FALSE
Dhodh	chr8	FALSE	FALSE
Cntn2	chr1	FALSE	TRUE
1700025G04Rik	chr1	FALSE	FALSE
Ddx3x	chrX	FALSE	FALSE
Pde12	chr14	FALSE	TRUE
Hectd2	chr19	FALSE	FALSE
Ttc38	chr15	FALSE	TRUE
Ubap2	chr4	FALSE	FALSE
Gtdc1	chr2	FALSE	FALSE
Trim3	chr7	FALSE	FALSE
Ltbp3	chr19	FALSE	FALSE
Ephb6	chr6	FALSE	TRUE
Gosr1	chr11	FALSE	FALSE
Plekha1	chr7	FALSE	TRUE
Ndufaf5	chr2	FALSE	FALSE
Lmna	chr3	FALSE	FALSE
Suco	chr1	FALSE	FALSE
Syne1	chr10	FALSE	FALSE
Gmppa	chr1	FALSE	TRUE
Fam53c	chr18	FALSE	FALSE
Psmd3	chr11	FALSE	FALSE
Nfkbia	chr12	FALSE	FALSE
Frs3	chr17	FALSE	FALSE
Tram1	chr1	FALSE	FALSE
Zfp598	chr17	FALSE	FALSE
Srcap	chr7	FALSE	FALSE
Nupl2	chr5	FALSE	FALSE
Sstr3	chr15	FALSE	FALSE
Gtpbp2	chr17	FALSE	TRUE
Gne	chr4	FALSE	FALSE
Psmd6	chr14	FALSE	FALSE
Fkbp7	chr2	FALSE	TRUE
Snx32	chr19	FALSE	FALSE
Mtpap	chr18	FALSE	FALSE
Ces5a	chr8	FALSE	TRUE
M6pr	chr6	FALSE	FALSE
Gpr135	chr12	FALSE	FALSE
Lrrcc1	chr3	FALSE	FALSE
Dnajb2	chr1	FALSE	TRUE
Fh1	chr1	FALSE	FALSE
Mturn	chr6	FALSE	FALSE
Rragd	chr4	FALSE	FALSE
Atp6v0e2	chr6	FALSE	FALSE
Api5	chr2	FALSE	FALSE
Dld	chr12	FALSE	FALSE
Mylpf	chr7	FALSE	FALSE
Tfap2d	chr1	FALSE	TRUE
Pak1	chr7	FALSE	FALSE
Tasor	chr14	FALSE	FALSE
Aldh3b1	chr19	FALSE	TRUE
Rnf31	chr14	FALSE	FALSE
Ash2l	chr8	FALSE	FALSE
Bnipl	chr3	FALSE	TRUE
Syt4	chr18	FALSE	FALSE
Tyw5	chr1	FALSE	FALSE
Rpl21	chr5	FALSE	FALSE
Rccd1	chr7	FALSE	FALSE
Trappc6b	chr12	FALSE	FALSE
Stk3	chr15	FALSE	FALSE
Arg1	chr10	FALSE	TRUE
Gstt2	chr10	FALSE	TRUE
Bhlhb9	chrX	FALSE	FALSE
Ddr1	chr17	FALSE	FALSE
Etv1	chr12	FALSE	FALSE
Gpbp1l1	chr4	FALSE	TRUE
Mocs1	chr17	FALSE	TRUE
Zkscan5	chr5	FALSE	FALSE
Tcp11l2	chr10	FALSE	FALSE
Rps12	chr10	FALSE	FALSE
1700056E22Rik	chr1	FALSE	FALSE
Neil1	chr9	FALSE	FALSE
Car4	chr11	FALSE	FALSE
Dusp6	chr10	FALSE	TRUE
Ovca2	chr11	FALSE	FALSE
Chac2	chr11	FALSE	FALSE
Eif2b3	chr4	FALSE	TRUE
Kmt5c	chr7	FALSE	FALSE
Rnd1	chr15	FALSE	FALSE
Tnks1bp1	chr2	FALSE	FALSE
Ankrd34a	chr3	FALSE	FALSE
Sdr39u1	chr14	FALSE	FALSE
Per2	chr1	FALSE	FALSE
Hivep3	chr4	FALSE	TRUE
Nxt1	chr2	FALSE	FALSE
Ptgds	chr2	FALSE	TRUE
Nol4	chr18	FALSE	TRUE
Alg12	chr15	FALSE	FALSE
Pop5	chr5	FALSE	TRUE
Gal3st2b	chr1	FALSE	TRUE
Mcam	chr9	FALSE	TRUE
Uba3	chr6	FALSE	FALSE
Vcpkmt	chr12	FALSE	FALSE
Abcd1	chrX	FALSE	FALSE
Fam149a	chr8	FALSE	FALSE
Gm45521	chr14	FALSE	FALSE
Odf2	chr2	FALSE	FALSE
Prima1	chr12	FALSE	TRUE
Csde1	chr3	FALSE	FALSE
Dnajc5b	chr3	FALSE	FALSE
Mreg	chr1	FALSE	TRUE
Pml	chr9	FALSE	TRUE
Sdc1	chr12	FALSE	FALSE
Xpot	chr10	FALSE	FALSE
Lpin3	chr2	FALSE	FALSE
Acy1	chr9	FALSE	TRUE
Nsmce3	chr7	FALSE	FALSE
Mif	chr10	FALSE	FALSE
Selenot	chr3	FALSE	FALSE
Ttc9b	chr7	FALSE	TRUE
Septin5	chr16	FALSE	FALSE
Kdm4d	chr9	FALSE	FALSE
Rps6ka4	chr19	FALSE	FALSE
Taf11	chr17	FALSE	FALSE
Snx1	chr9	FALSE	FALSE
Samd10	chr2	FALSE	FALSE
Uba1	chrX	FALSE	FALSE
Dnase2b	chr3	FALSE	TRUE
Nudt16l1	chr16	FALSE	FALSE
Itga10	chr3	FALSE	TRUE
Ints11	chr4	FALSE	FALSE
Zfp780b	chr7	FALSE	FALSE
Marchf8	chr6	FALSE	FALSE
Tbc1d9	chr8	FALSE	FALSE
Zfp84	chr7	FALSE	FALSE
Creld1	chr6	FALSE	FALSE
Asf1a	chr10	FALSE	TRUE
Acin1	chr14	FALSE	FALSE
Rtcb	chr10	FALSE	FALSE
Tomm40l	chr1	FALSE	FALSE
Shh	chr5	FALSE	FALSE
Ddx56	chr11	FALSE	TRUE
Bace1	chr9	FALSE	FALSE
Atcay	chr10	FALSE	FALSE
Prom1	chr5	TRUE	TRUE
Arl8b	chr6	FALSE	FALSE
Mrpl11	chr19	FALSE	FALSE
Zmiz2	chr11	FALSE	FALSE
Tedc1	chr12	FALSE	FALSE
Ngdn	chr14	FALSE	FALSE
Itgav	chr2	FALSE	TRUE
Prmt9	chr8	FALSE	FALSE
Sord	chr2	FALSE	FALSE
Slc25a4	chr8	FALSE	FALSE
Pcdhgc3	chr18	FALSE	FALSE
Xylt2	chr11	FALSE	FALSE
Zfp341	chr2	FALSE	TRUE
Slc2a1	chr4	FALSE	FALSE
Alppl2	chr1	FALSE	TRUE
Ints7	chr1	FALSE	FALSE
Sec23b	chr2	FALSE	FALSE
Abtb1	chr6	FALSE	FALSE
Snrnp48	chr13	FALSE	FALSE
Tgoln1	chr6	FALSE	FALSE
Pik3ip1	chr11	FALSE	FALSE
Casp9	chr4	FALSE	TRUE
Pdcd6	chr13	FALSE	FALSE
Ebp	chrX	FALSE	FALSE
Erlin1	chr19	FALSE	FALSE
Lsm14b	chr2	FALSE	TRUE
Sub1	chr15	FALSE	FALSE
Trit1	chr4	FALSE	FALSE
Npc2	chr12	FALSE	FALSE
Pwwp2a	chr11	FALSE	FALSE
Rbm22	chr18	FALSE	TRUE
Etaa1	chr11	FALSE	FALSE
Gal3st3	chr19	FALSE	TRUE
Arpp19	chr9	FALSE	FALSE
Ephx4	chr5	FALSE	TRUE
Zfp384	chr6	FALSE	FALSE
Nmi	chr2	FALSE	FALSE
Ikzf4	chr10	FALSE	FALSE
Zfp74	chr7	FALSE	FALSE
Fbxw5	chr2	FALSE	FALSE
Msantd3	chr4	FALSE	FALSE
Zfp330	chr8	FALSE	FALSE
Asph	chr4	FALSE	FALSE
D030056L22Rik	chr19	FALSE	FALSE
Uqcr10	chr11	FALSE	TRUE
Ndufb8	chr19	FALSE	FALSE
Slc39a1	chr3	FALSE	TRUE
Cspg5	chr9	FALSE	FALSE
Mthfd1l	chr10	FALSE	FALSE
Ddx54	chr5	FALSE	FALSE
Gtf2b	chr3	FALSE	FALSE
4933402J07Rik	chr8	FALSE	FALSE
Eif5	chr12	FALSE	FALSE
Birc2	chr9	FALSE	FALSE
Zfp748	chr13	FALSE	FALSE
Elovl4	chr9	FALSE	FALSE
Rtbdn	chr8	FALSE	TRUE
Camkk1	chr11	FALSE	TRUE
Tmem219	chr7	FALSE	FALSE
Akt2	chr7	FALSE	TRUE
Scamp3	chr3	FALSE	FALSE
Zfp950	chr19	FALSE	FALSE
Mamld1	chrX	FALSE	FALSE
Zbtb7a	chr10	FALSE	FALSE
Kbtbd3	chr9	FALSE	FALSE
Slc27a1	chr8	FALSE	FALSE
Pik3r2	chr8	FALSE	FALSE
Pdxp	chr15	FALSE	FALSE
Ythdf3	chr3	FALSE	FALSE
Nrbf2	chr10	FALSE	FALSE
Samd1	chr8	FALSE	FALSE
Sf3b1	chr1	FALSE	FALSE
Slc3a2	chr19	FALSE	TRUE
Sh3bgr	chr16	FALSE	TRUE
Fem1c	chr18	FALSE	FALSE
Pick1	chr15	FALSE	FALSE
Ssrp1	chr2	FALSE	FALSE
Kptn	chr7	FALSE	FALSE
Ptprt	chr2	FALSE	TRUE
Cstf2t	chr19	FALSE	TRUE
Wdr90	chr17	FALSE	FALSE
Cbx6	chr15	FALSE	FALSE
Btf3l4	chr4	FALSE	FALSE
Tprkb	chr6	FALSE	FALSE
Rad51d	chr11	FALSE	FALSE
Copb2	chr9	FALSE	FALSE
Aurkaip1	chr4	FALSE	FALSE
1700129C05Rik	chr14	FALSE	TRUE
Mkx	chr18	FALSE	TRUE
Fgd6	chr10	FALSE	FALSE
Ufl1	chr4	FALSE	FALSE
Tubb4a	chr17	FALSE	FALSE
Lcn12	chr2	FALSE	TRUE
Tmem201	chr4	FALSE	FALSE
Cenpa	chr5	FALSE	FALSE
Cstl1	chr2	FALSE	TRUE
Neurod1	chr2	FALSE	FALSE
Pcsk1	chr13	FALSE	TRUE
Fbxo25	chr8	FALSE	FALSE
Rpap3	chr15	FALSE	TRUE
Camta2	chr11	FALSE	FALSE
Cacfd1	chr2	FALSE	FALSE
Arhgef10	chr8	FALSE	TRUE
Dbp	chr7	FALSE	FALSE
Cnpy2	chr10	FALSE	FALSE
Syngr3	chr17	FALSE	FALSE
U2af1	chr17	FALSE	FALSE
Uqcc3	chr19	FALSE	FALSE
Iqsec2	chrX	FALSE	FALSE
4833439L19Rik	chr13	FALSE	FALSE
Slc25a32	chr15	FALSE	FALSE
Epdr1	chr13	FALSE	FALSE
Nucks1	chr1	FALSE	TRUE
Chic2	chr5	FALSE	FALSE
Rpl18	chr7	FALSE	FALSE
Ankrd42	chr7	FALSE	TRUE
Gsk3a	chr7	FALSE	FALSE
Stradb	chr1	FALSE	FALSE
Ezh1	chr11	FALSE	FALSE
Dolpp1	chr2	FALSE	FALSE
Nova1	chr12	TRUE	FALSE
Atl1	chr12	FALSE	FALSE
Gorab	chr1	FALSE	FALSE
Pkm	chr9	FALSE	TRUE
Fads3	chr19	FALSE	FALSE
Copg1	chr6	FALSE	TRUE
Rela	chr19	FALSE	FALSE
Emc4	chr2	FALSE	FALSE
Optc	chr1	FALSE	TRUE
Acot8	chr2	FALSE	FALSE
Fgfbp3	chr19	FALSE	FALSE
Sbf2	chr7	FALSE	TRUE
Elk1	chrX	FALSE	FALSE
Crtc3	chr7	FALSE	FALSE
Ppp2r5d	chr17	FALSE	FALSE
Sowaha	chr11	FALSE	FALSE
1600014C10Rik	chr7	FALSE	FALSE
Ythdc1	chr5	FALSE	FALSE
Msl1	chr11	FALSE	FALSE
Zfp229	chr17	FALSE	FALSE
1110065P20Rik	chr4	FALSE	FALSE
Flywch2	chr17	FALSE	FALSE
Efhc2	chrX	FALSE	TRUE
Slc18b1	chr10	FALSE	TRUE
Bmyc	chr2	FALSE	FALSE
Fancg	chr4	FALSE	FALSE
Cacnb3	chr15	FALSE	FALSE
Ddx19a	chr8	FALSE	FALSE
Cfap44	chr16	FALSE	TRUE
Daglb	chr5	FALSE	FALSE
Gm13090	chr4	FALSE	FALSE
Usp51	chrX	FALSE	FALSE
Bpnt1	chr1	FALSE	FALSE
Cul4b	chrX	FALSE	FALSE
Tmed5	chr5	FALSE	FALSE
Dnajc7	chr11	FALSE	FALSE
Atp6v1g1	chr4	FALSE	FALSE
Sh3bgrl3	chr4	FALSE	FALSE
Zfx	chrX	FALSE	FALSE
Trafd1	chr5	FALSE	FALSE
Wrnip1	chr13	FALSE	FALSE
Dnase1l1	chrX	FALSE	FALSE
Dbndd2	chr2	FALSE	FALSE
Sh3rf1	chr8	FALSE	TRUE
Spaca6	chr17	FALSE	FALSE
Sigmar1	chr4	FALSE	TRUE
Cldn9	chr17	FALSE	FALSE
Rabepk	chr2	FALSE	FALSE
Khsrp	chr17	FALSE	FALSE
Sppl2c	chr11	FALSE	TRUE
Xk	chrX	TRUE	TRUE
Ndn	chr7	FALSE	TRUE
Arc	chr15	FALSE	FALSE
Prelid3a	chr18	FALSE	FALSE
Derl1	chr15	FALSE	TRUE
Sema6b	chr17	FALSE	FALSE
Cdiptos	chr7	FALSE	FALSE
Gnb5	chr9	FALSE	FALSE
4930469K13Rik	chr11	FALSE	TRUE
Coro1b	chr19	FALSE	FALSE
Zbtb33	chrX	FALSE	FALSE
Aldoa	chr7	FALSE	FALSE
Slc25a11	chr11	FALSE	TRUE
Adprh	chr16	FALSE	FALSE
Phka2	chrX	FALSE	FALSE
Gm5617	chr9	FALSE	TRUE
Gipc1	chr8	FALSE	FALSE
Nup54	chr5	FALSE	FALSE
G6pdx	chrX	FALSE	FALSE
Etv5	chr16	FALSE	FALSE
Cxcr6	chr9	FALSE	FALSE
Leprotl1	chr8	FALSE	FALSE
Ampd2	chr3	FALSE	FALSE
Pcdh11x	chrX	FALSE	TRUE
Zfp319	chr8	FALSE	FALSE
Actr10	chr12	FALSE	FALSE
Aptx	chr4	FALSE	FALSE
Scamp4	chr10	FALSE	FALSE
Rpl22l1	chr3	FALSE	TRUE
Mia3	chr1	FALSE	FALSE
Ndufb5	chr3	FALSE	TRUE
Dusp3	chr11	FALSE	FALSE
Ubl3	chr5	FALSE	FALSE
Tmem209	chr6	FALSE	FALSE
Chrd	chr16	FALSE	FALSE
Zfand2a	chr5	FALSE	FALSE
Rab4a	chr8	FALSE	FALSE
Ubap1	chr4	FALSE	FALSE
Adam11	chr11	FALSE	FALSE
Mettl24	chr10	FALSE	FALSE
Ccdc162	chr10	FALSE	TRUE
Aamp	chr1	FALSE	FALSE
Bhlhe41	chr6	FALSE	FALSE
Gp1bb	chr16	FALSE	FALSE
Ddc	chr11	FALSE	TRUE
Klhl15	chrX	FALSE	FALSE
Fbxl14	chr6	FALSE	FALSE
Naxd	chr8	FALSE	FALSE
Ociad1	chr5	FALSE	FALSE
Cacnb1	chr11	FALSE	TRUE
Hr	chr14	FALSE	TRUE
Kctd18	chr1	FALSE	FALSE
Hook2	chr8	FALSE	TRUE
Tmprss2	chr16	FALSE	FALSE
Me3	chr7	FALSE	TRUE
Tmem169	chr1	FALSE	TRUE
Tmf1	chr6	FALSE	FALSE
Mesd	chr7	FALSE	FALSE
Snx30	chr4	FALSE	FALSE
Rabl3	chr16	FALSE	FALSE
Trim13	chr14	FALSE	FALSE
Coq7	chr7	FALSE	FALSE
Adamts1	chr16	FALSE	FALSE
Jak3	chr8	FALSE	FALSE
Tspyl5	chr15	FALSE	TRUE
Peg3	chr7	FALSE	FALSE
Sema5a	chr15	FALSE	FALSE
Flrt1	chr19	FALSE	FALSE
Pdcd11	chr19	FALSE	FALSE
Cnih2	chr19	FALSE	TRUE
Iah1	chr12	FALSE	FALSE
Zmat1	chrX	FALSE	FALSE
Cabyr	chr18	FALSE	FALSE
Mc2r	chr18	FALSE	TRUE
Vps4a	chr8	FALSE	FALSE
Tmx3	chr18	FALSE	FALSE
Rcc2	chr4	FALSE	FALSE
Cpsf2	chr12	FALSE	FALSE
Myf5	chr10	FALSE	TRUE
Celf3	chr3	FALSE	TRUE
